R	M	log_10_P0
11165335.188060287	0.3969309562557105	21.5
9971544.866709398	0.4818288547761916	21.854166666666668
8916823.204546778	0.5757661359330161	22.208333333333332
7966039.919305334	0.6760682724781326	22.5625
7096862.797862006	0.7742587825409231	22.916666666666668
6291098.54653204	0.8753973397290528	23.270833333333332
5555798.256942669	0.9711463097358438	23.625
4880885.443418097	1.0578159129850235	23.979166666666668
4271019.980924199	1.1304122455505754	24.333333333333332
3713915.6792365494	1.1888907405608173	24.6875
3210061.3695463045	1.2363471494332814	25.041666666666668
2757875.3340864633	1.27407022872262	25.395833333333332
2356315.717900173	1.3038977396089309	25.75
2013159.1537048912	1.312323625506779	26.104166666666668
1706350.8051993274	1.3179543748302076	26.458333333333336
1434982.1012425416	1.321575104888774	26.8125
1198884.9485676994	1.3280185478139739	27.166666666666668
998367.5323300258	1.3327951576307357	27.520833333333336
830117.0915216184	1.3344874801887332	27.875
707682.0378264409	1.30407006547892	28.229166666666668
593770.3364876333	1.2576175463493247	28.583333333333336
494274.428740776	1.212476926685347	28.9375
406971.76782753255	1.167042450576177	29.291666666666668
324781.03138859675	1.1475322094653833	29.645833333333336
264676.9780785286	1.120751472420157	30.0
