# r[m]	M[Msun]	rho[g/cm^3]	P[N/m^2]	n_e[pm^-3]	n_p[pm^-3]	muF_e[MeV]	B
1.670051590101354805e+03	4.294699968865753232e-11	4.378136936642037705e+06	2.434168082720604606e+22	1.290679567690768526e+00	2.181252579933657398e-01	3.274367034656134323e-01	9.994314458922338718e-01
3.340103180202709609e+03	3.435758959134153091e-10	4.378134258183480240e+06	2.434165840226471327e+22	1.290678770726635172e+00	2.181251245954783091e-01	3.274365948930655912e-01	9.994314460061856087e-01
5.010154770304064186e+03	1.159567947632081683e-09	4.378129794089814648e+06	2.434162102741043144e+22	1.290677442454262192e+00	2.181249022658622860e-01	3.274364139388314388e-01	9.994314461961617546e-01
6.680206360405419218e+03	2.748603156143722670e-09	4.378123544366988353e+06	2.434156870271668480e+22	1.290675582875430383e+00	2.181245910048129344e-01	3.274361606029299598e-01	9.994314464621606442e-01
8.350257950506773341e+03	5.368359631020814976e-09	4.378115509023417719e+06	2.434150142828595275e+22	1.290673191992671498e+00	2.181241908127503903e-01	3.274358348853932954e-01	9.994314468041810562e-01
1.002030954060812837e+04	9.276512959541459256e-09	4.378105688069826923e+06	2.434141920424994904e+22	1.290670269809198301e+00	2.181237016902076442e-01	3.274354367862568616e-01	9.994314472222213253e-01
1.169036113070948340e+04	1.473073557613153942e-08	4.378094081519419327e+06	2.434132203076962589e+22	1.290666816328971400e+00	2.181231236378420590e-01	3.274349663055685089e-01	9.994314477162801191e-01
1.336041272081083844e+04	2.198869613181743275e-08	4.378080689387653954e+06	2.434120990803520756e+22	1.290662831556635082e+00	2.181224566564237966e-01	3.274344234433800849e-01	9.994314482863555504e-01
1.503046431091219347e+04	3.130805886369146825e-08	4.378065511692505330e+06	2.434108283626616940e+22	1.290658315497578368e+00	2.181217007468473912e-01	3.274338081997553163e-01	9.994314489324462869e-01
1.670051590101354668e+04	4.294648296439208949e-08	4.378048548454304226e+06	2.434094081571124622e+22	1.290653268157901934e+00	2.181208559101248667e-01	3.274331205747654239e-01	9.994314496545503301e-01
