# r[m]	M[Msun]	rho[g/cm^3]	P[N/m^2]	n_e[pm^-3]	n_p[pm^-3]	muF_e[MeV]	B
1.670396139619701898e+03	4.294100753606709013e-11	4.374817806007488631e+06	2.431658661448336487e+22	1.289691977748013807e+00	2.179599520672182156e-01	3.273021099972782122e-01	9.994315915303928488e-01
3.340792279239403797e+03	3.435279587110258680e-10	4.374815129689145833e+06	2.431656421429207892e+22	1.289691181426321442e+00	2.179598187758874095e-01	3.273020014291788127e-01	9.994315916442668701e-01
5.011188418859105695e+03	1.159406159700548714e-09	4.374810669162473641e+06	2.431652688068782902e+22	1.289689854224661536e+00	2.179595966238623284e-01	3.273018204823556210e-01	9.994315918340630489e-01
6.681584558478807594e+03	2.748219659248541964e-09	4.374804424433438107e+06	2.431647461374399454e+22	1.289687996144832649e+00	2.179592856114410393e-01	3.273015671568305640e-01	9.994315920997810521e-01
8.351980698098508583e+03	5.367610614713752687e-09	4.374796395510477014e+06	2.431640741356295841e+22	1.289685607189365202e+00	2.179588857390434009e-01	3.273012414526357272e-01	9.994315924414204355e-01
1.002237683771820957e+04	9.275218661615744687e-09	4.374786582404254004e+06	2.431632528027627081e+22	1.289682687361460856e+00	2.179583970072005716e-01	3.273008433698053610e-01	9.994315928589807552e-01
1.169277297733791056e+04	1.472868028319090056e-08	4.374774985127965920e+06	2.431622821404469939e+22	1.289679236665076667e+00	2.179578194165694427e-01	3.273003729083874824e-01	9.994315933524613449e-01
1.336316911695761155e+04	2.198562817995893882e-08	4.374761603697116487e+06	2.431611621505825453e+22	1.289675255104865359e+00	2.179571529679216746e-01	3.272998300684353823e-01	9.994315939218617606e-01
1.503356525657731254e+04	3.130369063930212120e-08	4.374746438129627146e+06	2.431598928353616829e+22	1.289670742686203520e+00	2.179563976621494981e-01	3.272992148500117882e-01	9.994315945671813362e-01
1.670396139619701353e+04	4.294049090505928016e-08	4.374729488445768133e+06	2.431584741972687769e+22	1.289665699415178279e+00	2.179555535002625777e-01	3.272985272531868661e-01	9.994315952884194054e-01
1.837435753581671452e+04	5.715364654713660094e-08	4.374710754668274894e+06	2.431569062390807501e+22	1.289660125298604632e+00	2.179546204833920642e-01	3.272977672780407188e-01	9.994315960855750802e-01
2.004475367543641551e+04	7.420076883113757594e-08	4.374690236822187901e+06	2.431551889638666168e+22	1.289654020344005447e+00	2.179535986127860425e-01	3.272969349246604431e-01	9.994315969586478055e-01
2.171514981505611649e+04	9.433946208801383394e-08	4.374667934934961610e+06	2.431533223749876502e+22	1.289647384559618359e+00	2.179524878898110030e-01	3.272960301931413518e-01	9.994315979076365819e-01
2.338554595467581748e+04	1.178273230837394049e-07	4.374643849036469124e+06	2.431513064760973826e+22	1.289640217954396650e+00	2.179512883159525627e-01	3.272950530835869731e-01	9.994315989325406324e-01
2.505594209429551847e+04	1.449219403890100980e-07	4.374617979158960283e+06	2.431491412711415638e+22	1.289632520538028793e+00	2.179499998928184357e-01	3.272940035961116600e-01	9.994316000333588468e-01
2.672633823391521946e+04	1.758808937489705606e-07	4.374590325337029062e+06	2.431468267643581602e+22	1.289624292320890708e+00	2.179486226221300782e-01	3.272928817308340954e-01	9.994316012100903368e-01
2.839673437353492045e+04	2.109617534529702551e-07	4.374560887607695535e+06	2.431443629602772301e+22	1.289615533314097950e+00	2.179471565057317928e-01	3.272916874878844529e-01	9.994316024627338813e-01
3.006713051315462144e+04	2.504220797043522187e-07	4.374529666010390036e+06	2.431417498637213001e+22	1.289606243529472618e+00	2.179456015455847606e-01	3.272904208674000115e-01	9.994316037912885919e-01
3.173752665277432243e+04	2.945194219902741433e-07	4.374496660586873069e+06	2.431389874798046950e+22	1.289596422979548684e+00	2.179439577437689290e-01	3.272890818695255999e-01	9.994316051957531366e-01
3.340792279239402706e+04	3.435113184515668168e-07	4.374461871381343342e+06	2.431360758139340404e+22	1.289586071677595314e+00	2.179422251024857593e-01	3.272876704944169823e-01	9.994316066761262940e-01
3.507831893201373168e+04	3.976552952526289606e-07	4.374425298440336250e+06	2.431330148718080531e+22	1.289575189637568231e+00	2.179404036240510656e-01	3.272861867422342530e-01	9.994316082324068429e-01
3.674871507163343631e+04	4.572088659513632805e-07	4.374386941812823527e+06	2.431298046594176673e+22	1.289563776874171230e+00	2.179384933109039246e-01	3.272846306131501071e-01	9.994316098645935620e-01
3.841911121125314094e+04	5.224295308691546314e-07	4.374346801550135948e+06	2.431264451830457827e+22	1.289551833402798664e+00	2.179364941655988208e-01	3.272830021073420692e-01	9.994316115726847860e-01
4.008950735087284556e+04	5.935747764608918035e-07	4.374304877705978230e+06	2.431229364492673902e+22	1.289539359239572081e+00	2.179344061908109476e-01	3.272813012249974340e-01	9.994316133566794047e-01
4.175990349049255019e+04	6.709020746850358959e-07	4.374261170336488634e+06	2.431192784649495721e+22	1.289526354401336006e+00	2.179322293893344586e-01	3.272795279663128776e-01	9.994316152165756417e-01
4.343029963011225482e+04	7.546688823737387179e-07	4.374215679500161670e+06	2.431154712372512922e+22	1.289512818905638181e+00	2.179299637640815246e-01	3.272776823314915151e-01	9.994316171523721648e-01
4.510069576973195944e+04	8.451326406030084651e-07	4.374168405257858336e+06	2.431115147736236058e+22	1.289498752770752876e+00	2.179276093180835261e-01	3.272757643207462319e-01	9.994316191640671976e-01
4.677109190935166407e+04	9.425507740629317237e-07	4.374119347672876902e+06	2.431074090818095337e+22	1.289484156015662020e+00	2.179251660544903324e-01	3.272737739342971297e-01	9.994316212516591857e-01
4.844148804897136870e+04	1.047180690427947884e-06	4.374068506810846739e+06	2.431031541698439361e+22	1.289469028660069627e+00	2.179226339765712728e-01	3.272717111723734695e-01	9.994316234151464640e-01
5.011188418859107333e+04	1.159279779727182319e-06	4.374015882739832625e+06	2.430987500460536811e+22	1.289453370724391146e+00	2.179200130877131936e-01	3.272695760352120620e-01	9.994316256545272559e-01
5.178228032821077795e+04	1.279105413714835464e-06	4.373961475530257449e+06	2.430941967190574341e+22	1.289437182229764334e+00	2.179173033914236779e-01	3.272673685230592100e-01	9.994316279697996741e-01
5.345267646783048258e+04	1.406914945240637330e-06	4.373905285254909657e+06	2.430894941977657423e+22	1.289420463198030165e+00	2.179145048913262717e-01	3.272650886361675449e-01	9.994316303609618313e-01
5.512307260745018721e+04	1.542965707620362586e-06	4.373847311989022419e+06	2.430846424913809506e+22	1.289403213651763691e+00	2.179116175911668396e-01	3.272627363748006890e-01	9.994316328280119510e-01
5.679346874706989183e+04	1.687515014006411171e-06	4.373787555810137652e+06	2.430796416093972857e+22	1.289385433614231191e+00	2.179086414948054606e-01	3.272603117392270389e-01	9.994316353709479239e-01
5.846386488668959646e+04	1.840820156758456249e-06	4.373726016798277386e+06	2.430744915616005620e+22	1.289367123109449009e+00	2.179055766062271970e-01	3.272578147297282580e-01	9.994316379897678626e-01
6.013426102630930109e+04	2.003138406814163110e-06	4.373662695035729557e+06	2.430691923580683918e+22	1.289348282162108505e+00	2.179024229295284110e-01	3.272552453465886191e-01	9.994316406844695466e-01
6.180465716592900571e+04	2.174727013059977301e-06	4.373597590607284568e+06	2.430637440091700593e+22	1.289328910797654881e+00	2.178991804689310585e-01	3.272526035901059949e-01	9.994316434550509776e-01
6.347505330554871034e+04	2.355843201701991124e-06	4.373530703600065783e+06	2.430581465255665205e+22	1.289309009042224119e+00	2.178958492287718096e-01	3.272498894605831987e-01	9.994316463015098240e-01
6.514544944516841497e+04	2.546744175636878518e-06	4.373462034103524871e+06	2.430523999182103196e+22	1.289288576922670737e+00	2.178924292135061280e-01	3.272471029583317037e-01	9.994316492238439764e-01
6.681584558478811232e+04	2.747687113822916350e-06	4.373391582209598273e+06	2.430465041983455048e+22	1.289267614466570677e+00	2.178889204277092428e-01	3.272442440836723643e-01	9.994316522220509924e-01
6.848624172440780967e+04	2.958929170651079386e-06	4.373319348012562841e+06	2.430404593775077543e+22	1.289246121702219083e+00	2.178853228760763705e-01	3.272413128369345836e-01	9.994316552961286515e-01
7.015663786402750702e+04	3.180727475316222096e-06	4.373245331609051675e+06	2.430342654675241665e+22	1.289224098658616313e+00	2.178816365634187457e-01	3.272383092184550368e-01	9.994316584460744002e-01
7.182703400364720437e+04	3.413339131188337526e-06	4.373169533098083921e+06	2.430279224805132180e+22	1.289201545365469714e+00	2.178778614946654535e-01	3.272352332285772825e-01	9.994316616718860180e-01
7.349743014326690172e+04	3.657021215183913590e-06	4.373091952581136487e+06	2.430214304288849317e+22	1.289178461853231816e+00	2.178739976748693130e-01	3.272320848676574800e-01	9.994316649735608404e-01
7.516782628288659907e+04	3.912030777137368552e-06	4.373012590161998756e+06	2.430147893253406668e+22	1.289154848153049482e+00	2.178700451091980239e-01	3.272288641360573402e-01	9.994316683510963140e-01
7.683822242250629643e+04	4.178624839172579683e-06	4.372931445946837775e+06	2.430079991828729509e+22	1.289130704296779006e+00	2.178660038029371915e-01	3.272255710341460122e-01	9.994316718044897740e-01
7.850861856212599378e+04	4.457060395074506367e-06	4.372848520044256002e+06	2.430010600147656901e+22	1.289106030317007212e+00	2.178618737614936296e-01	3.272222055623031922e-01	9.994316753337386672e-01
8.017901470174569113e+04	4.747594409660907221e-06	4.372763812565161847e+06	2.429939718345940848e+22	1.289080826247017697e+00	2.178576549903897264e-01	3.272187677209143497e-01	9.994316789388402178e-01
8.184941084136538848e+04	5.050483818154154627e-06	4.372677323622924276e+06	2.429867346562243782e+22	1.289055092120828139e+00	2.178533474952695503e-01	3.272152575103760008e-01	9.994316826197916503e-01
8.351980698098508583e+04	5.365985525553142864e-06	4.372589053333242424e+06	2.429793484938139822e+22	1.289028827973157654e+00	2.178489512818938267e-01	3.272116749310912120e-01	9.994316863765900782e-01
8.519020312060478318e+04	5.694356406005307194e-06	4.372499001814214513e+06	2.429718133618113511e+22	1.289002033839443007e+00	2.178444663561421302e-01	3.272080199834716541e-01	9.994316902092327259e-01
8.686059926022448053e+04	6.035853302178736128e-06	4.372407169186329469e+06	2.429641292749560663e+22	1.288974709755841941e+00	2.178398927240137450e-01	3.272042926679382679e-01	9.994316941177165958e-01
8.853099539984417788e+04	6.390733024634400582e-06	4.372313555572430603e+06	2.429562962482785419e+22	1.288946855759213639e+00	2.178352303916242516e-01	3.272004929849187116e-01	9.994316981020386903e-01
9.020139153946387523e+04	6.759252351198471120e-06	4.372218161097767763e+06	2.429483142971001510e+22	1.288918471887142703e+00	2.178304793652096893e-01	3.271966209348501353e-01	9.994317021621959007e-01
9.187178767908357258e+04	7.141668026334772419e-06	4.372120985889940523e+06	2.429401834370332675e+22	1.288889558177922057e+00	2.178256396511238924e-01	3.271926765181775720e-01	9.994317062981852295e-01
9.354218381870326994e+04	7.538236760517321595e-06	4.372022030078939162e+06	2.429319036839808886e+22	1.288860114670558277e+00	2.178207112558384062e-01	3.271886597353541593e-01	9.994317105100035681e-01
9.521257995832296729e+04	7.949215229602996116e-06	4.371921293797177263e+06	2.429234750541368446e+22	1.288830141404774920e+00	2.178156941859442641e-01	3.271845705868416387e-01	9.994317147976475857e-01
9.688297609794266464e+04	8.374860074204315221e-06	4.371818777179382741e+06	2.429148975639856729e+22	1.288799638421011862e+00	2.178105884481512378e-01	3.271804090731106340e-01	9.994317191611139517e-01
9.855337223756236199e+04	8.815427899062341626e-06	4.371714480362687260e+06	2.429061712303025763e+22	1.288768605760417962e+00	2.178053940492868379e-01	3.271761751946393182e-01	9.994317236003995575e-01
