# r[m]	M[Msun]	rho[g/cm^3]	P[N/m^2]	n_e[pm^-3]	n_p[pm^-3]	muF_e[MeV]	B
1.740884344291580874e+03	4.188135881826187085e-11	3.769269396636585239e+06	1.977654407312337325e+22	1.111166891549739688e+00	1.878002394676254183e-01	3.016096050661500327e-01	9.994611581091521479e-01
3.481768688583161747e+03	3.350507724449618052e-10	3.769267113339620642e+06	1.977652601215603914e+22	1.111166210116393493e+00	1.878001257459469553e-01	3.016095038024200203e-01	9.994611582170421782e-01
5.222653032874743076e+03	1.130795680042798792e-09	3.769263307847938035e+06	1.977649591058204669e+22	1.111165074395130015e+00	1.877999362099780079e-01	3.016093350295444009e-01	9.994611583986159342e-01
6.963537377166323495e+03	2.680402306378037197e-09	3.769257980166626628e+06	1.977645376845999872e+22	1.111163484387487577e+00	1.877996708599720954e-01	3.016090987475446572e-01	9.994611586538573178e-01
8.704421721457903914e+03	5.235155049564397609e-09	3.769251130302734207e+06	1.977639958587162126e+22	1.111161440095592035e+00	1.877993296962801040e-01	3.016087949564470461e-01	9.994611589827506748e-01
1.044530606574948433e+04	9.046335872186137873e-09	3.769242758265329991e+06	1.977633336292195225e+22	1.111158941522182531e+00	1.877989127193535890e-01	3.016084236562858178e-01	9.994611593852802400e-01
1.218619041004106475e+04	1.436522369243076975e-08	3.769232864065490197e+06	1.977625509973934578e+22	1.111155988670599282e+00	1.877984199297440815e-01	3.016079848471021063e-01	9.994611598614302483e-01
1.392707475433264517e+04	2.144309377523178614e-08	3.769221447716303635e+06	1.977616479647550983e+22	1.111152581544798901e+00	1.877978513281040318e-01	3.016074785289456495e-01	9.994611604111846015e-01
1.566795909862422559e+04	3.053121712342357643e-08	3.769208509232897311e+06	1.977606245330546432e+22	1.111148720149336855e+00	1.877972069151846446e-01	3.016069047018723470e-01	9.994611610345277564e-01
1.740884344291580783e+04	4.188085986891043946e-08	3.769194048632355873e+06	1.977594807042758305e+22	1.111144404489380344e+00	1.877964866918385711e-01	3.016062633659463144e-01	9.994611617314435037e-01
1.914972778720739007e+04	5.574328266385154620e-08	3.769178065933841746e+06	1.977582164806356016e+22	1.111139634570705859e+00	1.877956906590187158e-01	3.016055545212393829e-01	9.994611625019161893e-01
2.089061213149897230e+04	7.236974007186427572e-08	3.769160561158481985e+06	1.977568318645842267e+22	1.111134410399695183e+00	1.877948188177778199e-01	3.016047781678306006e-01	9.994611633459297151e-01
2.263149647579055454e+04	9.201147995924764016e-08	3.769141534329481889e+06	1.977553268588054315e+22	1.111128731983346496e+00	1.877938711692703211e-01	3.016039343058076194e-01	9.994611642634683157e-01
2.437238082008213678e+04	1.149197428862276398e-07	3.769120985471979715e+06	1.977537014662161446e+22	1.111122599329255278e+00	1.877928477147490227e-01	3.016030229352643088e-01	9.994611652545158931e-01
2.611326516437371902e+04	1.413457614982270101e-07	3.769098914613190573e+06	1.977519556899666657e+22	1.111116012445623635e+00	1.877917484555673144e-01	3.016020440563018101e-01	9.994611663190565709e-01
2.785414950866530125e+04	1.715407599171612798e-07	3.769075321782290004e+06	1.977500895334405820e+22	1.111108971341268736e+00	1.877905733931793386e-01	3.016009976690298688e-01	9.994611674570742510e-01
2.959503385295688349e+04	2.057559531327625623e-07	3.769050207010509912e+06	1.977481030002547674e+22	1.111101476025613044e+00	1.877893225291396850e-01	3.015998837735653915e-01	9.994611686685529461e-01
3.133591819724846573e+04	2.442425463939337880e-07	3.769023570331122726e+06	1.977459960942593416e+22	1.111093526508691864e+00	1.877879958651036962e-01	3.015987023700336112e-01	9.994611699534765581e-01
3.307680254154004797e+04	2.872517346001356792e-07	3.768995411779308692e+06	1.977437688195376690e+22	1.111085122801138247e+00	1.877865934028252748e-01	3.015974534585658673e-01	9.994611713118292107e-01
3.481768688583163021e+04	3.350347016928071033e-07	3.768965731392359361e+06	1.977414211804064435e+22	1.111076264914194534e+00	1.877851151441594924e-01	3.015961370393011598e-01	9.994611727435946946e-01
3.655857123012321244e+04	3.878426200468219552e-07	3.768934529209543020e+06	1.977389531814154784e+22	1.111066952859718127e+00	1.877835610910617570e-01	3.015947531123872039e-01	9.994611742487569117e-01
3.829945557441479468e+04	4.459266498619849223e-07	3.768901805272150785e+06	1.977363648273478740e+22	1.111057186650175721e+00	1.877819312455889789e-01	3.015933016779794307e-01	9.994611758272997637e-01
4.004033991870637692e+04	5.095379385545664794e-07	3.768867559623496141e+06	1.977336561232200178e+22	1.111046966298628202e+00	1.877802256098955458e-01	3.015917827362389891e-01	9.994611774792071524e-01
4.178122426299795916e+04	5.789276201488806573e-07	3.768831792308863252e+06	1.977308270742813331e+22	1.111036291818756183e+00	1.877784441862384579e-01	3.015901962873361319e-01	9.994611792044628684e-01
4.352210860728954140e+04	6.543468146689077581e-07	3.768794503375589382e+06	1.977278776860145300e+22	1.111025163224837575e+00	1.877765869769728035e-01	3.015885423314473845e-01	9.994611810030508137e-01
4.526299295158112363e+04	7.360466275299624391e-07	3.768755692872999236e+06	1.977248079641352287e+22	1.111013580531766909e+00	1.877746539845557561e-01	3.015868208687578766e-01	9.994611828749546678e-01
4.700387729587270587e+04	8.242781489304102369e-07	3.768715360852456652e+06	1.977216179145924621e+22	1.111001543755042675e+00	1.877726452115440758e-01	3.015850318994600099e-01	9.994611848201583326e-01
4.874476164016428811e+04	9.192924532434345950e-07	3.768673507367340848e+06	1.977183075435682149e+22	1.110989052910775987e+00	1.877705606605951649e-01	3.015831754237544016e-01	9.994611868386455988e-01
