R	M	log_10_P0
12835739.66501419	0.40154862559834986	21.5
11044878.285916897	0.4856649511588922	21.854166666666668
9625600.979089854	0.5790136870861985	22.208333333333332
8443417.14238378	0.6788520296761905	22.5625
7427831.69884987	0.7766640825496144	22.916666666666668
6521138.715960076	0.8774745924450523	23.270833333333332
5716288.605911231	0.9729458328030195	23.625
4996371.395414855	1.0593683771656834	23.979166666666668
4354137.613349267	1.1317505048631882	24.333333333333332
3773528.164036523	1.190029867968795	24.6875
3252835.9658321845	1.2373103317257337	25.041666666666668
2788782.9177184985	1.2748786324963337	25.395833333333332
2378668.961421901	1.304572410842465	25.75
2029435.6313662266	1.3128873506807177	26.104166666666668
1718129.3371679895	1.318419512428194	26.458333333333336
1443247.8765718148	1.321955883660223	26.8125
1204613.2829397093	1.328328821657965	27.166666666666668
1002448.9090345198	1.3330475741434427	27.520833333333336
832917.4865291606	1.3346934122931984	27.875
709834.424366972	1.3042442341438754	28.229166666666668
595310.0974898703	1.2577585571693792	28.583333333333336
495418.9609938973	1.2125907345463236	28.9375
407805.15711318614	1.167132645250056	29.291666666666668
325312.0085516301	1.147601971708803	29.645833333333336
265027.8091420678	1.1208071137517568	30.0
