R	M	log_10_P0
12059566.757677715	0.39945395842394704	21.5
10554089.644927384	0.4839521820725863	21.854166666666668
9306560.34400141	0.5775818890239088	22.208333333333332
8229367.355261491	0.6776377592069709	22.5625
7280007.644258453	0.7756233544786062	22.916666666666668
6418898.640658727	0.8765808233538847	23.270833333333332
5645484.040189806	0.9721754963361419	23.625
4945044.305638518	1.05870622519297	23.979166666666668
4318029.133689197	1.1311812290308878	24.333333333333332
3747483.8745608064	1.1895465462142245	24.6875
3234152.808833754	1.23690260536797	25.041666666666668
2775417.4761478887	1.2745366674685543	25.395833333333332
2368734.186523355	1.304286816277363	25.75
2022201.641294522	1.3126488188050165	26.104166666666668
1713008.2363120494	1.31822263228369	26.458333333333336
1439767.550117384	1.3217948108858038	26.8125
1202026.2932233177	1.3281985969318288	27.166666666666668
1000722.1727364647	1.3329417237327426	27.520833333333336
831717.317240214	1.3346071894503058	27.875
708928.1563499062	1.3041709900115437	28.229166666666668
594636.4520513916	1.2576998295698567	28.583333333333336
494928.44717113103	1.2125432807365675	28.9375
407457.91157749714	1.167094813446169	29.291666666666668
325076.01870139304	1.1475725768340017	29.645833333333336
264877.45297197957	1.1207837908281784	30.0
