r[m]	m[Msun]	rho[g/cm^3]	P[Pa]	ne[pm^-3]	np[pm^-3]	muF_e[MeV]	B
3425516.5456068674	0.8371603765443294	3032570.7693829546	1.3980016089718963e+22	0.8932407136471568	0.1511075634906986	0.2679754155987966	0.999432674508403
3426405.3667136673	0.8373598936782786	3028918.953310313	1.3954516519094959e+22	0.8921618343314011	0.15092567856127784	0.26779460502407343	0.999432674508403
3427294.187820467	0.8375592738446669	3025270.296666185	1.3929054819432798e+22	0.8910838923417289	0.15074395089802628	0.2676137330379138	0.999432674508403
3428183.008927267	0.8377585170290885	3021624.7977542547	1.3903630947083725e+22	0.8900068871715286	0.15056238041658834	0.26743279959686206	0.999432674508403
3429071.830034067	0.8379576232172529	3017982.4548782166	1.387824485843229e+22	0.8889308183141859	0.15038096703260737	0.2672518046573952	0.999432674508403
3429960.651140867	0.838156592394984	3014343.266341752	1.3852896509896373e+22	0.88785568526309	0.15019971066172697	0.2670707481759239	0.999432674508403
3430849.4722476667	0.8383554245482208	3010707.2304484867	1.3827585857927164e+22	0.8867814875116165	0.15001861121958754	0.2668896301087894	0.999432674508403
3431738.2933544666	0.8385541196630174	3007074.3455020525	1.380231285900918e+22	0.8857082245531439	0.14983766862182976	0.26670845041226615	0.999432674508403
3432627.1144612664	0.8387526777255424	3003444.6098060654	1.3777077469660249e+22	0.8846358958810531	0.14965688278409386	0.26652720904256133	0.999432674508403
3433515.9355680663	0.8389510990234145	2999818.0216640993	1.3751879608169216e+22	0.8835645009887112	0.1494762536220175	0.26634590595581203	0.999432674508403
3434404.756674866	0.8391493839142421	2996204.207317677	1.372671918405922e+22	0.8824964941978708	0.14929625294251567	0.2661705533860347	0.999432674508403
3435293.577781666	0.8393475323839776	2992594.060995061	1.3701596154135283e+22	0.8814295532381392	0.1491164344368362	0.26599548795526234	0.999432674508403
3436182.398888466	0.839545544417734	2988987.0237868167	1.3676510475356398e+22	0.8803635355175173	0.14893677070986108	0.265820362247147	0.999432674508403
3437071.219995266	0.8397434200007385	2985383.0940395845	1.365146210471443e+22	0.8792984405413251	0.14875726167935363	0.26564517621797457	0.999432674508403
3437960.0411020657	0.8399411591183327	2981782.270100011	1.3626450999234112e+22	0.8782342678148847	0.14857790726307654	0.2654699298239639	0.999432674508403
3438848.8622088656	0.8401387617559719	2978184.5503147	1.360147711597305e+22	0.8771710168435156	0.1483987073787918	0.26529462302126533	0.999432674508403
3439737.6833156655	0.8403362278992256	2974589.9330302607	1.3576540412021723e+22	0.8761086871325307	0.14821966194425942	0.2651192557659605	0.999432674508403
3440626.5044224653	0.8405335575337767	2970998.416593275	1.355164084450347e+22	0.8750472781872537	0.1480407708772408	0.26494382801406435	0.999432674508403
