R	M	log_10_P0
11009598.22930669	0.41428835652496204	21.5
9920332.13895397	0.502152337738439	21.854166666666668
8925886.8589527	0.5998641755541952	22.208333333333332
8026097.05382165	0.6936802656121481	22.5625
7140032.654512597	0.7989532520748152	22.916666666666668
6341107.279016396	0.9075531240739009	23.270833333333332
5610553.787767237	1.0116765210613432	23.625
4956272.106527092	1.0976492889451093	23.979166666666668
4331654.975070355	1.165863524812481	24.333333333333332
3752113.9704676005	1.2375912994606397	24.6875
3247919.3455694397	1.2962550347154327	25.041666666666668
2813007.780565229	1.3336509696256904	25.395833333333332
2420536.941351487	1.33741038265055	25.75
2038176.7027028697	1.358488912839023	26.104166666666668
1724786.7682807115	1.3779605491659168	26.458333333333336
1450208.5294806764	1.391171504657093	26.8125
1243972.4836248092	1.3752225236830025	27.166666666666668
1062256.7753580664	1.3204145254653443	27.520833333333336
880790.9059438109	1.2790466902190742	27.875
718670.5375333626	1.258265084391908	28.229166666666668
582414.5990961356	1.2534776697579368	28.583333333333336
474735.62813392025	1.2528222651623924	28.9375
392456.9044357324	1.2440844663790236	29.291666666666668
380887.61828245164	1.1370270026957896	29.645833333333336
362809.43842277833	0.9805758241630739	30.0
