R	M	log_10_P0	g_surf_(m/s^2)
21539426.150191523	0.03649924785812506	18.0	5221.845218444392
20797049.33396329	0.04264261643611749	18.20408163265306	6544.075186521581
20058824.741068497	0.04972839271780785	18.408163265306122	8203.530277440157
19327175.945100207	0.05789739773467289	18.612244897959183	10287.951579172053
18604230.854628365	0.06729531636200718	18.816326530612244	12905.275186006409
17891845.07572424	0.07808425855897264	19.020408163265305	16190.421109539806
17191624.025097746	0.09045873576703632	19.224489795918366	20315.170182003454
16503507.840656452	0.10460932922813732	19.428571428571427	25492.960232300637
15830319.416509768	0.12076644714859654	19.632653061224488	31986.568930445177
15170560.722687326	0.13915659441171183	19.836734693877553	40132.782183524294
14526704.030939855	0.16001652991614929	20.040816326530614	50330.0138968828
13896459.794140128	0.18359805073396127	20.244897959183675	63103.47503328288
13281212.808205452	0.21015161257238396	20.448979591836736	79076.50491825311
12680301.260981621	0.23989976786525882	20.653061224489797	99027.75243583237
12094193.231391612	0.2730650187755399	20.857142857142858	123906.4188006674
11522579.087314658	0.30981461391857246	21.06122448979592	154874.00106155025
10964647.388757413	0.35020126856737327	21.26530612244898	193329.4021246843
10420589.667208483	0.39424554000884354	21.46938775510204	240959.56404208695
9889476.545907537	0.44193370709098745	21.6734693877551	299891.1799176133
9371884.177142845	0.49295248893168575	21.877551020408163	372472.5409292684
8867341.262779424	0.5470242398755228	22.081632653061224	461690.65498158534
8376111.713691828	0.6035470356780993	22.285714285714285	570879.2474347485
7897643.737209013	0.6619595711862023	22.48979591836735	704270.2638995912
7432871.816061507	0.7215597707320321	22.693877551020407	866652.4576301096
6981834.709873218	0.7814886555906349	22.89795918367347	1063776.6062583195
6545331.843194812	0.8409305856585183	23.10204081632653	1302394.2093424283
6123998.315567483	0.8990514539348117	23.306122448979593	1590510.5128094426
5718027.7982877195	0.9550957248266726	23.510204081632654	1937985.5681858994
5328102.119003978	1.0083245671307266	23.714285714285715	2356258.401313929
4954685.659708521	1.0582333434289033	23.918367346938776	2859470.5943757836
4598054.849345915	1.1043999347027056	24.122448979591837	3464817.1981242676
4258535.622372046	1.146531461780044	24.3265306122449	4193053.1563827232
3936056.105939431	1.184565628482455	24.53061224489796	5070616.850879133
3630974.531802899	1.2185101164398646	24.73469387755102	6128617.056342399
3343225.1993798986	1.2483351674061212	24.93877551020408	7405103.635633676
3072122.9822414066	1.2743465957495703	25.142857142857142	8951346.501208652
2817845.1926244716	1.2967551603770067	25.346938775510203	10825386.811473083
2579928.5095819733	1.31582166526485	25.551020408163264	13101993.153335236
2357831.4612813788	1.3317793014155501	25.755102040816325	15874205.28491599
2150953.7753355517	1.345046510693907	25.95918367346939	19261169.289262496
1958858.5239378586	1.3558691482023617	26.163265306122447	23406323.776099276
1781017.0985218764	1.36451216423582	26.367346938775512	28488376.522074398
1616657.642175943	1.3713203936520404	26.57142857142857	34739510.670708954
1465176.1001355853	1.3764062807106505	26.775510204081634	42439533.243444875
1325930.9759221945	1.3800759022957354	26.979591836734695	51943862.75895449
1198188.9791084991	1.3824265904243334	27.183673469387756	63697030.575904705
1081354.6743495394	1.3836355028181577	27.387755102040817	78244023.62200177
974692.2057046711	1.3837258087623934	27.591836734693878	96272084.52938326
877436.8112580911	1.3829257336244702	27.79591836734694	118672714.1413583
789019.0618992327	1.3812646029281	28.0	146507754.16323748
