R	M	log_10_P0
10622767.718854208	0.3973673287813595	21.5
9638662.13629912	0.4831723514233262	21.854166666666668
8717422.8076165	0.5781410434264309	22.208333333333332
7856705.135955117	0.6797992128222743	22.5625
7045843.8763658535	0.779461778616301	22.916666666666668
6263315.917374065	0.8786891430493836	23.270833333333332
5552966.074313812	0.9768736513290353	23.625
4899331.116306468	1.0664253702338797	23.979166666666668
4302359.416100864	1.141122208379034	24.333333333333332
3750377.6845025527	1.2003575582246035	24.6875
3239561.0911227735	1.2437137943018035	25.041666666666668
2792959.618209314	1.286599572157789	25.395833333333332
2398183.6978297587	1.3226604119539849	25.75
2056563.0941351189	1.3329846774391947	26.104166666666668
1738613.7405917495	1.326960382879244	26.458333333333336
1461737.1108609785	1.3320588452673443	26.8125
1226787.4805087796	1.347563433222902	27.166666666666668
1025681.3610447164	1.355448508941833	27.520833333333336
855187.2944462821	1.3560448274917785	27.875
723881.5786314905	1.3044873179398306	28.229166666666668
599544.440246022	1.240544855008173	28.583333333333336
492557.63036109414	1.1871227972375598	28.9375
405721.68389905215	1.1604440601840071	29.291666666666668
326373.96287769673	1.1589594129767689	29.645833333333336
269488.3755213519	1.1486148661461113	30.0
