R	M	log_10_P0	g_surf_(m/s^2)
14139408.722967688	0.14973478821073496	20.0	49711.53113896794
13005898.98621847	0.19991573013333216	20.416666666666668	78443.50748181262
11886076.387926726	0.2623021665026829	20.833333333333332	123227.33081541127
10793345.02115184	0.33912548498724704	21.25	193205.06461240535
9739381.295867873	0.4311253540018177	21.666666666666668	301643.8964343753
8732635.996934911	0.5375889057069844	22.083333333333332	467833.2723527296
7771509.133585107	0.6532178845023501	22.5	717711.6642551016
6858582.371362587	0.7734924463804472	22.916666666666668	1091071.363448161
6001501.836331352	0.8917368890086877	23.333333333333332	1642618.4094467722
5208279.133154337	0.999231701643224	23.75	2443666.864434706
4478057.7353084665	1.0928767663190497	24.166666666666668	3614840.219944569
3816668.9085082086	1.1713580607653689	24.583333333333336	5332578.786987875
3230930.7223614384	1.2320611231971124	25.0	7825245.325384719
2714253.3581547397	1.2702035288502151	25.416666666666668	11428316.227657098
2256613.092170228	1.299166685641616	25.833333333333336	16905262.964323103
1861104.571506915	1.3212926491662396	26.25	25267145.581169304
1532791.406961951	1.3337581641446157	26.666666666666668	37584059.10726079
1257848.9051195867	1.3200818392702114	27.083333333333336	55208492.37305593
1016943.4441676493	1.3101468630415298	27.5	83768526.32834464
815301.3648529941	1.3050684979035645	27.916666666666668	129702679.48506567
650645.2585077616	1.3025002449851568	28.333333333333336	203013002.76811424
517819.0922335562	1.3002047742135496	28.75	319471943.8544039
435307.00353975483	1.2436087229507375	29.166666666666668	431938758.31330526
357347.6307213075	1.1522854798585105	29.583333333333336	593242128.5436597
283220.9057227433	1.0781584956906796	30.0	882126547.3132006
