R	M	log_10_P0
18422175.088690385	0.4386990927250875	21.5
14375839.453676151	0.5190237596131458	21.854166666666668
11742870.648313163	0.6093360653287533	22.208333333333332
9837050.648468377	0.7069921391311993	22.5625
8381493.077585651	0.8055371198479693	22.916666666666668
7191255.731250441	0.9032444803061822	23.270833333333332
6192095.287559202	0.9971808138820786	23.625
5336413.365183089	1.082835348150447	23.979166666666668
4610984.723384108	1.1487359972345663	24.333333333333332
3956995.714343238	1.206271972012099	24.6875
3387551.361031393	1.2524576191464083	25.041666666666668
2892782.759939806	1.2886558140482653	25.395833333333332
2473758.9497365537	1.296958556042244	25.75
2091225.9632287035	1.3044461533850753	26.104166666666668
1750648.3276032086	1.3172128111774015	26.458333333333336
1463042.23328139	1.3264701610647818	26.8125
1236026.7294958923	1.3249928909245534	27.166666666666668
1061000.967141299	1.2716234300143825	27.520833333333336
880790.9059438109	1.2268338580515885	27.875
714818.8984608334	1.2033187818074031	28.229166666666668
576448.0252124673	1.2047937210858044	28.583333333333336
468767.70995693083	1.2075131667526418	28.9375
406693.97139898135	1.1676490180462746	29.291666666666668
387259.34423885157	1.0513344385505117	29.645833333333336
367119.6486319742	0.913736241852814	30.0
