R	M	log_10_P0	g_surf_(m/s^2)
17166231.872936502	0.15287109240085392	20.0	34432.97171752277
14845289.458100902	0.2024548286473707	20.416666666666668	60973.87744507683
13028096.84307286	0.2644036053862277	20.833333333333332	103392.70300726197
11512490.708822014	0.340898559477634	21.25	170710.05414675808
10197243.411858989	0.4326434570134123	21.666666666666668	276134.4823626581
9027131.86600945	0.5389058686174832	22.083333333333332	438881.4786668971
7964097.552347381	0.6543656027370911	22.5	684624.4493789589
6985296.12424792	0.7744902265593273	22.916666666666668	1053208.9443651354
6085982.0528945355	0.8925996833574164	23.333333333333332	1598886.732861451
5265576.570000914	0.9999724101358914	23.75	2392560.6274174885
4516899.0353841875	1.0935045755092379	24.166666666666668	3555000.3194467924
3843399.791649428	1.171883703227394	24.583333333333336	5261051.340864925
3249026.205212361	1.23249849148398	25.0	7741115.062476478
2726912.8407802326	1.2705618942628258	25.416666666666668	11325715.19217145
2265062.9085825365	1.2994564972811489	25.833333333333336	16783211.440013755
1866977.622398767	1.3215247636589145	26.25	25112994.852151148
1536856.6765162805	1.3339455277021066	26.666666666666668	37390981.76628196
1260517.4975802174	1.3202306133027466	27.083333333333336	54981518.79522434
1018677.0220294611	1.3102624606030486	27.5	83491536.1719723
816547.4833764595	1.3051596253036704	27.916666666666668	129317031.43540046
651415.1390088801	1.302571861074255	28.333333333333336	202545914.94196945
518309.60605632246	1.300261236874958	28.75	318883550.18219554
435654.24907544383	1.2436548637377556	29.166666666666668	431269254.72358376
357583.6205715445	1.1523209431075374	29.583333333333336	592481177.2303424
283421.3806161943	1.0781852132798189	30.0	880907731.8723431
