R	M	log_10_P0	g_surf_(m/s^2)
585653857.1657232	1.7020900201813265	20.0	329.3876349170477
173442571.8617596	0.2902500629082489	20.416666666666668	640.426474910816
43217316.93831685	0.2969217737343085	20.833333333333332	10551.838623882017
23510058.273349885	0.36252811505179816	21.25	43533.642751317355
16176922.646702958	0.44816044700251206	21.666666666666668	113662.36124045991
12347711.70297066	0.5505963903220193	22.083333333333332	239670.0115946474
9937184.783784404	0.6634872555548037	22.5	445893.04225365876
8208324.435324703	0.7817787703262387	22.916666666666668	769951.1062891068
6868105.348173044	0.8985198758824494	23.333333333333332	1263852.60409696
5777780.929690008	1.0048280967438827	23.75	1996902.951426578
4857620.819592727	1.0974814229287766	24.166666666666668	3085108.98355774
4071447.638447958	1.175133600588723	24.583333333333336	4701425.8547504395
3403724.842918289	1.2351552027046186	25.0	7068989.5445603365
2832107.1130730184	1.2727112217645629	25.416666666666668	10518264.952997966
2335990.1554373703	1.3011764931225835	25.833333333333336	15801178.866378095
1914397.0703403868	1.3228946144889833	26.25	23910257.569219932
1568824.4780116903	1.3350470131616794	26.666666666666668	35914117.64529761
1282337.1653465508	1.3211018425817553	27.083333333333336	53164115.251662455
1033079.0534968211	1.3109419480325697	27.5	81226130.96885087
825836.730551383	1.305687950195148	27.916666666666668	126481888.70480941
657381.7128925484	1.3029824777345222	28.333333333333336	198958934.03736505
522070.21203086374	1.3005802026774016	28.75	314399534.0003245
438432.2133609558	1.2439217164388177	29.166666666666668	425934959.2232652
359648.53176111856	1.152528595737283	29.583333333333336	585834144.7064444
284774.5861469883	1.0783408058834871	30.0	872727369.4165522
