x	chi	dchidx	s0
0.00034646933657207714	0.0	1.0418043949027833	1.0418043949027833
0.021946607524491006	0.022503092637262228	1.04180083582966	1.0418043949027833
0.04354674571240993	0.04500603540475559	1.0417905205194886	1.0418043949027833
0.06514688390032886	0.0675086824304097	1.0417734524071742	1.0418043949027833
0.08674702208824778	0.09001088785470755	1.0417496319159611	1.0418043949027833
0.10834716027616671	0.1125125058252265	1.0417190590348988	1.0418043949027833
0.12994729846408565	0.13501338999836915	1.0416817335806825	1.0418043949027833
0.1515474366520046	0.15751339409847437	1.0416376554778644	1.0418043949027833
0.1731475748399235	0.18001237245401353	1.04158682449948	1.0418043949027833
0.1947477130278424	0.20251017937127108	1.0415292403872307	1.0418043949027833
0.21634785121576136	0.22500666913391626	1.04146490285162	1.0418043949027833
0.23794798940368028	0.24750169600300292	1.0413938115719532	1.0418043949027833
0.2595481275915992	0.2699951142169698	1.0413159661963383	1.0418043949027833
0.2811482657795181	0.29248677799164036	1.0412313663416852	1.0418043949027833
0.3027484039674371	0.3149765415202227	1.041140011593706	1.0418043949027833
0.32434854215535597	0.3374642589733096	1.041041901506915	1.0418043949027833
0.3459486803432749	0.35994978449887904	1.040937035604629	1.0418043949027833
0.3675488185311938	0.3824329722222932	1.0408254133789667	1.0418043949027833
0.38914895671911276	0.40491367624629937	1.0407070342908493	1.0418043949027833
0.4107490949070317	0.4273917506510294	1.0405818977699999	1.0418043949027833
0.4323492330949506	0.4498670494939999	1.0404500032149437	1.0418043949027833
0.45394937128286955	0.4723394268101123	1.0403113499930086	1.0418043949027833
0.47554950947078845	0.4948087366116527	1.0401659374403243	1.0418043949027833
0.49714964765870734	0.5172748328882919	1.0400137648618228	1.0418043949027833
0.5187497858466262	0.5397375696070857	1.0398548315312388	1.0418043949027833
0.5403499240345452	0.5621968007124746	1.039689136691108	1.0418043949027833
0.5619500622224641	0.5846523801262833	1.0395166795527697	1.0418043949027833
0.583550200410383	0.6071041617477219	1.0393374592963645	1.0418043949027833
0.605150338598302	0.6295519994533849	1.0391514750708355	1.0418043949027833
0.626750476786221	0.6519957470972519	1.038958725993928	1.0418043949027833
0.6483506149741398	0.6744352585106868	1.0387592111521895	1.0418043949027833
0.6699507531620588	0.6968703875024386	1.0385529296009695	1.0418043949027833
0.6915508913499777	0.7193009878586405	1.0383398803644202	1.0418043949027833
0.7131510295378966	0.7417269133428112	1.0381200624354956	1.0418043949027833
0.7347511677258155	0.7641480176958537	1.0378934747759518	1.0418043949027833
0.7563513059137345	0.7865641546360558	1.0376601163163477	1.0418043949027833
0.7779514441016533	0.8089751778590901	1.0374199859560438	1.0418043949027833
0.7995515822895723	0.831380941038014	1.0371730825632028	1.0418043949027833
