xWS	rho[g/cm^3]	n_e[pm^-3]	P[N/m^2]	mu_F_e[MeV]
1.00000e-03	1.69648e+24	1.20788e+07	7.67066e+31	1.39557e+02
1.09704e-03	1.28493e+24	1.20788e+07	7.45374e+31	1.39557e+02
1.20350e-03	9.73213e+23	1.20788e+07	7.28944e+31	1.39557e+02
1.32029e-03	7.37119e+23	1.20788e+07	7.16500e+31	1.39557e+02
1.44842e-03	5.58299e+23	1.20788e+07	7.07075e+31	1.39557e+02
1.58898e-03	4.22860e+23	1.20788e+07	6.99936e+31	1.39557e+02
1.74317e-03	3.20277e+23	1.20788e+07	6.94529e+31	1.39557e+02
1.91234e-03	2.42581e+23	1.20788e+07	6.90434e+31	1.39557e+02
2.09791e-03	1.83732e+23	1.20788e+07	6.87332e+31	1.39557e+02
2.30150e-03	1.39160e+23	1.20788e+07	6.84983e+31	1.39557e+02
2.52484e-03	1.05401e+23	1.20788e+07	6.83203e+31	1.39557e+02
2.76986e-03	7.98315e+22	1.20788e+07	6.81856e+31	1.39557e+02
3.03866e-03	6.04650e+22	1.20788e+07	6.80835e+31	1.39557e+02
3.33354e-03	4.57966e+22	1.20788e+07	6.80062e+31	1.39557e+02
3.65703e-03	3.46867e+22	1.20788e+07	6.79476e+31	1.39557e+02
4.01192e-03	2.62720e+22	1.20788e+07	6.79032e+31	1.39557e+02
4.40124e-03	1.98986e+22	1.20788e+07	6.78697e+31	1.39557e+02
4.82835e-03	1.50713e+22	1.20788e+07	6.78442e+31	1.39557e+02
5.29691e-03	1.14152e+22	1.20788e+07	6.78249e+31	1.39557e+02
5.81093e-03	8.64592e+21	1.20788e+07	6.78103e+31	1.39557e+02
6.37484e-03	6.54849e+21	1.20788e+07	6.77993e+31	1.39557e+02
6.99347e-03	4.95987e+21	1.20788e+07	6.77909e+31	1.39557e+02
7.67213e-03	3.75664e+21	1.20788e+07	6.77845e+31	1.39557e+02
8.41666e-03	2.84531e+21	1.20788e+07	6.77797e+31	1.39557e+02
9.23343e-03	2.15506e+21	1.20788e+07	6.77761e+31	1.39557e+02
1.01295e-02	1.63226e+21	1.20788e+07	6.77733e+31	1.39557e+02
1.11125e-02	1.23628e+21	1.20788e+07	6.77712e+31	1.39557e+02
1.21908e-02	9.36372e+20	1.20788e+07	6.77696e+31	1.39557e+02
1.33739e-02	7.09215e+20	1.20788e+07	6.77684e+31	1.39557e+02
1.46717e-02	5.37165e+20	1.20788e+07	6.77675e+31	1.39557e+02
1.60955e-02	4.06853e+20	1.20788e+07	6.77668e+31	1.39557e+02
1.76574e-02	3.08153e+20	1.20788e+07	6.77662e+31	1.39557e+02
1.93709e-02	2.33398e+20	1.20788e+07	6.77658e+31	1.39557e+02
