R	M	log_10_P0	g_surf_(m/s^2)
14860320.128810951	0.1505213979938489	20.0	45241.75341175615
13462545.808704363	0.20060084832081318	20.416666666666668	73463.18797467
12176113.32891622	0.2629019515628008	20.833333333333332	117695.33671883802
10979676.13080514	0.3396532924993625	21.25	186993.96499280236
9861041.800974084	0.431591563346678	21.666666666666668	294565.3796446848
8811538.663743561	0.5380029878017549	22.083333333333332	459846.99830011284
7823432.481780818	0.6535847404019974	22.5	708615.3293181283
6892265.774028309	0.7738145137555555	22.916666666666668	1080884.4889768756
6024665.766679321	0.8920176059771147	23.333333333333332	1630527.1051985256
5223905.706839767	0.9994741766717055	23.75	2429662.194250994
4488382.63786024	1.0930825214333628	24.166666666666668	3598911.3911310052
3824186.9693916766	1.1715308774866462	24.583333333333336	5312424.928642431
3235898.1098107114	1.2322053445252377	25.0	7802164.557788582
2717870.353190595	1.2703229150776323	25.416666666666668	11399009.222742567
2258917.587555403	1.2992632192857854	25.833333333333336	16872068.605326932
1862627.2143307284	1.3213695542819335	26.25	25227360.689020663
1533900.1168404045	1.3338200521788504	26.666666666666668	37531553.745091386
1258633.7852550664	1.3201308978574973	27.083333333333336	55141807.89271115
1017343.5005972981	1.3101846623000635	27.5	83705189.07325816
815641.2153593937	1.305098425197311	27.916666666666668	129597830.69268309
650933.9636956811	1.3025232795647959	28.333333333333336	202837061.1381081
517900.8445373506	1.3002227465192098	28.75	319375850.80489826
435376.45264689263	1.243623155629021	29.166666666666668	431806522.6873274
357406.62818386673	1.152296648766478	29.583333333333336	593052925.107663
283271.02444610605	1.078167175641158	30.0	881823221.2481843
