R	M	log_10_P0
29454380.295872495	0.48281405370196234	21.5
20113798.82594049	0.5446276013393536	21.854166666666668
15007598.965326158	0.6260583027353183	22.208333333333332
11849734.618029226	0.7188692759340991	22.5625
9706676.859011365	0.812297956175921	22.916666666666668
8070298.11780878	0.9066263313840562	23.270833333333332
6804790.7962685935	1.0006647837762754	23.625
5783921.429170528	1.0869088175868613	23.979166666666668
4938686.208600975	1.1590435711659322	24.333333333333332
4213966.037170309	1.2167721425010225	24.6875
3576349.579120795	1.2575266269187193	25.041666666666668
3037296.5969220246	1.2984222619643484	25.395833333333332
2574880.765668181	1.332411069212206	25.75
2187980.5804378227	1.3423910506891696	26.104166666666668
1835146.491726219	1.3346911735320395	26.458333333333336
1531343.6399495949	1.3390911330601922	26.8125
1276125.0700999612	1.3531274242508236	27.166666666666668
1060373.0630329154	1.3600902450824723	27.520833333333336
879324.0323684317	1.3585748597383343	27.875
741553.8049642718	1.3040357293213094	28.229166666666668
614075.9347046334	1.246364340269391	28.583333333333336
505556.24666439986	1.1973732798965586	28.9375
415583.4571126197	1.1682491902751913	29.291666666666668
333335.66345968924	1.1657531133472145	29.645833333333336
274349.8916875379	1.153745117428517	30.0
