R	M	log_10_P0
11255763.099594634	0.3955411547718926	21.5
10022757.594464825	0.4802767551642956	21.854166666666668
8949452.360408096	0.573813111276342	22.208333333333332
7984519.037618047	0.6731507357016074	22.5625
7106020.040181829	0.775282516187912	22.916666666666668
6301100.293028912	0.8759914948628517	23.270833333333332
5564294.80482924	0.969882052121803	23.625
4888103.315417894	1.0536935195031425	23.979166666666668
4269657.3967860835	1.1272063707488762	24.333333333333332
3709285.5833297553	1.189359900883803	24.6875
3211044.6935988534	1.2372596576429635	25.041666666666668
2763722.714773605	1.26918537751133	25.395833333333332
2360928.291960212	1.2944863359904113	25.75
2005322.3311272112	1.3147014561311874	26.104166666666668
1695084.3833162594	1.3304590221735895	26.458333333333336
1440420.1113275897	1.3293529896251846	26.8125
1211450.3271901726	1.3178927087783836	27.166666666666668
1009355.8542267404	1.309994488155699	27.520833333333336
836251.290109568	1.3055854474660358	27.875
690349.6620000592	1.303171404734751	28.229166666666668
568652.9851386426	1.3013143086340389	28.583333333333336
475880.1603870415	1.2881053092443802	28.9375
412944.3910413833	1.2154373912728347	29.291666666666668
346256.10776016687	1.1399471859418409	29.645833333333336
283621.85550964525	1.0782050002321906	30.0
