xWS	rho[g/cm^3]	n_e[pm^-3]	P[N/m^2]	mu_F_e[MeV]
1.00000e-03	5.65447e+23	1.20788e+07	6.99190e+37	1.39557e+02
1.02332e-03	5.27661e+23	1.20788e+07	6.52466e+37	1.39557e+02
1.04719e-03	4.92399e+23	1.20788e+07	6.08864e+37	1.39557e+02
1.07161e-03	4.59494e+23	1.20788e+07	5.68176e+37	1.39557e+02
1.09660e-03	4.28787e+23	1.20788e+07	5.30207e+37	1.39557e+02
1.12218e-03	4.00133e+23	1.20788e+07	4.94775e+37	1.39557e+02
1.14835e-03	3.73394e+23	1.20788e+07	4.61711e+37	1.39557e+02
1.17513e-03	3.48441e+23	1.20788e+07	4.30857e+37	1.39557e+02
1.20254e-03	3.25156e+23	1.20788e+07	4.02064e+37	1.39557e+02
1.23059e-03	3.03427e+23	1.20788e+07	3.75196e+37	1.39557e+02
1.25929e-03	2.83150e+23	1.20788e+07	3.50123e+37	1.39557e+02
1.28866e-03	2.64228e+23	1.20788e+07	3.26725e+37	1.39557e+02
1.31871e-03	2.46571e+23	1.20788e+07	3.04891e+37	1.39557e+02
1.34947e-03	2.30093e+23	1.20788e+07	2.84517e+37	1.39557e+02
1.38094e-03	2.14717e+23	1.20788e+07	2.65504e+37	1.39557e+02
1.41315e-03	2.00368e+23	1.20788e+07	2.47761e+37	1.39557e+02
1.44611e-03	1.86978e+23	1.20788e+07	2.31204e+37	1.39557e+02
1.47983e-03	1.74483e+23	1.20788e+07	2.15754e+37	1.39557e+02
1.51435e-03	1.62823e+23	1.20788e+07	2.01336e+37	1.39557e+02
1.54966e-03	1.51942e+23	1.20788e+07	1.87881e+37	1.39557e+02
1.58581e-03	1.41789e+23	1.20788e+07	1.75326e+37	1.39557e+02
1.62279e-03	1.32313e+23	1.20788e+07	1.63609e+37	1.39557e+02
1.66064e-03	1.23471e+23	1.20788e+07	1.52676e+37	1.39557e+02
1.69937e-03	1.15220e+23	1.20788e+07	1.42473e+37	1.39557e+02
1.73900e-03	1.07520e+23	1.20788e+07	1.32952e+37	1.39557e+02
1.77956e-03	1.00335e+23	1.20788e+07	1.24068e+37	1.39557e+02
1.82106e-03	9.36302e+22	1.20788e+07	1.15777e+37	1.39557e+02
1.86354e-03	8.73732e+22	1.20788e+07	1.08040e+37	1.39557e+02
1.90700e-03	8.15344e+22	1.20788e+07	1.00820e+37	1.39557e+02
1.95147e-03	7.60858e+22	1.20788e+07	9.40826e+36	1.39557e+02
