xWS	rho[g/cm^3]	n_e[pm^-3]	P[N/m^2]	mu_F_e[MeV]
1.00000e-03	5.65446e+23	1.20788e+07	1.16639e+36	1.39557e+02
1.12291e-03	3.99353e+23	1.20788e+07	8.23793e+35	1.39557e+02
1.26093e-03	2.82048e+23	1.20788e+07	5.81833e+35	1.39557e+02
1.41591e-03	1.99199e+23	1.20788e+07	4.10946e+35	1.39557e+02
1.58993e-03	1.40687e+23	1.20788e+07	2.90256e+35	1.39557e+02
1.78535e-03	9.93617e+22	1.20788e+07	2.05016e+35	1.39557e+02
2.00479e-03	7.01753e+22	1.20788e+07	1.44815e+35	1.39557e+02
2.25120e-03	4.95621e+22	1.20788e+07	1.02297e+35	1.39557e+02
2.52789e-03	3.50038e+22	1.20788e+07	7.22684e+34	1.39557e+02
2.83860e-03	2.47219e+22	1.20788e+07	5.10603e+34	1.39557e+02
3.18749e-03	1.74601e+22	1.20788e+07	3.60818e+34	1.39557e+02
3.57926e-03	1.23314e+22	1.20788e+07	2.55031e+34	1.39557e+02
4.01918e-03	8.70919e+21	1.20788e+07	1.80318e+34	1.39557e+02
4.51318e-03	6.15096e+21	1.20788e+07	1.27551e+34	1.39557e+02
5.06789e-03	4.34419e+21	1.20788e+07	9.02831e+33	1.39557e+02
5.69079e-03	3.06813e+21	1.20788e+07	6.39625e+33	1.39557e+02
6.39024e-03	2.16690e+21	1.20788e+07	4.53733e+33	1.39557e+02
7.17566e-03	1.53040e+21	1.20788e+07	3.22445e+33	1.39557e+02
8.05762e-03	1.08086e+21	1.20788e+07	2.29721e+33	1.39557e+02
9.04798e-03	7.63372e+20	1.20788e+07	1.64233e+33	1.39557e+02
1.01601e-02	5.39140e+20	1.20788e+07	1.17982e+33	1.39557e+02
1.14088e-02	3.80774e+20	1.20788e+07	8.53168e+32	1.39557e+02
1.28111e-02	2.68926e+20	1.20788e+07	6.22465e+32	1.39557e+02
1.43857e-02	1.89932e+20	1.20788e+07	4.59528e+32	1.39557e+02
1.61538e-02	1.34142e+20	1.20788e+07	3.44452e+32	1.39557e+02
1.81393e-02	9.47391e+19	1.20788e+07	2.63178e+32	1.39557e+02
2.03688e-02	6.69106e+19	1.20788e+07	2.05778e+32	1.39557e+02
2.28723e-02	4.72564e+19	1.20788e+07	1.65238e+32	1.39556e+02
2.56836e-02	3.33754e+19	1.20788e+07	1.36606e+32	1.39556e+02
2.88403e-02	2.35717e+19	1.20787e+07	1.16384e+32	1.39556e+02
3.23851e-02	1.66478e+19	1.20787e+07	1.02103e+32	1.39556e+02
3.63655e-02	1.17577e+19	1.20787e+07	9.20159e+31	1.39556e+02
4.08352e-02	8.30401e+18	1.20787e+07	8.48919e+31	1.39556e+02
4.58542e-02	5.86481e+18	1.20786e+07	7.98604e+31	1.39556e+02
5.14901e-02	4.14209e+18	1.20786e+07	7.63067e+31	1.39556e+02
5.78188e-02	2.92540e+18	1.20785e+07	7.37966e+31	1.39555e+02
6.49253e-02	2.06610e+18	1.20784e+07	7.20236e+31	1.39555e+02
7.29052e-02	1.45920e+18	1.20783e+07	7.07711e+31	1.39555e+02
8.18660e-02	1.03058e+18	1.20782e+07	6.98860e+31	1.39554e+02
9.19281e-02	7.27860e+17	1.20781e+07	6.92604e+31	1.39554e+02
1.03227e-01	5.14060e+17	1.20779e+07	6.88180e+31	1.39553e+02
1.15915e-01	3.63062e+17	1.20776e+07	6.85047e+31	1.39552e+02
1.30162e-01	2.56417e+17	1.20773e+07	6.82823e+31	1.39551e+02
1.46160e-01	1.81098e+17	1.20769e+07	6.81240e+31	1.39549e+02
1.64124e-01	1.27903e+17	1.20764e+07	6.80106e+31	1.39547e+02
1.84297e-01	9.03338e+16	1.20758e+07	6.79284e+31	1.39545e+02
2.06948e-01	6.38000e+16	1.20750e+07	6.78677e+31	1.39542e+02
2.32384e-01	4.50601e+16	1.20740e+07	6.78216e+31	1.39538e+02
2.60947e-01	3.18256e+16	1.50156e+07	9.06449e+31	1.50095e+02
2.93020e-01	2.24952e+16	6.22505e+07	6.03299e+32	2.41430e+02
3.29034e-01	1.58934e+16	6.22498e+07	6.03276e+32	2.41429e+02
3.69476e-01	1.12308e+16	6.22489e+07	6.03254e+32	2.41427e+02
4.14888e-01	7.93776e+15	6.22477e+07	6.03233e+32	2.41426e+02
4.65882e-01	5.61203e+15	6.22463e+07	6.03210e+32	2.41424e+02
5.23143e-01	3.96946e+15	6.22445e+07	6.03183e+32	2.41422e+02
5.87443e-01	2.80937e+15	6.22422e+07	6.03151e+32	2.41419e+02
6.59645e-01	1.99005e+15	6.22393e+07	6.03112e+32	2.41415e+02
7.40722e-01	1.41139e+15	6.22357e+07	6.03064e+32	2.41410e+02
8.31764e-01	1.00270e+15	6.22311e+07	6.03004e+32	2.41404e+02
9.33996e-01	7.14066e+14	6.22253e+07	6.02929e+32	2.41397e+02
1.04879e+00	5.12415e+14	6.72846e+07	6.69160e+32	2.47783e+02
1.17770e+00	3.68440e+14	6.72821e+07	6.69126e+32	2.47780e+02
1.32245e+00	2.66756e+14	6.72789e+07	6.69084e+32	2.47776e+02
1.48499e+00	1.85596e+14	4.46964e+07	3.87857e+32	2.16136e+02
1.66751e+00	1.30164e+14	3.17965e+07	2.46309e+32	1.92888e+02
1.87247e+00	9.14319e+13	2.28966e+07	1.58977e+32	1.72837e+02
2.10261e+00	6.42588e+13	1.65103e+07	1.02797e+32	1.54935e+02
2.36104e+00	4.51771e+13	1.18995e+07	6.64272e+31	1.38860e+02
2.65124e+00	3.17713e+13	8.56802e+06	4.28691e+31	1.24407e+02
2.97710e+00	2.23496e+13	6.16154e+06	2.76198e+31	1.11406e+02
3.34301e+00	1.57260e+13	4.42461e+06	1.77610e+31	9.97097e+01
3.75390e+00	1.10680e+13	3.17238e+06	1.13975e+31	8.91897e+01
4.21529e+00	7.68692e+12	1.48769e+06	4.15246e+30	6.91799e+01
4.73339e+00	5.41788e+12	1.04784e+06	2.60220e+30	6.14958e+01
5.31517e+00	3.81971e+12	7.40373e+05	1.63761e+30	5.47174e+01
5.96846e+00	2.69351e+12	5.23378e+05	1.03122e+30	4.86879e+01
6.70204e+00	1.89967e+12	3.69963e+05	6.49331e+29	4.33161e+01
7.52578e+00	1.33999e+12	2.61482e+05	4.08785e+29	3.85291e+01
8.45078e+00	9.45328e+11	1.84784e+05	2.57300e+29	3.42636e+01
9.48946e+00	6.68497e+11	1.57678e+05	2.08244e+29	3.24730e+01
1.06558e+01	4.72743e+11	1.33123e+05	1.66164e+29	3.06638e+01
1.19655e+01	3.33494e+11	9.49371e+04	1.05864e+29	2.73424e+01
1.34362e+01	2.35237e+11	6.65334e+04	6.58944e+28	2.42309e+01
1.50876e+01	1.65987e+11	4.74723e+04	4.20085e+28	2.15990e+01
1.69420e+01	1.17113e+11	3.32869e+04	2.61649e+28	1.91331e+01
1.90244e+01	8.26402e+10	2.33550e+04	1.63099e+28	1.69461e+01
2.13627e+01	5.83207e+10	1.63904e+04	1.01695e+28	1.50043e+01
2.39883e+01	4.11618e+10	1.15047e+04	6.34194e+27	1.32796e+01
2.69367e+01	2.90539e+10	8.08735e+03	3.96256e+27	1.17532e+01
3.02475e+01	2.05087e+10	5.67220e+03	2.46815e+27	1.03880e+01
3.39652e+01	1.44778e+10	3.98280e+03	1.53947e+27	9.17908e+00
3.81399e+01	1.02223e+10	2.90039e+03	1.00798e+27	8.20985e+00
4.28276e+01	7.21862e+09	2.17104e+03	6.84579e+26	7.41015e+00
4.80916e+01	5.09638e+09	1.52467e+03	4.26878e+26	6.53374e+00
5.40025e+01	3.59825e+09	1.07297e+03	2.66851e+26	5.75951e+00
6.06399e+01	2.54060e+09	7.55304e+02	1.66822e+26	5.07191e+00
6.80932e+01	1.79400e+09	5.46957e+02	1.08275e+26	4.50751e+00
7.64625e+01	1.26668e+09	3.73645e+02	6.49592e+25	3.91549e+00
8.58604e+01	8.94436e+08	2.63457e+02	4.06340e+25	3.43570e+00
9.64135e+01	6.31576e+08	1.81431e+02	2.46033e+25	2.98250e+00
1.08264e+02	4.46027e+08	1.35039e+02	1.65252e+25	2.66235e+00
