R	M	log_10_P0
14496096.596242055	0.15218905680923087	20.0
13251293.306713225	0.20144913422246377	20.416666666666668
12056473.090758054	0.2634501450371358	20.833333333333332
10914999.216710607	0.3401385877035757	21.25
9808714.70200367	0.43098227965860086	21.666666666666668
8782644.729419267	0.5380190522571315	22.083333333333332
7808327.507760247	0.6538067492527898	22.5
6885849.887806267	0.7741535523405725	22.916666666666668
6023303.182541206	0.892789138254137	23.333333333333332
5219275.610932973	0.9987267894840994	23.75
4485924.327728866	1.0928345406498172	24.166666666666668
3824604.639440758	1.1724724734566734	24.583333333333336
3239091.4303138154	1.2339106581340693	25.0
2718774.6019495586	1.2700115204900382	25.416666666666668
2258405.4774698084	1.298371477923467	25.833333333333336
1865019.9387681496	1.3236547992912453	26.25
1537780.6014149918	1.3369030836971645	26.666666666666668
1258476.8092279704	1.317259567739703	27.083333333333336
1013876.3448736744	1.3029819161958935	27.5
816094.3493679266	1.3097167000259173	27.916666666666668
654013.485700155	1.3119382968333626	28.333333333333336
522315.46894224687	1.3112361697103965	28.75
437251.5785396132	1.238416557882439	29.166666666666668
354515.75251846306	1.1290004534422704	29.583333333333336
277156.54019585147	1.0544061744909787	30.0
