R	M	log_10_P0
14038933.265707303	0.4045904195691799	21.5
11774659.656431736	0.48809302735915533	21.854166666666668
10089660.084673045	0.5810024207785853	22.208333333333332
8748322.594543725	0.6805125309458583	22.5625
7634523.739783002	0.7780699233579944	22.916666666666668
6662274.472082591	0.8786692079146955	23.270833333333332
5814470.937044939	0.973967091296258	23.625
5064540.186524053	1.060241264866573	23.979166666666668
4403190.6423214385	1.1324970480676788	24.333333333333332
3808253.8833374786	1.1906618342517847	24.6875
3278402.3911984577	1.237842805501766	25.041666666666668
2806742.7298290054	1.2753236787386275	25.395833333333332
2391797.0568235507	1.3049425233348142	25.75
2039080.9514618327	1.313196263454645	26.104166666666668
1724786.7682807115	1.3186748471105008	26.458333333333336
1448033.3254466571	1.3221646465415307	26.8125
1207939.4125750698	1.3284989501365323	27.166666666666668
1004803.5494409587	1.3331862464041144	27.520833333333336
834517.7122477562	1.3348061587518012	27.875
711080.5428904373	1.304340025835462	28.229166666666668
596176.2130536286	1.2578373319437008	28.583333333333336
495991.2271204579	1.2126543030028154	28.9375
408221.85175601294	1.1671828673602695	29.291666666666668
325606.99586442637	1.147640540876419	29.645833333333336
265228.28403551877	1.1208376375906774	30.0
