R	M	log_10_P0	g_surf_(m/s^2)
10132949.86470983	0.39234969753644305	21.5	253607.6595856501
9263102.13275932	0.47751595617972786	21.854166666666668	369334.05316691304
8427385.866627006	0.5713929544584997	22.208333333333332	533915.6330509203
7622636.303994088	0.6710222896377454	22.5625	766344.6075590731
6852233.610175325	0.7734092721562674	22.916666666666668	1092976.2688959122
6122180.161251551	0.8743447922791843	23.270833333333332	1547739.1260406852
5436846.586530676	0.9684389297515538	23.625	2173501.80629027
4795874.950976038	1.0524399775674183	23.979166666666668	3035222.363029459
4202890.774018406	1.1261253743390134	24.333333333333332	4228215.897225802
3661248.338296767	1.1884342987989585	24.6875	5879097.555371834
3176136.689733365	1.2364691405482364	25.041666666666668	8126352.929167807
2738244.84177963	1.2685196724398693	25.395833333333332	11214202.903215177
2342477.9957200554	1.2939306671441513	25.75	15626482.1604008
1992060.0159957528	1.3142402808577993	26.104166666666668	21939827.186187036
1685610.3467327703	1.3300777216528392	26.458333333333336	30999851.670046598
1433459.458418728	1.3290338449996522	26.8125	42813880.4337994
1206461.1327371318	1.3176312885346013	27.166666666666668	59892755.50791372
1005745.4056035342	1.3097818799384433	27.520833333333336	85616871.1800971
833717.5993884584	1.3054132377544128	27.875	124081518.00090906
688650.4094680609	1.3030333381622612	28.229166666666668	181356884.89127156
567498.1643869649	1.3012027651354567	28.583333333333336	266363607.8810891
474980.8850453034	1.2880130146772355	28.9375	375911371.2214808
412249.8999700053	1.2153598935368612	29.291666666666668	470538768.9254016
345725.13059713354	1.1398850241120067	29.645833333333336	626843164.9862893
283220.9057227433	1.0781563304826292	30.0	882124795.9342371
