R	M	log_10_P0	g_surf_(m/s^2)
14018838.174255226	0.1495395195262297	20.0	50504.34713416528
12929079.894585328	0.19973615725917468	20.416666666666668	79307.11335604702
11835319.923253564	0.26213855811821535	20.833333333333332	124208.98032030676
10761006.564104574	0.33897694895323843	21.25	194282.85154814715
9718450.456279708	0.4309914442117374	21.666666666666668	302850.44059024524
8718189.029772764	0.5374682033810565	22.083333333333332	469279.54499323625
7762068.52482225	0.6531100553277552	22.5	719339.6067109918
6852166.485140545	0.773396661322024	22.916666666666668	1092979.8634646006
5996732.791847946	0.891653245742571	23.333333333333332	1645077.2846928264
5205385.323212591	0.9991590272876862	23.75	2446206.0200344757
4475599.425177092	1.0928139131432058	24.166666666666668	3618602.945544809
3815415.898360964	1.1713053292983149	24.583333333333336	5335840.288386063
3229866.282193737	1.2320172164362784	25.0	7830122.331064111
2713650.525648764	1.2701676311214902	25.416666666666668	11433068.158392096
2256100.9820846333	1.2991374723793143	25.833333333333336	16912552.253424693
1860887.051103513	1.3212686885876952	26.25	25272589.36360589
1532606.6219822087	1.33373909575898	26.666666666666668	37592574.85034835
1257691.9290924908	1.3200668059678464	27.083333333333336	55221626.32520134
1016810.092024433	1.3101345683089969	27.5	83789674.5542253
815301.3648529941	1.3050592000149015	27.916666666666668	129701759.8158216
650645.2585077616	1.302492881106425	28.333333333333336	203011861.83185402
517737.33992976183	1.3001987728179054	28.75	319571001.8712141
435237.55443261703	1.2436035705820052	29.166666666666668	432074253.07572836
357347.6307213075	1.1522817480453418	29.583333333333336	593240225.7362735
283220.9057227433	1.0781560069707805	30.0	882124534.2541362
