R	M	log_10_P0
23862921.099336207	0.42059152076290085	21.5
16727357.203112857	0.49890295195766815	21.854166666666668
12899392.950508771	0.5882294958932429	22.208333333333332
10459180.96499675	0.6846092750932509	22.5625
8719002.865944816	0.7845761467569257	22.916666666666668
7384622.830189949	0.8836491938253249	23.270833333333332
6309158.836218623	0.9762649840931602	23.625
5407790.099403308	1.059028246834111	23.979166666666668
4635511.237870194	1.1316686703417018	24.333333333333332
3969149.7160985726	1.193089928621878	24.6875
3397384.6015568827	1.240388087835151	25.041666666666668
2897794.8005287847	1.271786151650325	25.395833333333332
2456727.9070533323	1.296633231420748	25.75
2073442.4043024296	1.3164676344897621	26.104166666666668
1742966.6763192986	1.3319076737084656	26.458333333333336
1475223.375871898	1.330558633377082	26.8125
1236211.5144756346	1.318874430517694	27.166666666666668
1026780.1932343879	1.3107887327697045	27.520833333333336
848252.9829990347	1.3062258573945018	27.875
698506.0741536506	1.303688601030801	28.229166666666668
574234.6187717516	1.3017328457898096	28.583333333333336
479804.27096917154	1.2884546662856282	28.9375
416139.0499697221	1.2157325887154389	29.291666666666668
348616.0062625372	1.140183438849211	29.645833333333336
285325.8921039785	1.0783890496779858	30.0
