R	M	log_10_P0	g_surf_(m/s^2)
14016326.287823716	0.149527317640606	20.0	50518.328067544506
12924812.167272376	0.19972453993020597	20.416666666666668	79354.87905888876
11833507.19237238	0.26212793930382733	20.833333333333332	124242.00349183811
10759466.637578513	0.33896726338005745	21.25	194332.91329871456
9717142.278805448	0.43098281112095366	21.666666666666668	302925.9164992426
8718189.029772764	0.5374606785157712	22.083333333333332	469272.9760053113
7762068.52482225	0.653103103516575	22.5	719331.951845189
6852166.485140545	0.7733905590305118	22.916666666666668	1092971.2424587354
5996732.791847946	0.8916478197275021	23.333333333333332	1645067.2782338662
5205385.323212591	0.9991548782341101	23.75	2446195.867815242
4475599.425177092	1.0928107986464235	24.166666666666668	3618592.640046357
3815415.898360964	1.1713024257819418	24.583333333333336	5335827.073525451
3229866.282193737	1.232014593601162	25.0	7830105.680361925
2713650.525648764	1.270165956306656	25.416666666666668	11433053.10387627
2256100.9820846333	1.2991364899683517	25.833333333333336	16912539.485903688
1860887.051103513	1.3212681155962596	26.25	25272578.426739056
1532606.6219822087	1.3337382580114612	26.666666666666668	37592551.298579365
1257691.9290924908	1.3200658932140432	27.083333333333336	55221588.26123397
1016810.092024433	1.3101338940127847	27.5	83789631.5943748
815301.3648529941	1.3050583889577334	27.916666666666668	129701679.59283903
650645.2585077616	1.3024923502217323	28.333333333333336	203011779.57824287
517737.33992976183	1.3001984821391472	28.75	319570930.9603586
435307.00353975483	1.243603393600885	29.166666666666668	431936923.04141057
357347.6307213075	1.1522816228403305	29.583333333333336	593240161.8957173
283220.9057227433	1.078155826466434	30.0	882124388.2489866
