R	M	log_10_P0	g_surf_(m/s^2)
14026373.833549755	0.14955693636066966	20.0	50455.971443361246
12933347.62189828	0.19975223532170303	20.416666666666668	79261.1633342751
11837132.654134749	0.2621533834068857	20.833333333333332	124177.96395905907
10762546.490630634	0.33899059346037486	21.25	194235.07867164607
9719758.633753968	0.431003631327485	21.666666666666668	302777.4906902615
8719300.334939083	0.537479183282549	22.083333333333332	469169.52357765933
7763012.585698536	0.6531197653611882	22.5	719175.3705791099
6852166.485140545	0.7734055087013842	22.916666666666668	1092992.3625903332
5997414.083917004	0.8916607014059162	23.333333333333332	1644717.3805793128
5205385.323212591	0.999166188093773	23.75	2446223.5416382523
4476091.087203367	1.0928203547483863	24.166666666666668	3617829.637952796
3815415.898360964	1.1713109118938911	24.583333333333336	5335865.696619539
3229866.282193737	1.2320216520001865	25.0	7830150.489621514
2713650.525648764	1.2701703179600166	25.416666666666668	11433092.309750266
2256100.9820846333	1.2991397617653593	25.833333333333336	16912582.006537594
1860887.051103513	1.32127075055898	26.25	25272628.721096892
1532606.6219822087	1.333740658325885	26.666666666666668	37592618.77911421
1257691.9290924908	1.320068060779304	27.083333333333336	55221678.65377225
1016810.092024433	1.3101357101448885	27.5	83789747.30133262
815301.3648529941	1.305059913410744	27.916666666666668	129701830.37896337
650645.2585077616	1.3024933487814234	28.333333333333336	203011934.29195288
517737.33992976183	1.3001995229139736	28.75	319571184.8565616
435307.00353975483	1.2436042196551427	29.166666666666668	431937207.51029545
357347.6307213075	1.152282175855693	29.583333333333336	593240443.8717165
283220.9057227433	1.078156246869943	30.0	882124728.3021669
