R	M	log_10_P0
11720462.089423915	0.3967436523087025	21.5
10325766.233684437	0.48126484635515276	21.854166666666668
9150665.488219557	0.57464228489941	22.208333333333332
8121572.498437333	0.6738558868206651	22.5625
7201516.995802833	0.7758869001354316	22.916666666666668
6367778.603008052	0.8765116449708886	23.270833333333332
5611497.848643523	0.9703311682625665	23.625
4921786.718083615	1.0540793409206997	23.979166666666668
4293502.619203111	1.1275349370111887	24.333333333333332
3726648.442980233	1.1896388562790847	24.6875
3223336.2442557155	1.2374967363307152	25.041666666666668
2772911.4558533994	1.2693841040982718	25.395833333333332
2367669.7463556537	1.2946519783673505	25.75
2010144.9911750143	1.3148385970013277	26.104166666666668
1698413.0988726204	1.3305713036100038	26.458333333333336
1442812.835765011	1.3294469807925593	26.8125
1213113.392007853	1.3179699389843607	27.166666666666668
1010611.6624435078	1.310057694939667	27.520833333333336
837051.4029688658	1.3056368521311932	27.875
690916.0795107252	1.3032126489482185	28.229166666666668
569037.9253892018	1.3013483943559083	28.583333333333336
476125.41729842464	1.2881342908254743	28.9375
413222.1874699345	1.2154621324940134	29.291666666666668
346374.1026852854	1.1399669052074506	29.645833333333336
283722.09295637073	1.078220121414183	30.0
