x	chi	dchidx	s0
8.583552817652351e-05	0.0	1.7613223962008764	1.7613223962008764
0.008755223874005397	0.015269587603875735	1.7613223265063416	1.7613223962008764
0.017424612219834268	0.030539174311756217	1.761322190456035	1.7613223962008764
0.026094000565663144	0.04580875955788069	1.761321989278855	1.7613223962008764
0.03476338891149202	0.06107834277798698	1.761321723026174	1.7613223962008764
0.04343277725732089	0.07634792340801116	1.7613213917367778	1.7613223962008764
0.05210216560314977	0.09161750088408759	1.7613209954368663	1.7613223962008764
0.06077155394897864	0.10688707464254871	1.7613205341400515	1.7613223962008764
0.06944094229480752	0.12215664411992533	1.7613200078473599	1.7613223962008764
0.07811033064063638	0.13742620875292	1.7613194165472867	1.7613223962008764
0.08677971898646526	0.15269576797193019	1.7613187602358154	1.7613223962008764
0.09544910733229413	0.16796532120936292	1.7613180389187573	1.7613223962008764
0.10411849567812301	0.1832348679028027	1.7613172525945942	1.7613223962008764
0.11278788402395187	0.19850440748976178	1.7613164012616631	1.7613223962008764
0.12145727236978074	0.2137739394076803	1.7613154849181583	1.7613223962008764
0.1301266607156096	0.2290434630939262	1.7613145035621294	1.7613223962008764
0.1387960490614385	0.2443129779857952	1.7613134571914832	1.7613223962008764
0.14746543740726736	0.25958248352051083	1.7613123458039823	1.7613223962008764
0.15613482575309623	0.27485197913522436	1.7613111693972459	1.7613223962008764
0.1648042140989251	0.290121464267015	1.7613099279687492	1.7613223962008764
0.17347360244475396	0.30539093835288966	1.7613086215158242	1.7613223962008764
0.18214299079058285	0.3206604008297832	1.7613072500356586	1.7613223962008764
0.19081237913641172	0.335929851134558	1.761305813525297	1.7613223962008764
0.19948176748224059	0.3511992887040046	1.7613043119816398	1.7613223962008764
0.20815115582806948	0.3664687129748411	1.7613027454014445	1.7613223962008764
0.21682054417389834	0.38173812338371343	1.761301113781324	1.7613223962008764
0.22548993251972724	0.39700751936719547	1.7612994171177478	1.7613223962008764
0.2341593208655561	0.4122769003617887	1.7612976554070423	1.7613223962008764
0.24282870921138497	0.42754626580392263	1.7612958286453897	1.7613223962008764
0.25149809755721386	0.4428156151299545	1.7612939368288283	1.7613223962008764
0.26016748590304273	0.4580849477761692	1.7612919799532532	1.7613223962008764
0.2688368742488716	0.47335426317877954	1.7612899580144155	1.7613223962008764
0.27750626259470046	0.4886235607739262	1.761287871007923	1.7613223962008764
0.2861756509405293	0.5038928399976778	1.7612857189292392	1.7613223962008764
0.2948450392863582	0.5191621002860303	1.7612835017736845	1.7613223962008764
0.30351442763218706	0.5344313410749078	1.7612812195364356	1.7613223962008764
0.3121838159780159	0.5497005618001621	1.7612788722125252	1.7613223962008764
0.32085320432384484	0.564969761897573	1.7612764597968422	1.7613223962008764
0.3295225926696737	0.5802389408028481	1.7612739822841323	1.7613223962008764
0.3381919810155026	0.5955080979516224	1.7612714396689972	1.7613223962008764
0.34686136936133144	0.6107772327794592	1.7612688319458951	1.7613223962008764
0.3555307577071603	0.626046344721849	1.7612661591091405	1.7613223962008764
0.36420014605298917	0.6413154332142108	1.761263421152904	1.7613223962008764
