R	M	log_10_P0
14465953.95906394	0.1520377254485566	20.0
13229954.670148464	0.20131227244704478	20.416666666666668
12041971.243708579	0.2633264219117637	20.833333333333332
10904219.731028184	0.34002629192125644	21.25
9800865.637158109	0.43088191227543926	21.666666666666668
8778199.50875399	0.5379277714960068	22.083333333333332
7805495.32513139	0.6537252274143491	22.5
6883443.930473001	0.7740813449710514	22.916666666666668
6021940.59840309	0.8927255201379313	23.333333333333332
5218118.086956275	0.9986720293636893	23.75
4484941.003676316	1.0927878642601836	24.166666666666668
3824186.9693916766	1.1724327176752032	24.583333333333336
3238736.6169245816	1.2338770457539756	25.0
2718473.1856965707	1.269983084971987	25.416666666666668
2258405.4774698084	1.298348737640038	25.833333333333336
1865019.9387681496	1.3236372762731137	26.25
1537595.8164352495	1.3368889080544288	26.666666666666668
1258319.8332008745	1.3172486679742887	27.083333333333336
1013876.3448736744	1.3029730587673098	27.5
815981.0658657934	1.309709405044568	27.916666666666668
653917.2506375152	1.311932646446241	28.333333333333336
522315.46894224687	1.3112323201286264	28.75
437251.5785396132	1.2384132696638086	29.166666666666668
354515.75251846306	1.1289979420160148	29.583333333333336
277106.4214724887	1.0544043671294903	30.0
