# r[m]	M[Msun]	rho[g/cm^3]	P[N/m^2]	n_e[pm^-3]	n_p[pm^-3]	muF_e[MeV]	B
1.64875271e+03	4.32489903e-11	4.58200521e+06	2.59550809e+22	1.34735417e+00	1.71442230e-01	3.35013399e-01	9.99419402e-01
3.29750542e+03	3.45991819e-10	4.58200238e+06	2.59550570e+22	1.34735334e+00	1.71442125e-01	3.35013290e-01	9.99419402e-01
4.94625813e+03	1.16772168e-09	4.58199767e+06	2.59550171e+22	1.34735195e+00	1.71441948e-01	3.35013108e-01	9.99419402e-01
6.59501084e+03	2.76793047e-09	4.58199106e+06	2.59549612e+22	1.34735000e+00	1.71441701e-01	3.35012854e-01	9.99419403e-01
8.24376355e+03	5.40610820e-09	4.58198257e+06	2.59548894e+22	1.34734751e+00	1.71441384e-01	3.35012527e-01	9.99419403e-01
9.89251626e+03	9.34174228e-09	4.58197220e+06	2.59548016e+22	1.34734445e+00	1.71440996e-01	3.35012127e-01	9.99419403e-01
1.15412690e+04	1.48343169e-08	4.58195993e+06	2.59546979e+22	1.34734084e+00	1.71440537e-01	3.35011654e-01	9.99419404e-01
1.31900217e+04	2.21433125e-08	4.58194578e+06	2.59545782e+22	1.34733667e+00	1.71440008e-01	3.35011109e-01	9.99419405e-01
1.48387744e+04	3.15282050e-08	4.58192975e+06	2.59544425e+22	1.34733195e+00	1.71439409e-01	3.35010490e-01	9.99419405e-01
1.64875271e+04	4.32484650e-08	4.58191183e+06	2.59542909e+22	1.34732668e+00	1.71438738e-01	3.35009799e-01	9.99419406e-01
1.81362798e+04	5.75635575e-08	4.58189202e+06	2.59541234e+22	1.34732085e+00	1.71437998e-01	3.35009036e-01	9.99419407e-01
1.97850325e+04	7.47329413e-08	4.58187032e+06	2.59539398e+22	1.34731446e+00	1.71437186e-01	3.35008199e-01	9.99419408e-01
2.14337852e+04	9.50160677e-08	4.58184674e+06	2.59537403e+22	1.34730752e+00	1.71436305e-01	3.35007290e-01	9.99419409e-01
2.30825379e+04	1.18672381e-07	4.58182127e+06	2.59535249e+22	1.34730002e+00	1.71435352e-01	3.35006309e-01	9.99419410e-01
2.47312907e+04	1.45961316e-07	4.58179392e+06	2.59532935e+22	1.34729197e+00	1.71434329e-01	3.35005254e-01	9.99419411e-01
2.63800434e+04	1.77142299e-07	4.58176467e+06	2.59530461e+22	1.34728336e+00	1.71433236e-01	3.35004127e-01	9.99419412e-01
2.80287961e+04	2.12474748e-07	4.58173355e+06	2.59527828e+22	1.34727419e+00	1.71432072e-01	3.35002927e-01	9.99419414e-01
2.96775488e+04	2.52218069e-07	4.58170053e+06	2.59525036e+22	1.34726447e+00	1.71430838e-01	3.35001654e-01	9.99419415e-01
3.13263015e+04	2.96631658e-07	4.58166563e+06	2.59522083e+22	1.34725420e+00	1.71429533e-01	3.35000309e-01	9.99419417e-01
3.29750542e+04	3.45974899e-07	4.58162885e+06	2.59518972e+22	1.34724337e+00	1.71428157e-01	3.34998891e-01	9.99419418e-01
3.46238069e+04	4.00507164e-07	4.58159018e+06	2.59515700e+22	1.34723199e+00	1.71426711e-01	3.34997400e-01	9.99419420e-01
3.62725596e+04	4.60487812e-07	4.58154962e+06	2.59512270e+22	1.34722004e+00	1.71425194e-01	3.34995836e-01	9.99419422e-01
3.79213123e+04	5.26176190e-07	4.58150717e+06	2.59508679e+22	1.34720755e+00	1.71423607e-01	3.34994200e-01	9.99419424e-01
3.95700651e+04	5.97831628e-07	4.58146284e+06	2.59504929e+22	1.34719450e+00	1.71421950e-01	3.34992491e-01	9.99419425e-01
