xWS	rho[g/cm^3]	n_e[pm^-3]	P[N/m^2]	mu_F_e[MeV]
1.00000e-03	2.26009e+24	1.20788e+07	7.35904e+36	1.39557e+02
1.02332e-03	2.10906e+24	1.20788e+07	6.86726e+36	1.39557e+02
1.04719e-03	1.96812e+24	1.20788e+07	6.40835e+36	1.39557e+02
1.07161e-03	1.83659e+24	1.20788e+07	5.98011e+36	1.39557e+02
1.09660e-03	1.71386e+24	1.20788e+07	5.58049e+36	1.39557e+02
1.12218e-03	1.59933e+24	1.20788e+07	5.20757e+36	1.39557e+02
1.14835e-03	1.49245e+24	1.20788e+07	4.85957e+36	1.39557e+02
1.17513e-03	1.39272e+24	1.20788e+07	4.53483e+36	1.39557e+02
1.20254e-03	1.29965e+24	1.20788e+07	4.23179e+36	1.39557e+02
1.23059e-03	1.21280e+24	1.20788e+07	3.94899e+36	1.39557e+02
1.25929e-03	1.13175e+24	1.20788e+07	3.68510e+36	1.39557e+02
1.28866e-03	1.05612e+24	1.20788e+07	3.43884e+36	1.39557e+02
1.31871e-03	9.85542e+23	1.20788e+07	3.20904e+36	1.39557e+02
1.34947e-03	9.19682e+23	1.20788e+07	2.99460e+36	1.39557e+02
1.38094e-03	8.58223e+23	1.20788e+07	2.79449e+36	1.39557e+02
1.41315e-03	8.00871e+23	1.20788e+07	2.60775e+36	1.39557e+02
1.44611e-03	7.47352e+23	1.20788e+07	2.43348e+36	1.39557e+02
1.47983e-03	6.97409e+23	1.20788e+07	2.27087e+36	1.39557e+02
1.51435e-03	6.50804e+23	1.20788e+07	2.11912e+36	1.39557e+02
1.54966e-03	6.07313e+23	1.20788e+07	1.97751e+36	1.39557e+02
1.58581e-03	5.66728e+23	1.20788e+07	1.84536e+36	1.39557e+02
1.62279e-03	5.28856e+23	1.20788e+07	1.72205e+36	1.39557e+02
1.66064e-03	4.93514e+23	1.20788e+07	1.60698e+36	1.39557e+02
1.69937e-03	4.60535e+23	1.20788e+07	1.49959e+36	1.39557e+02
1.73900e-03	4.29759e+23	1.20788e+07	1.39938e+36	1.39557e+02
1.77956e-03	4.01039e+23	1.20788e+07	1.30587e+36	1.39557e+02
1.82106e-03	3.74239e+23	1.20788e+07	1.21861e+36	1.39557e+02
1.86354e-03	3.49230e+23	1.20788e+07	1.13718e+36	1.39557e+02
1.90700e-03	3.25893e+23	1.20788e+07	1.06119e+36	1.39557e+02
1.95147e-03	3.04114e+23	1.20788e+07	9.90280e+35	1.39557e+02
1.99699e-03	2.83791e+23	1.20788e+07	9.24107e+35	1.39557e+02
2.04356e-03	2.64827e+23	1.20788e+07	8.62357e+35	1.39557e+02
2.09122e-03	2.47129e+23	1.20788e+07	8.04734e+35	1.39557e+02
2.14000e-03	2.30615e+23	1.20788e+07	7.50961e+35	1.39557e+02
2.18991e-03	2.15203e+23	1.20788e+07	7.00781e+35	1.39557e+02
2.24098e-03	2.00822e+23	1.20788e+07	6.53955e+35	1.39557e+02
2.29325e-03	1.87402e+23	1.20788e+07	6.10258e+35	1.39557e+02
2.34673e-03	1.74879e+23	1.20788e+07	5.69481e+35	1.39557e+02
2.40146e-03	1.63192e+23	1.20788e+07	5.31429e+35	1.39557e+02
2.45747e-03	1.52287e+23	1.20788e+07	4.95921e+35	1.39557e+02
2.51478e-03	1.42110e+23	1.20788e+07	4.62784e+35	1.39557e+02
2.57343e-03	1.32613e+23	1.20788e+07	4.31863e+35	1.39557e+02
2.63345e-03	1.23751e+23	1.20788e+07	4.03007e+35	1.39557e+02
2.69487e-03	1.15481e+23	1.20788e+07	3.76080e+35	1.39557e+02
2.75772e-03	1.07764e+23	1.20788e+07	3.50953e+35	1.39557e+02
2.82204e-03	1.00563e+23	1.20788e+07	3.27505e+35	1.39557e+02
2.88786e-03	9.38423e+22	1.20788e+07	3.05623e+35	1.39557e+02
2.95521e-03	8.75711e+22	1.20788e+07	2.85204e+35	1.39557e+02
3.02413e-03	8.17191e+22	1.20788e+07	2.66149e+35	1.39557e+02
3.09466e-03	7.62581e+22	1.20788e+07	2.48368e+35	1.39557e+02
3.16684e-03	7.11620e+22	1.20788e+07	2.31775e+35	1.39557e+02
3.24070e-03	6.64065e+22	1.20788e+07	2.16291e+35	1.39557e+02
3.31628e-03	6.19688e+22	1.20788e+07	2.01841e+35	1.39557e+02
3.39362e-03	5.78277e+22	1.20788e+07	1.88358e+35	1.39557e+02
3.47277e-03	5.39633e+22	1.20788e+07	1.75775e+35	1.39557e+02
3.55376e-03	5.03571e+22	1.20788e+07	1.64033e+35	1.39557e+02
3.63664e-03	4.69919e+22	1.20788e+07	1.53076e+35	1.39557e+02
3.72146e-03	4.38516e+22	1.20788e+07	1.42851e+35	1.39557e+02
3.80825e-03	4.09212e+22	1.20788e+07	1.33309e+35	1.39557e+02
3.89707e-03	3.81866e+22	1.20788e+07	1.24405e+35	1.39557e+02
3.98796e-03	3.56347e+22	1.20788e+07	1.16096e+35	1.39557e+02
4.08097e-03	3.32533e+22	1.20788e+07	1.08342e+35	1.39557e+02
4.17615e-03	3.10311e+22	1.20788e+07	1.01107e+35	1.39557e+02
4.27355e-03	2.89574e+22	1.20788e+07	9.43547e+34	1.39557e+02
4.37322e-03	2.70223e+22	1.20788e+07	8.80539e+34	1.39557e+02
4.47521e-03	2.52165e+22	1.20788e+07	8.21741e+34	1.39557e+02
4.57958e-03	2.35314e+22	1.20788e+07	7.66872e+34	1.39557e+02
4.68639e-03	2.19589e+22	1.20788e+07	7.15670e+34	1.39557e+02
4.79569e-03	2.04914e+22	1.20788e+07	6.67890e+34	1.39557e+02
4.90754e-03	1.91221e+22	1.20788e+07	6.23302e+34	1.39557e+02
5.02199e-03	1.78442e+22	1.20788e+07	5.81695e+34	1.39557e+02
5.13912e-03	1.66518e+22	1.20788e+07	5.42867e+34	1.39557e+02
5.25898e-03	1.55390e+22	1.20788e+07	5.06635e+34	1.39557e+02
5.38163e-03	1.45006e+22	1.20788e+07	4.72823e+34	1.39557e+02
5.50714e-03	1.35315e+22	1.20788e+07	4.41272e+34	1.39557e+02
5.63558e-03	1.26273e+22	1.20788e+07	4.11828e+34	1.39557e+02
5.76702e-03	1.17834e+22	1.20788e+07	3.84353e+34	1.39557e+02
5.90152e-03	1.09960e+22	1.20788e+07	3.58713e+34	1.39557e+02
6.03916e-03	1.02612e+22	1.20788e+07	3.34787e+34	1.39557e+02
6.18000e-03	9.57546e+21	1.20788e+07	3.12460e+34	1.39557e+02
6.32414e-03	8.93556e+21	1.20788e+07	2.91624e+34	1.39557e+02
6.47163e-03	8.33843e+21	1.20788e+07	2.72181e+34	1.39557e+02
6.62257e-03	7.78121e+21	1.20788e+07	2.54038e+34	1.39557e+02
6.77702e-03	7.26122e+21	1.20788e+07	2.37107e+34	1.39557e+02
6.93508e-03	6.77598e+21	1.20788e+07	2.21307e+34	1.39557e+02
7.09682e-03	6.32316e+21	1.20788e+07	2.06563e+34	1.39557e+02
7.26234e-03	5.90061e+21	1.20788e+07	1.92804e+34	1.39557e+02
7.43171e-03	5.50629e+21	1.20788e+07	1.79965e+34	1.39557e+02
7.60504e-03	5.13833e+21	1.20788e+07	1.67984e+34	1.39557e+02
7.78241e-03	4.79495e+21	1.20788e+07	1.56804e+34	1.39557e+02
7.96391e-03	4.47452e+21	1.20788e+07	1.46370e+34	1.39557e+02
8.14965e-03	4.17550e+21	1.20788e+07	1.36634e+34	1.39557e+02
8.33972e-03	3.89647e+21	1.20788e+07	1.27549e+34	1.39557e+02
8.53422e-03	3.63608e+21	1.20788e+07	1.19070e+34	1.39557e+02
8.73326e-03	3.39310e+21	1.20788e+07	1.11159e+34	1.39557e+02
8.93694e-03	3.16635e+21	1.20788e+07	1.03776e+34	1.39557e+02
9.14537e-03	2.95475e+21	1.20788e+07	9.68859e+33	1.39557e+02
9.35867e-03	2.75730e+21	1.20788e+07	9.04567e+33	1.39557e+02
9.57693e-03	2.57304e+21	1.20788e+07	8.44571e+33	1.39557e+02
9.80029e-03	2.40109e+21	1.20788e+07	7.88584e+33	1.39557e+02
1.00289e-02	2.24063e+21	1.20788e+07	7.36339e+33	1.39557e+02
1.02628e-02	2.09090e+21	1.20788e+07	6.87585e+33	1.39557e+02
1.05021e-02	1.95117e+21	1.20788e+07	6.42089e+33	1.39557e+02
1.07470e-02	1.82078e+21	1.20788e+07	5.99633e+33	1.39557e+02
1.09977e-02	1.69911e+21	1.20788e+07	5.60015e+33	1.39557e+02
1.12542e-02	1.58556e+21	1.20788e+07	5.23044e+33	1.39557e+02
1.15167e-02	1.47960e+21	1.20788e+07	4.88544e+33	1.39557e+02
1.17853e-02	1.38073e+21	1.20788e+07	4.56349e+33	1.39557e+02
1.20601e-02	1.28846e+21	1.20788e+07	4.26305e+33	1.39557e+02
1.23414e-02	1.20236e+21	1.20788e+07	3.98270e+33	1.39557e+02
1.26292e-02	1.12201e+21	1.20788e+07	3.72108e+33	1.39557e+02
1.29238e-02	1.04703e+21	1.20788e+07	3.47694e+33	1.39557e+02
1.32252e-02	9.77058e+20	1.20788e+07	3.24912e+33	1.39557e+02
1.35336e-02	9.11765e+20	1.20788e+07	3.03652e+33	1.39557e+02
1.38493e-02	8.50835e+20	1.20788e+07	2.83813e+33	1.39557e+02
1.41723e-02	7.93977e+20	1.20788e+07	2.65299e+33	1.39557e+02
1.45028e-02	7.40918e+20	1.20788e+07	2.48023e+33	1.39557e+02
1.48410e-02	6.91405e+20	1.20788e+07	2.31902e+33	1.39557e+02
1.51872e-02	6.45201e+20	1.20788e+07	2.16857e+33	1.39557e+02
1.55414e-02	6.02085e+20	1.20788e+07	2.02818e+33	1.39557e+02
1.59038e-02	5.61850e+20	1.20788e+07	1.89718e+33	1.39557e+02
1.62748e-02	5.24303e+20	1.20788e+07	1.77492e+33	1.39557e+02
1.66543e-02	4.89266e+20	1.20788e+07	1.66084e+33	1.39557e+02
1.70427e-02	4.56570e+20	1.20788e+07	1.55438e+33	1.39557e+02
1.74402e-02	4.26059e+20	1.20788e+07	1.45504e+33	1.39557e+02
1.78470e-02	3.97587e+20	1.20788e+07	1.36233e+33	1.39557e+02
1.82632e-02	3.71018e+20	1.20788e+07	1.27582e+33	1.39557e+02
1.86891e-02	3.46224e+20	1.20788e+07	1.19509e+33	1.39557e+02
1.91250e-02	3.23087e+20	1.20788e+07	1.11975e+33	1.39557e+02
1.95711e-02	3.01496e+20	1.20788e+07	1.04945e+33	1.39557e+02
2.00275e-02	2.81349e+20	1.20788e+07	9.83850e+32	1.39557e+02
2.04946e-02	2.62547e+20	1.20788e+07	9.22631e+32	1.39557e+02
2.09726e-02	2.45002e+20	1.20788e+07	8.65504e+32	1.39557e+02
2.14617e-02	2.28629e+20	1.20788e+07	8.12194e+32	1.39556e+02
2.19623e-02	2.13351e+20	1.20788e+07	7.62446e+32	1.39556e+02
2.24745e-02	1.99093e+20	1.20788e+07	7.16023e+32	1.39556e+02
2.29986e-02	1.85789e+20	1.20788e+07	6.72702e+32	1.39556e+02
2.35350e-02	1.73373e+20	1.20788e+07	6.32276e+32	1.39556e+02
2.40839e-02	1.61787e+20	1.20788e+07	5.94552e+32	1.39556e+02
2.46456e-02	1.50976e+20	1.20788e+07	5.59349e+32	1.39556e+02
2.52204e-02	1.40886e+20	1.20788e+07	5.26498e+32	1.39556e+02
2.58086e-02	1.31472e+20	1.20788e+07	4.95842e+32	1.39556e+02
2.64105e-02	1.22686e+20	1.20788e+07	4.67235e+32	1.39556e+02
2.70265e-02	1.14487e+20	1.20788e+07	4.40540e+32	1.39556e+02
2.76568e-02	1.06836e+20	1.20788e+07	4.15629e+32	1.39556e+02
2.83018e-02	9.96969e+19	1.20787e+07	3.92382e+32	1.39556e+02
2.89619e-02	9.30345e+19	1.20787e+07	3.70689e+32	1.39556e+02
2.96374e-02	8.68173e+19	1.20787e+07	3.50446e+32	1.39556e+02
3.03286e-02	8.10156e+19	1.20787e+07	3.31555e+32	1.39556e+02
3.10359e-02	7.56016e+19	1.20787e+07	3.13927e+32	1.39556e+02
3.17598e-02	7.05495e+19	1.20787e+07	2.97477e+32	1.39556e+02
3.25005e-02	6.58349e+19	1.20787e+07	2.82126e+32	1.39556e+02
3.32585e-02	6.14354e+19	1.20787e+07	2.67801e+32	1.39556e+02
3.40341e-02	5.73299e+19	1.20787e+07	2.54433e+32	1.39556e+02
3.48279e-02	5.34987e+19	1.20787e+07	2.41959e+32	1.39556e+02
3.56402e-02	4.99236e+19	1.20787e+07	2.30318e+32	1.39556e+02
3.64714e-02	4.65874e+19	1.20787e+07	2.19455e+32	1.39556e+02
3.73220e-02	4.34741e+19	1.20787e+07	2.09318e+32	1.39556e+02
3.81924e-02	4.05689e+19	1.20787e+07	1.99858e+32	1.39556e+02
3.90832e-02	3.78578e+19	1.20787e+07	1.91031e+32	1.39556e+02
3.99947e-02	3.53279e+19	1.20787e+07	1.82793e+32	1.39556e+02
4.09275e-02	3.29671e+19	1.20787e+07	1.75106e+32	1.39556e+02
4.18820e-02	3.07640e+19	1.20787e+07	1.67933e+32	1.39556e+02
4.28588e-02	2.87082e+19	1.20787e+07	1.61239e+32	1.39556e+02
4.38584e-02	2.67897e+19	1.20786e+07	1.54992e+32	1.39556e+02
4.48813e-02	2.49995e+19	1.20786e+07	1.49163e+32	1.39556e+02
4.59280e-02	2.33288e+19	1.20786e+07	1.43723e+32	1.39556e+02
4.69992e-02	2.17699e+19	1.20786e+07	1.38647e+32	1.39556e+02
4.80953e-02	2.03151e+19	1.20786e+07	1.33910e+32	1.39556e+02
4.92170e-02	1.89575e+19	1.20786e+07	1.29490e+32	1.39556e+02
5.03649e-02	1.76906e+19	1.20786e+07	1.25365e+32	1.39556e+02
5.15395e-02	1.65084e+19	1.20786e+07	1.21515e+32	1.39556e+02
5.27415e-02	1.54052e+19	1.20786e+07	1.17923e+32	1.39556e+02
5.39716e-02	1.43757e+19	1.20786e+07	1.14571e+32	1.39556e+02
5.52303e-02	1.34151e+19	1.20785e+07	1.11443e+32	1.39556e+02
5.65184e-02	1.25186e+19	1.20785e+07	1.08524e+32	1.39556e+02
5.78366e-02	1.16820e+19	1.20785e+07	1.05800e+32	1.39555e+02
5.91855e-02	1.09013e+19	1.20785e+07	1.03258e+32	1.39555e+02
6.05658e-02	1.01728e+19	1.20785e+07	1.00886e+32	1.39555e+02
6.19784e-02	9.49303e+18	1.20785e+07	9.86720e+31	1.39555e+02
6.34239e-02	8.85865e+18	1.20785e+07	9.66063e+31	1.39555e+02
6.49031e-02	8.26666e+18	1.20784e+07	9.46786e+31	1.39555e+02
6.64168e-02	7.71423e+18	1.20784e+07	9.28797e+31	1.39555e+02
6.79658e-02	7.19871e+18	1.20784e+07	9.12011e+31	1.39555e+02
6.95509e-02	6.71765e+18	1.20784e+07	8.96345e+31	1.39555e+02
7.11730e-02	6.26873e+18	1.20784e+07	8.81727e+31	1.39555e+02
7.28330e-02	5.84982e+18	1.20783e+07	8.68085e+31	1.39555e+02
7.45316e-02	5.45889e+18	1.20783e+07	8.55355e+31	1.39555e+02
7.62699e-02	5.09410e+18	1.20783e+07	8.43475e+31	1.39555e+02
7.80487e-02	4.75368e+18	1.20783e+07	8.32389e+31	1.39555e+02
7.98689e-02	4.43601e+18	1.20782e+07	8.22044e+31	1.39554e+02
8.17317e-02	4.13956e+18	1.20782e+07	8.12389e+31	1.39554e+02
8.36379e-02	3.86293e+18	1.20782e+07	8.03380e+31	1.39554e+02
8.55885e-02	3.60479e+18	1.20782e+07	7.94972e+31	1.39554e+02
8.75847e-02	3.36389e+18	1.20781e+07	7.87126e+31	1.39554e+02
8.96273e-02	3.13909e+18	1.20781e+07	7.79804e+31	1.39554e+02
9.17177e-02	2.92932e+18	1.20781e+07	7.72972e+31	1.39554e+02
9.38568e-02	2.73356e+18	1.20780e+07	7.66595e+31	1.39554e+02
9.60457e-02	2.55089e+18	1.20780e+07	7.60644e+31	1.39553e+02
9.82858e-02	2.38042e+18	1.20780e+07	7.55091e+31	1.39553e+02
1.00578e-01	2.22135e+18	1.20779e+07	7.49908e+31	1.39553e+02
1.02924e-01	2.07290e+18	1.20779e+07	7.45072e+31	1.39553e+02
1.05324e-01	1.93438e+18	1.20778e+07	7.40558e+31	1.39553e+02
1.07781e-01	1.80511e+18	1.20778e+07	7.36345e+31	1.39553e+02
1.10294e-01	1.68448e+18	1.20777e+07	7.32414e+31	1.39552e+02
1.12867e-01	1.57192e+18	1.20777e+07	7.28745e+31	1.39552e+02
1.15499e-01	1.46687e+18	1.20776e+07	7.25320e+31	1.39552e+02
1.18193e-01	1.36884e+18	1.20776e+07	7.22124e+31	1.39552e+02
1.20949e-01	1.27737e+18	1.20775e+07	7.19142e+31	1.39552e+02
1.23770e-01	1.19201e+18	1.20774e+07	7.16358e+31	1.39551e+02
1.26657e-01	1.11235e+18	1.20774e+07	7.13759e+31	1.39551e+02
1.29611e-01	1.03802e+18	1.20773e+07	7.11334e+31	1.39551e+02
1.32634e-01	9.68650e+17	1.20772e+07	7.09070e+31	1.39551e+02
1.35727e-01	9.03919e+17	1.20772e+07	7.06956e+31	1.39550e+02
1.38892e-01	8.43513e+17	1.20771e+07	7.04984e+31	1.39550e+02
1.42132e-01	7.87144e+17	1.20770e+07	7.03142e+31	1.39550e+02
1.45447e-01	7.34543e+17	1.20769e+07	7.01423e+31	1.39549e+02
1.48839e-01	6.85456e+17	1.20768e+07	6.99818e+31	1.39549e+02
1.52310e-01	6.39649e+17	1.20767e+07	6.98320e+31	1.39549e+02
1.55862e-01	5.96904e+17	1.20766e+07	6.96921e+31	1.39548e+02
1.59497e-01	5.57015e+17	1.20765e+07	6.95614e+31	1.39548e+02
1.63217e-01	5.19792e+17	1.20764e+07	6.94394e+31	1.39547e+02
1.67024e-01	4.85057e+17	1.20763e+07	6.93255e+31	1.39547e+02
1.70919e-01	4.52642e+17	1.20762e+07	6.92190e+31	1.39547e+02
1.74906e-01	4.22394e+17	1.20761e+07	6.91196e+31	1.39546e+02
1.78985e-01	3.94167e+17	1.20759e+07	6.90267e+31	1.39546e+02
1.83159e-01	3.67826e+17	1.20758e+07	6.89400e+31	1.39545e+02
1.87431e-01	3.43246e+17	1.20757e+07	6.88589e+31	1.39544e+02
1.91802e-01	3.20308e+17	1.20755e+07	6.87831e+31	1.39544e+02
1.96275e-01	2.98903e+17	1.20754e+07	6.87122e+31	1.39543e+02
2.00853e-01	2.78929e+17	1.20752e+07	6.86460e+31	1.39543e+02
2.05538e-01	2.60289e+17	1.20750e+07	6.85840e+31	1.39542e+02
2.10331e-01	2.42895e+17	1.20749e+07	6.85260e+31	1.39541e+02
2.15237e-01	2.26664e+17	1.20747e+07	6.84718e+31	1.39541e+02
2.20256e-01	2.11517e+17	1.20745e+07	6.84210e+31	1.39540e+02
2.25393e-01	1.97382e+17	1.20743e+07	6.83734e+31	1.39539e+02
2.30650e-01	1.84192e+17	1.20741e+07	6.83289e+31	1.39538e+02
2.36029e-01	1.71883e+17	1.20738e+07	6.82871e+31	1.39537e+02
2.41534e-01	1.60397e+17	1.20736e+07	6.82480e+31	1.39536e+02
2.47167e-01	1.49694e+17	5.86394e+07	5.57538e+32	2.36658e+02
2.52932e-01	1.39692e+17	5.86393e+07	5.57504e+32	2.36658e+02
2.58831e-01	1.30358e+17	5.86392e+07	5.57472e+32	2.36658e+02
2.64868e-01	1.21648e+17	5.86390e+07	5.57442e+32	2.36657e+02
2.71045e-01	1.13520e+17	5.86389e+07	5.57413e+32	2.36657e+02
2.77366e-01	1.05935e+17	5.86387e+07	5.57386e+32	2.36657e+02
2.83835e-01	9.88572e+16	5.86385e+07	5.57361e+32	2.36657e+02
2.90455e-01	9.22521e+16	5.86383e+07	5.57337e+32	2.36656e+02
2.97229e-01	8.60885e+16	5.86382e+07	5.57315e+32	2.36656e+02
3.04161e-01	8.03368e+16	5.86380e+07	5.57294e+32	2.36656e+02
3.11255e-01	7.49694e+16	5.86378e+07	5.57274e+32	2.36656e+02
3.18514e-01	6.99607e+16	5.86375e+07	5.57255e+32	2.36655e+02
3.25943e-01	6.52867e+16	5.86373e+07	5.57237e+32	2.36655e+02
3.33545e-01	6.09251e+16	5.86371e+07	5.57219e+32	2.36655e+02
3.41324e-01	5.68549e+16	5.86368e+07	5.57203e+32	2.36654e+02
3.49284e-01	5.30567e+16	5.86366e+07	5.57187e+32	2.36654e+02
3.57430e-01	4.95124e+16	5.86363e+07	5.57172e+32	2.36654e+02
3.65767e-01	4.62049e+16	5.86360e+07	5.57158e+32	2.36653e+02
3.74297e-01	4.31184e+16	5.86357e+07	5.57144e+32	2.36653e+02
3.83027e-01	4.02382e+16	5.86354e+07	5.57131e+32	2.36652e+02
3.91960e-01	3.75505e+16	5.86351e+07	5.57118e+32	2.36652e+02
4.01101e-01	3.50424e+16	5.86347e+07	5.57105e+32	2.36652e+02
4.10456e-01	3.27018e+16	5.86344e+07	5.57093e+32	2.36651e+02
4.20029e-01	3.05177e+16	5.86340e+07	5.57081e+32	2.36651e+02
4.29825e-01	2.84796e+16	5.86336e+07	5.57070e+32	2.36650e+02
4.39850e-01	2.65776e+16	5.86332e+07	5.57058e+32	2.36649e+02
4.50108e-01	2.48028e+16	5.86328e+07	5.57047e+32	2.36649e+02
4.60606e-01	2.31465e+16	5.86323e+07	5.57036e+32	2.36648e+02
4.71348e-01	2.16010e+16	5.86318e+07	5.57025e+32	2.36648e+02
4.82341e-01	2.01587e+16	5.86313e+07	5.57014e+32	2.36647e+02
4.93590e-01	1.88128e+16	5.86308e+07	5.57003e+32	2.36646e+02
5.05102e-01	1.75569e+16	5.86303e+07	5.56992e+32	2.36646e+02
5.16882e-01	1.63848e+16	5.86297e+07	5.56981e+32	2.36645e+02
5.28937e-01	1.52911e+16	5.86291e+07	5.56970e+32	2.36644e+02
5.41274e-01	1.42705e+16	5.86285e+07	5.56959e+32	2.36643e+02
5.53897e-01	1.33181e+16	5.86278e+07	5.56947e+32	2.36642e+02
5.66816e-01	1.24294e+16	5.86272e+07	5.56936e+32	2.36641e+02
5.80035e-01	1.16000e+16	5.86264e+07	5.56924e+32	2.36640e+02
