R	M	log_10_P0
21265630.529157177	0.15845512953683247	20.0
17124255.843217418	0.20627594171079325	20.416666666666668
14365892.233386902	0.2673167001300456	20.833333333333332
12328651.767633988	0.3433306766629606	21.25
10690426.319655133	0.4336626904448471	21.666666666666668
9343853.838410368	0.540321782659447	22.083333333333332
8171790.945130225	0.6558058382656435	22.5
7124039.663799581	0.7758833572330261	22.916666666666668
6182725.526700762	0.8942835717541197	23.333333333333332
5325767.816789237	1.0000083722943234	23.75
4558690.307617558	1.093921377320809	24.166666666666668
3874307.3752814634	1.1733826332865112	24.583333333333336
3273153.515680258	1.2346733860439107	25.0
2742285.0696826167	1.2706386015053575	25.416666666666668
2274536.945166034	1.2988792784659218	25.833333333333336
1875895.958938246	1.324064407846253	26.25
1544987.2156249397	1.3372321300415746	26.666666666666668
1263343.066067944	1.3175211502985353	27.083333333333336
1017210.1484540818	1.3031855234976026	27.5
818246.7359084577	1.3098787172966229	27.916666666666668
655360.7765771124	1.31206582161584	28.333333333333336
523214.744283985	1.3113358999311266	28.75
437946.0696109912	1.2384968844994433	29.166666666666668
354987.73221893713	1.1290619153769264	29.583333333333336
277457.2525360279	1.0544536251882015	30.0
