R	M	log_10_P0	g_surf_(m/s^2)
19550012.096437372	0.1551696217411525	20.0	26947.15798955055
16170418.788772585	0.20417247500852312	20.416666666666668	51826.15265828386
13802132.929338573	0.26572911706867663	20.833333333333332	92583.2757477821
11980628.372744353	0.3419518641163646	21.25	158117.4030634109
10486350.633670522	0.43350166918266886	21.666666666666668	261637.2010314528
9209385.913285768	0.5396222887944656	22.083333333333332	422244.3675180021
8081161.101006802	0.65497142308059	22.5	665550.9967590612
7062286.7589124255	0.7750051644984145	22.916666666666668	1031059.1935117233
6137078.9580738805	0.8930382864950118	23.333333333333332	1573151.0968724235
5299723.52731352	1.0003451866573492	23.75	2362717.172002887
4540007.15061911	1.0938166915133838	24.166666666666668	3519919.829159629
3859271.2535145273	1.1721431765111292	24.583333333333336	5219041.234860558
3260025.4202786083	1.2327134911305406	25.0	7690335.554995134
2734448.2471049307	1.2707379507050274	25.416666666666668	11264981.291948093
2270184.009438481	1.2995981886714274	25.833333333333336	16709460.095855396
1870240.4284497958	1.3216384676581217	26.25	25027687.616194945
1539074.0962731875	1.3340376998054775	26.666666666666668	37286024.98881102
1262087.2578511767	1.3203039319086298	27.083333333333336	54848081.98184074
1019743.8391751915	1.31032020559818	27.5	83320926.59087484
817227.1843892587	1.3052049635807677	27.916666666666668	129106983.66171649
651896.3143220792	1.302606017907983	28.333333333333336	202253179.43472797
518554.8629677056	1.300287438970495	28.75	318589478.68444985
435862.59639685723	1.2436765068923632	29.166666666666668	430866236.00550896
357760.6129592223	1.1523382137829687	29.583333333333336	591906694.5476817
283521.61806291976	1.0781985597359893	30.0	880299272.4022346
