R	M	log_10_P0	g_surf_(m/s^2)
15639004.922578936	0.1513533454053996	20.0	41074.46227208273
13942665.131411495	0.20126362539698753	20.416666666666668	68717.23699215292
12477026.65519282	0.26344551775701996	20.833333333333332	112318.68996718663
11170627.020036621	0.34011000581277967	21.25	180898.82816696973
9981394.128606034	0.4319820362430132	21.666666666666668	287765.1920326337
8889330.025385892	0.5383414347028441	22.083333333333332	452118.78817673033
7874411.769100243	0.6538794635401456	22.5	699786.271428561
6926751.162471785	0.7740712306841743	22.916666666666668	1070505.4174558101
6047148.404958233	0.8922400328634588	23.333333333333332	1618831.4158040187
5239532.280525197	0.9996645885036297	23.75	2415655.1160002593
4498707.540412014	1.0932434746329884	24.166666666666668	3582943.795581843
3831287.360226063	1.1716660875857265	24.583333333333336	5293371.699118021
3240865.4972599843	1.2323179632788934	25.0	7778989.11953431
2721185.931973462	1.2704153127257765	25.416666666666668	11372093.43062922
2261222.082940578	1.2993381155778243	25.833333333333336	16838694.39637108
1864149.8571545419	1.3214294684632888	26.25	25187348.774439942
1535008.826718858	1.3338689571798765	26.666666666666668	37478796.864075795
1259261.68936345	1.320169759062497	27.083333333333336	55088532.96882578
1017876.9091701633	1.310215161606607	27.5	83619588.68583599
815981.0658657934	1.3051227075963419	27.916666666666668	129492553.93023394
651126.4338209607	1.3025420042538176	28.333333333333336	202720416.56919858
518064.34914493933	1.3002376383401764	28.75	319178669.23730534
435515.35086116823	1.2436358362939264	29.166666666666668	431536669.8081568
357524.62310898525	1.152306085472478	29.583333333333336	592668223.4113164
283321.1431694688	1.0781740385469478	30.0	881518585.283922
