r[m]	m[Msun]	rho[kg/m^3]	P[Pa]	ne[pm^-3]	np[pm^-3]	muF_e[MeV]	B
14204717.770186938	0.4287591747892223	21758.891736629757	4822412792025321.0	6.461406470056178e-06	6.5013920307985854e-06	-0.015765572297491995	0.9999251038597257
14207229.656618448	0.4287592443653008	21689.459294787357	4807020805050596.0	6.44080265894863e-06	6.480647081540798e-06	-0.01577548462540962	0.9999251038597257
14209741.543049958	0.42875931374392995	21620.272777952025	4791683347280263.0	6.42027177898653e-06	6.459975606495684e-06	-0.015785393457971978	0.9999251038597257
14212253.429481467	0.42875938292574406	21551.331233136123	4776400207365302.0	6.399813547717412e-06	6.439377320952835e-06	-0.015795298797023617	0.9999251038597257
14214765.315912977	0.4287594519113746	21482.633711349812	4761171174843469.0	6.379427683873058e-06	6.41885194139619e-06	-0.01580520064440779	0.9999251038597257
14217277.202344486	0.428759520701451	21414.17926758295	4745996040135308.0	6.359113907364226e-06	6.3983991854987105e-06	-0.015815099001966426	0.9999251038597257
14219789.088775996	0.42875958929660063	21345.966960787617	4730874594540170.0	6.338871939275292e-06	6.378018772116909e-06	-0.015824993871540197	0.9999251038597257
14222300.975207506	0.4287596576974484	21277.995853859484	4715806630232260.0	6.318701501858868e-06	6.357710421285462e-06	-0.015834885254968543	0.9999251038597257
14224812.861639015	0.428759725904617	21210.265013620996	4700791940256697.0	6.298602318530808e-06	6.337473854212216e-06	-0.015844773154089522	0.9999251038597257
14227324.748070525	0.4287597939187271	21142.773510802774	4685830318525595.0	6.278574113864721e-06	6.317308793272542e-06	-0.015854657570739988	0.9999251038597257
14229836.634502035	0.4287598617403971	21075.520420026885	4670921559814164.0	6.258616613586873e-06	6.297214962004321e-06	-0.015864538506755486	0.9999251038597257
14232348.520933544	0.428759929370243	21008.50481978862	4656065459756827.0	6.238729544570983e-06	6.277192085102557e-06	-0.015874415963970323	0.9999251038597257
14234860.407365054	0.42875999680887894	20941.725792439804	4641261814843359.0	6.218912634833146e-06	6.257239888414375e-06	-0.015884289944217474	0.9999251038597257
14237372.293796564	0.4287600640569166	20875.182424170685	4626510422415044.0	6.199165613526613e-06	6.237358098933696e-06	-0.01589416044932866	0.9999251038597257
14239884.180228073	0.4287601311149655	20808.87380499331	4611811080660844.0	6.17948821093663e-06	6.217546444796041e-06	-0.015904027481134356	0.9999251038597257
14242396.066659583	0.42876019798363324	20742.79902872413	4597163588613596.0	6.159880158475557e-06	6.197804655273564e-06	-0.015913891041463738	0.9999251038597257
14244907.953091092	0.42876026466352524	20676.957192966856	4582567746146221.0	6.14034118867766e-06	6.1781324607698765e-06	-0.0159237511321447	0.9999251038597257
14247419.839522602	0.42876033115524437	20611.34721120841	4568023353978749.0	6.120870814883154e-06	6.158529152023805e-06	-0.01593360700349489	0.9999251038597257
14249931.725954112	0.42876039745938954	20545.96748637285	4553530214143912.0	6.101467946689635e-06	6.138992810128858e-06	-0.01594345582410361	0.9999251038597257
14252443.612385621	0.4287604635765585	20480.81802805225	4539088129265600.0	6.082133374926515e-06	6.119525279180799e-06	-0.015953301181546708	0.9999251038597257
14254955.49881713	0.42876052950734805	20415.89794875436	4524696902531547.0	6.062866836508207e-06	6.100126293953905e-06	-0.015963143077646753	0.9999251038597257
14257467.38524864	0.42876059525235294	20351.206364690937	4510356337950961.0	6.043668069446446e-06	6.080795590329338e-06	-0.015972981514225052	0.9999251038597257
14259979.27168015	0.4287606608121655	20286.742395760382	4496066240350839.5	6.024536812845421e-06	6.0615329052901864e-06	-0.015982816493101643	0.9999251038597257
14262491.15811166	0.4287607261873766	20222.505165531773	4481826415372301.0	6.005472806896802e-06	6.0423379769164865e-06	-0.015992648016095318	0.9999251038597257
14265003.04454317	0.42876079137857437	20158.493801228447	4467636669466940.5	5.986475792875004e-06	6.023210544380426e-06	-0.01600247608502357	0.9999251038597257
