R	M	log_10_P0	g_surf_(m/s^2)
14355430.956077516	0.14999185533454407	20.0	48309.47453918234
13144600.123889418	0.2001451639978435	20.416666666666668	76884.94695311258
11974900.201104758	0.26250684112646844	20.833333333333332	121500.81929214149
10851862.229142133	0.33930829571673626	21.25	191230.13400384816
9777318.442621423	0.4312885979883794	21.666666666666668	299421.0789797339
8757084.71059393	0.5377349738188932	22.083333333333332	465351.27133885445
7787558.168481963	0.6533483285502388	22.5	714899.5753963995
6869008.186473406	0.773607132727953	22.916666666666668	1087923.5897527516
6008314.757021931	0.8918373121399827	23.333333333333332	1639080.6405430909
5213487.991049481	0.9993187515314137	23.75	2439000.031296512
4481499.369492391	1.09294968226252	24.166666666666668	3609532.8466412746
3819174.928802698	1.1714189090012925	24.583333333333336	5325862.515134093
3232349.9759183736	1.232111857732254	25.0	7818700.507237478
2715459.0231666914	1.2702451772473933	25.416666666666668	11418551.013726985
2257381.2572986195	1.2992006303178447	25.833333333333336	16894209.968270265
1861539.6123137188	1.321319697547771	26.25	25255865.44870714
1533160.9769214354	1.3337800864840184	26.666666666666668	37566581.142052636
1258162.8571737786	1.320099071251007	27.083333333333336	55181704.12508751
1017076.7963108656	1.3101601520693151	27.5	83747449.6167924
815414.6483551273	1.3050790224920437	27.916666666666668	129667769.76108736
650741.4935704014	1.3025089038232	28.333333333333336	202954481.6825803
517819.0922335562	1.3002114116223105	28.75	319473562.53751695
435307.00353975483	1.2436139994399475	29.166666666666668	431940575.3814107
357406.62818386673	1.1522892948856656	29.583333333333336	593049176.6772263
283271.02444610605	1.0781615682206758	30.0	881818687.1425802
