R	M	log_10_P0	g_surf_(m/s^2)
23430876.63311687	0.1141813527648256	19.5	13804.553628086558
21342021.07721527	0.12766381981714556	19.6734693877551	18603.710919488178
19619924.210390817	0.1428800403596353	19.846938775510203	24636.44734694658
18166912.877011236	0.1599225704276025	20.020408163265305	32162.271354672066
16923554.384092543	0.1789567522702982	20.193877551020407	41472.658075200074
15838157.773718536	0.20010778884836627	20.367346938775512	52947.927371539605
14878772.769753583	0.2233767680568227	20.540816326530614	66972.2716316154
14016422.172856368	0.2490203512061103	20.714285714285715	84129.48269407131
13254462.233168647	0.2744118470167078	20.887755102040817	103672.26373341076
12509745.957773156	0.30524290427728984	21.06122448979592	129457.67458273
11835150.748294039	0.33914682342453756	21.23469387755102	160699.27251476145
11216480.422385328	0.37574782350087693	21.408163265306122	198221.51843300255
10638453.71134388	0.4148811528167964	21.581632653061224	243291.62806590568
10095515.077286702	0.4564233522831142	21.755102040816325	297209.9857473246
9579802.824297098	0.5002944134511944	21.928571428571427	361789.5491621181
9088316.786047801	0.5461763945212049	22.10204081632653	438833.1384219699
8619328.133626778	0.5938367315622041	22.275510204081634	530447.4179413118
8169427.0717340885	0.642924049824035	22.448979591836736	639272.4716099276
7737204.890950626	0.6928733331272828	22.622448979591837	768035.4341182339
7325948.235288063	0.7390803473057492	22.79591836734694	913787.1002170219
6918000.262907709	0.7890174287371946	22.96938775510204	1093930.1931947854
6528571.133446171	0.8387581238656421	23.142857142857142	1305708.1358173685
6154261.302706689	0.887800922358018	23.316326530612244	1555210.2947858684
5795744.100238393	0.9352222037414825	23.489795918367346	1847140.1319198252
5451569.567983199	0.980659703982255	23.663265306122447	2189045.94314512
5121307.096644146	1.0239475404905696	23.836734693877553	2589822.4498316622
4804900.97576569	1.0646020939597198	24.010204081632654	3058754.2818301213
4503985.7136615515	1.1019573705147123	24.183673469387756	3603025.123411571
4217466.059758473	1.1344307936298974	24.357142857142858	4229997.319934761
3941953.3596557262	1.1640504137300227	24.53061224489796	4967985.466981178
3678169.4915991453	1.191158262982982	24.70408163265306	5838493.800085414
3427220.8312697983	1.2156234532163863	24.877551020408163	6862306.369898128
3189226.6843723375	1.237269687567255	25.051020408163264	8065031.946386808
2963436.597561609	1.2567054244004388	25.224489795918366	9486550.30760887
2749531.1288947426	1.2741144859840239	25.39795918367347	11171378.32926227
2547782.5031931726	1.2896224551327204	25.57142857142857	13167353.892586922
2357690.591276257	1.303380780084538	25.744897959183675	15538116.575799635
2191965.403921114	1.3068293147927716	25.918367346938776	18021727.757190626
2021619.0315992227	1.3117313424073813	26.091836734693878	21262950.177476015
1866848.7236879596	1.3155307841630135	26.26530612244898	25002777.317173995
1720224.2152036019	1.317652491072636	26.43877551020408	29488823.94206043
1581976.2113715478	1.319456903075341	26.612244897959183	34908761.55169417
1452624.7545126176	1.3212201146483267	26.785714285714285	41448644.4571644
1329682.5197782028	1.3244961546006557	26.959183673469386	49577594.74968053
1218400.8432376906	1.3275845147945622	27.132653061224488	59168712.98668788
1114575.1466187702	1.3298232081128887	27.306122448979593	70803100.81060658
1018936.9819910363	1.3322718520306474	27.479591836734695	84845337.00779647
931767.1749273553	1.3336613122285872	27.653061224489797	101531551.81210202
851162.0221317573	1.3342545440989777	27.8265306122449	121677121.37715815
781952.3219050942	1.3308959058356125	28.0	143749030.4561767
