R	M	log_10_P0	g_surf_(m/s^2)
76476894.29372567	0.1880683096311697	20.0	2134.334532627651
34242110.09546901	0.2225056463306713	20.416666666666668	12595.696047929312
21852470.772678226	0.2780491355161492	20.833333333333332	38646.89787905884
16138429.993107239	0.35078075940812686	21.25	89391.41724187556
12822755.602699472	0.44011386156273186	21.666666666666668	177651.4642252488
10592960.845352938	0.5447707299523207	22.083333333333332	322198.532288652
8935536.194045322	0.6590953830213481	22.5	547801.1012082975
7604429.144674987	0.7783701543132696	22.916666666666668	893165.8517169068
6489306.957776832	0.8958156119705932	23.333333333333332	1411417.0530319705
5533543.370606621	1.0026508478960259	23.75	2172306.349956133
4696355.674974544	1.0957229013261125	24.166666666666668	3295261.2681913166
3964524.1058830796	1.1737127937462295	24.583333333333336	4952337.478357949
3331697.7249038317	1.234003173158683	25.0	7370893.841952684
2783277.6800889745	1.271785019122147	25.416666666666668	10882395.685169486
2303471.1650021216	1.3004386159879782	25.833333333333336	16240892.814718148
1892645.0300001942	1.3223095612630038	26.25	24451642.431157246
1554041.67963231	1.3345788832711432	26.666666666666668	36586954.03659471
1272290.6996124117	1.3207321418217737	27.083333333333336	53990667.698528856
1026411.4463360063	1.3106533251303476	27.5	82264796.08693409
821531.9574703209	1.3054648485569336	27.916666666666668	127785996.88539666
654687.1311386337	1.3028073983633937	28.333333333333336	200568410.1583358
520353.41365118185	1.3004446088866648	28.75	316437058.9024753
437182.1294324754	1.2438084022479765	29.166666666666668	428325245.04447544
358763.5698227297	1.1524411688419036	29.583333333333336	588669753.7284043
284173.1614666354	1.0782751526510677	30.0	876351625.1482172
