# r[m]	m[Msun]	rho[g/cm^3]	P[Pa]	ne[pm^-3]	np[pm^-3]	muF_e[MeV]	B
5.011872336272724970e-06	4.641755296081297312e-31	1.750767255457882568e+12	1.000000000000000020e+30	5.114500770392038976e+05	8.654048533007866354e+04	4.831679945567544365e+01	9.367353669322017184e-01
5.093390887848480412e-06	4.871954936674736639e-31	1.750767255457882568e+12	1.000000000000000020e+30	5.114500770392038976e+05	8.654048533007866354e+04	4.831679945567544365e+01	9.367353669322017184e-01
5.176235345952803099e-06	5.113570921118547047e-31	1.750767255457882568e+12	1.000000000000000020e+30	5.114500770392038976e+05	8.654048533007866354e+04	4.831679945567544365e+01	9.367353669322017184e-01
5.260427276573896070e-06	5.367169422785400421e-31	1.750767255457882568e+12	1.000000000000000020e+30	5.114500770392038976e+05	8.654048533007866354e+04	4.831679945567544365e+01	9.367353669322017184e-01
5.345988596472720476e-06	5.633344693414672133e-31	1.750767255457882568e+12	1.000000000000000020e+30	5.114500770392038976e+05	8.654048533007866354e+04	4.831679945567544365e+01	9.367353669322017184e-01
5.432941578888282555e-06	5.912720455609160530e-31	1.750767255457882568e+12	1.000000000000000020e+30	5.114500770392038976e+05	8.654048533007866354e+04	4.831679945567544365e+01	9.367353669322017184e-01
5.521308859335820641e-06	6.205951364390540428e-31	1.750767255457882568e+12	1.000000000000000020e+30	5.114500770392038976e+05	8.654048533007866354e+04	4.831679945567544365e+01	9.367353669322017184e-01
5.611113441499254240e-06	6.513724541237915029e-31	1.750767255457882568e+12	1.000000000000000020e+30	5.114500770392038976e+05	8.654048533007866354e+04	4.831679945567544365e+01	9.367353669322017184e-01
5.702378703219464714e-06	6.836761184204277654e-31	1.750767255457882568e+12	1.000000000000000020e+30	5.114500770392038976e+05	8.654048533007866354e+04	4.831679945567544365e+01	9.367353669322017184e-01
5.795128402580041504e-06	7.175818257884070340e-31	1.750767255457882568e+12	1.000000000000000020e+30	5.114500770392038976e+05	8.654048533007866354e+04	4.831679945567544365e+01	9.367353669322017184e-01
5.889386684091891507e-06	7.531690267191263277e-31	1.750767255457882568e+12	1.000000000000000020e+30	5.114500770392038976e+05	8.654048533007866354e+04	4.831679945567544365e+01	9.367353669322017184e-01
5.985178084978561502e-06	7.905211119105246799e-31	1.750767255457882568e+12	1.000000000000000020e+30	5.114500770392038976e+05	8.654048533007866354e+04	4.831679945567544365e+01	9.367353669322017184e-01
6.082527541563733095e-06	8.297256076746505670e-31	1.750767255457882568e+12	1.000000000000000020e+30	5.114500770392038976e+05	8.654048533007866354e+04	4.831679945567544365e+01	9.367353669322017184e-01
6.181460395762610479e-06	8.708743810361209017e-31	1.750767255457882568e+12	1.000000000000000020e+30	5.114500770392038976e+05	8.654048533007866354e+04	4.831679945567544365e+01	9.367353669322017184e-01
6.282002401678948449e-06	9.140638550020999716e-31	1.750767255457882568e+12	1.000000000000000020e+30	5.114500770392038976e+05	8.654048533007866354e+04	4.831679945567544365e+01	9.367353669322017184e-01
6.384179732309266516e-06	9.593952345081623396e-31	1.750767255457882568e+12	1.000000000000000020e+30	5.114500770392038976e+05	8.654048533007866354e+04	4.831679945567544365e+01	9.367353669322017184e-01
6.488018986356225231e-06	1.006974743569591619e-30	1.750767255457882568e+12	1.000000000000000020e+30	5.114500770392038976e+05	8.654048533007866354e+04	4.831679945567544365e+01	9.367353669322017184e-01
6.593547195152759692e-06	1.056913874193751863e-30	1.750767255457882568e+12	1.000000000000000020e+30	5.114500770392038976e+05	8.654048533007866354e+04	4.831679945567544365e+01	9.367353669322017184e-01
6.700791829698837943e-06	1.109329647636826603e-30	1.750767255457882568e+12	1.000000000000000020e+30	5.114500770392038976e+05	8.654048533007866354e+04	4.831679945567544365e+01	9.367353669322017184e-01
6.809780807812741611e-06	1.164344888617158451e-30	1.750767255457882568e+12	1.000000000000000020e+30	5.114500770392038976e+05	8.654048533007866354e+04	4.831679945567544365e+01	9.367353669322017184e-01
6.920542501398518807e-06	1.222088513127644482e-30	1.750767255457882568e+12	1.000000000000000020e+30	5.114500770392038976e+05	8.654048533007866354e+04	4.831679945567544365e+01	9.367353669322017184e-01
7.033105743831787863e-06	1.282695830521746399e-30	1.750767255457882568e+12	1.000000000000000020e+30	5.114500770392038976e+05	8.654048533007866354e+04	4.831679945567544365e+01	9.367353669322017184e-01
7.147499837465600362e-06	1.346308860580890473e-30	1.750767255457882568e+12	1.000000000000000020e+30	5.114500770392038976e+05	8.654048533007866354e+04	4.831679945567544365e+01	9.367353669322017184e-01
7.263754561258381939e-06	1.413076666306256017e-30	1.750767255457882568e+12	1.000000000000000020e+30	5.114500770392038976e+05	8.654048533007866354e+04	4.831679945567544365e+01	9.367353669322017184e-01
7.381900178526026105e-06	1.483155703214835590e-30	1.750767255457882568e+12	1.000000000000000020e+30	5.114500770392038976e+05	8.654048533007866354e+04	4.831679945567544365e+01	9.367353669322017184e-01
7.501967444819918980e-06	1.556710185958120689e-30	1.750767255457882568e+12	1.000000000000000020e+30	5.114500770392038976e+05	8.654048533007866354e+04	4.831679945567544365e+01	9.367353669322017184e-01
7.623987615933254809e-06	1.633912473122685102e-30	1.750767255457882568e+12	1.000000000000000020e+30	5.114500770392038976e+05	8.654048533007866354e+04	4.831679945567544365e+01	9.367353669322017184e-01
7.747992456037496381e-06	1.714943471114223537e-30	1.750767255457882568e+12	1.000000000000000020e+30	5.114500770392038976e+05	8.654048533007866354e+04	4.831679945567544365e+01	9.367353669322017184e-01
7.874014245951182659e-06	1.799993058071509297e-30	1.750767255457882568e+12	1.000000000000000020e+30	5.114500770392038976e+05	8.654048533007866354e+04	4.831679945567544365e+01	9.367353669322017184e-01
8.002085791543296913e-06	1.889260528803661475e-30	1.750767255457882568e+12	1.000000000000000020e+30	5.114500770392038976e+05	8.654048533007866354e+04	4.831679945567544365e+01	9.367353669322017184e-01
8.132240432273165544e-06	1.982955061793182974e-30	1.750767255457882568e+12	1.000000000000000020e+30	5.114500770392038976e+05	8.654048533007866354e+04	4.831679945567544365e+01	9.367353669322017184e-01
8.264512049869418553e-06	2.081296209359299406e-30	1.750767255457882568e+12	1.000000000000000020e+30	5.114500770392038976e+05	8.654048533007866354e+04	4.831679945567544365e+01	9.367353669322017184e-01
8.398935077150030117e-06	2.184514412130022534e-30	1.750767255457882568e+12	1.000000000000000020e+30	5.114500770392038976e+05	8.654048533007866354e+04	4.831679945567544365e+01	9.367353669322017184e-01
8.535544506985838075e-06	2.292851539028560083e-30	1.750767255457882568e+12	1.000000000000000020e+30	5.114500770392038976e+05	8.654048533007866354e+04	4.831679945567544365e+01	9.367353669322017184e-01
8.674375901409834400e-06	2.406561454039378585e-30	1.750767255457882568e+12	1.000000000000000020e+30	5.114500770392038976e+05	8.654048533007866354e+04	4.831679945567544365e+01	9.367353669322017184e-01
8.815465400874708459e-06	2.525910611082099718e-30	1.750767255457882568e+12	1.000000000000000020e+30	5.114500770392038976e+05	8.654048533007866354e+04	4.831679945567544365e+01	9.367353669322017184e-01
8.958849733660791134e-06	2.651178678386970000e-30	1.750767255457882568e+12	1.000000000000000020e+30	5.114500770392038976e+05	8.654048533007866354e+04	4.831679945567544365e+01	9.367353669322017184e-01
9.104566225437195020e-06	2.782659193835274912e-30	1.750767255457882568e+12	1.000000000000000020e+30	5.114500770392038976e+05	8.654048533007866354e+04	4.831679945567544365e+01	9.367353669322017184e-01
9.252652808978376696e-06	2.920660252800123313e-30	1.750767255457882568e+12	1.000000000000000020e+30	5.114500770392038976e+05	8.654048533007866354e+04	4.831679945567544365e+01	9.367353669322017184e-01
9.403148034038738402e-06	3.065505230099475118e-30	1.750767255457882568e+12	1.000000000000000020e+30	5.114500770392038976e+05	8.654048533007866354e+04	4.831679945567544365e+01	9.367353669322017184e-01
9.556091077387945753e-06	3.217533537753255240e-30	1.750767255457882568e+12	1.000000000000000020e+30	5.114500770392038976e+05	8.654048533007866354e+04	4.831679945567544365e+01	9.367353669322017184e-01
9.711521753009263712e-06	3.377101420319885081e-30	1.750767255457882568e+12	1.000000000000000020e+30	5.114500770392038976e+05	8.654048533007866354e+04	4.831679945567544365e+01	9.367353669322017184e-01
9.869480522463977098e-06	3.544582789676331637e-30	1.750767255457882568e+12	1.000000000000000020e+30	5.114500770392038976e+05	8.654048533007866354e+04	4.831679945567544365e+01	9.367353669322017184e-01
1.003000850542427916e-05	3.720370101197480140e-30	1.750767255457882568e+12	1.000000000000000020e+30	5.114500770392038976e+05	8.654048533007866354e+04	4.831679945567544365e+01	9.367353669322017184e-01
1.019314749037748614e-05	3.904875273388083164e-30	1.750767255457882568e+12	1.000000000000000020e+30	5.114500770392038976e+05	8.654048533007866354e+04	4.831679945567544365e+01	9.367353669322017184e-01
1.035893994550446105e-05	4.098530653122345205e-30	1.750767255457882568e+12	1.000000000000000020e+30	5.114500770392038976e+05	8.654048533007866354e+04	4.831679945567544365e+01	9.367353669322017184e-01
