xWS	rho[g/cm^3]	n_e[pm^-3]	P[N/m^2]	mu_F_e[MeV]
1.00000e-03	5.65448e+23	1.20788e+07	1.16632e+38	1.39557e+02
1.12291e-03	3.99354e+23	1.20788e+07	8.23726e+37	1.39557e+02
1.26093e-03	2.82049e+23	1.20788e+07	5.81766e+37	1.39557e+02
1.41591e-03	1.99200e+23	1.20788e+07	4.10879e+37	1.39557e+02
1.58993e-03	1.40687e+23	1.20788e+07	2.90188e+37	1.39557e+02
1.78535e-03	9.93620e+22	1.20788e+07	2.04949e+37	1.39557e+02
2.00479e-03	7.01756e+22	1.20788e+07	1.44748e+37	1.39557e+02
2.25120e-03	4.95623e+22	1.20788e+07	1.02230e+37	1.39557e+02
2.52789e-03	3.50039e+22	1.20788e+07	7.22013e+36	1.39557e+02
2.83860e-03	2.47219e+22	1.20788e+07	5.09932e+36	1.39557e+02
3.18749e-03	1.74602e+22	1.20788e+07	3.60147e+36	1.39557e+02
3.57926e-03	1.23314e+22	1.20788e+07	2.54360e+36	1.39557e+02
4.01918e-03	8.70922e+21	1.20788e+07	1.79647e+36	1.39557e+02
4.51318e-03	6.15098e+21	1.20788e+07	1.26880e+36	1.39557e+02
5.06789e-03	4.34420e+21	1.20788e+07	8.96122e+35	1.39557e+02
5.69079e-03	3.06814e+21	1.20788e+07	6.32916e+35	1.39557e+02
6.39024e-03	2.16691e+21	1.20788e+07	4.47024e+35	1.39557e+02
7.17566e-03	1.53041e+21	1.20788e+07	3.15736e+35	1.39557e+02
8.05762e-03	1.08087e+21	1.20788e+07	2.23012e+35	1.39557e+02
9.04798e-03	7.63375e+20	1.20788e+07	1.57525e+35	1.39557e+02
1.01601e-02	5.39142e+20	1.20788e+07	1.11274e+35	1.39557e+02
1.14088e-02	3.80775e+20	1.20788e+07	7.86081e+34	1.39557e+02
1.28111e-02	2.68927e+20	1.20788e+07	5.55378e+34	1.39557e+02
1.43857e-02	1.89933e+20	1.20788e+07	3.92441e+34	1.39557e+02
1.61538e-02	1.34142e+20	1.20788e+07	2.77365e+34	1.39557e+02
1.81393e-02	9.47394e+19	1.20788e+07	1.96091e+34	1.39557e+02
2.03688e-02	6.69108e+19	1.20788e+07	1.38691e+34	1.39557e+02
2.28723e-02	4.72565e+19	1.20788e+07	9.81510e+33	1.39556e+02
2.56836e-02	3.33755e+19	1.20788e+07	6.95193e+33	1.39556e+02
2.88403e-02	2.35718e+19	1.20787e+07	4.92979e+33	1.39556e+02
3.23851e-02	1.66479e+19	1.20787e+07	3.50162e+33	1.39556e+02
3.63655e-02	1.17577e+19	1.20787e+07	2.49297e+33	1.39556e+02
4.08352e-02	8.30404e+18	1.20787e+07	1.78059e+33	1.39556e+02
4.58542e-02	5.86483e+18	1.20786e+07	1.27747e+33	1.39556e+02
5.14901e-02	4.14210e+18	1.20786e+07	9.22130e+32	1.39556e+02
5.78188e-02	2.92541e+18	1.20785e+07	6.71169e+32	1.39555e+02
6.49253e-02	2.06610e+18	1.20784e+07	4.93925e+32	1.39555e+02
7.29052e-02	1.45921e+18	1.20783e+07	3.68744e+32	1.39555e+02
8.18660e-02	1.03058e+18	1.20782e+07	2.80333e+32	1.39554e+02
9.19281e-02	7.27862e+17	1.20781e+07	2.17891e+32	1.39554e+02
1.03227e-01	5.14062e+17	1.20779e+07	1.73790e+32	1.39553e+02
1.15915e-01	3.63063e+17	1.20776e+07	1.42642e+32	1.39552e+02
1.30162e-01	2.56418e+17	1.20773e+07	1.20643e+32	1.39551e+02
1.46160e-01	1.81099e+17	1.20769e+07	1.05104e+32	1.39549e+02
1.64124e-01	1.27904e+17	1.20764e+07	9.41283e+31	1.39547e+02
1.84297e-01	9.03341e+16	1.20758e+07	8.63743e+31	1.39545e+02
2.06948e-01	6.38002e+16	1.20750e+07	8.08954e+31	1.39542e+02
2.32384e-01	4.50603e+16	1.20740e+07	7.70225e+31	1.39538e+02
2.60947e-01	3.18258e+16	1.50156e+07	9.71432e+31	1.50095e+02
2.93020e-01	2.24953e+16	6.22505e+07	6.07888e+32	2.41430e+02
3.29034e-01	1.58934e+16	6.22498e+07	6.06517e+32	2.41429e+02
3.69476e-01	1.12308e+16	6.22489e+07	6.05544e+32	2.41427e+02
4.14888e-01	7.93779e+15	6.22477e+07	6.04850e+32	2.41426e+02
4.65882e-01	5.61205e+15	6.22463e+07	6.04352e+32	2.41424e+02
5.23143e-01	3.96947e+15	6.22445e+07	6.03989e+32	2.41422e+02
5.87443e-01	2.80938e+15	6.22422e+07	6.03721e+32	2.41419e+02
6.59645e-01	1.99005e+15	6.22393e+07	6.03514e+32	2.41415e+02
7.40722e-01	1.41139e+15	6.22357e+07	6.03348e+32	2.41410e+02
8.31764e-01	1.00271e+15	6.22311e+07	6.03205e+32	2.41404e+02
9.33996e-01	7.14068e+14	6.22253e+07	6.03071e+32	2.41397e+02
1.04879e+00	5.12417e+14	6.72846e+07	6.69260e+32	2.47783e+02
1.17770e+00	3.68442e+14	6.72821e+07	6.69197e+32	2.47780e+02
1.32245e+00	2.66757e+14	6.72789e+07	6.69134e+32	2.47776e+02
1.48499e+00	1.85597e+14	4.46964e+07	3.87892e+32	2.16136e+02
1.66751e+00	1.30164e+14	3.17965e+07	2.46334e+32	1.92888e+02
1.87247e+00	9.14322e+13	2.28966e+07	1.58995e+32	1.72837e+02
2.10261e+00	6.42590e+13	1.65103e+07	1.02809e+32	1.54935e+02
2.36104e+00	4.51772e+13	1.18995e+07	6.64359e+31	1.38860e+02
2.65124e+00	3.17714e+13	8.56802e+06	4.28753e+31	1.24407e+02
2.97710e+00	2.23497e+13	6.16154e+06	2.76242e+31	1.11406e+02
3.34301e+00	1.57260e+13	4.42461e+06	1.77641e+31	9.97097e+01
3.75390e+00	1.10681e+13	3.17238e+06	1.13997e+31	8.91897e+01
4.21529e+00	7.68695e+12	1.48769e+06	4.15400e+30	6.91799e+01
4.73339e+00	5.41790e+12	1.04784e+06	2.60329e+30	6.14958e+01
5.31517e+00	3.81973e+12	7.40373e+05	1.63837e+30	5.47174e+01
5.96846e+00	2.69351e+12	5.23378e+05	1.03177e+30	4.86879e+01
6.70204e+00	1.89967e+12	3.69963e+05	6.49714e+29	4.33161e+01
7.52578e+00	1.33999e+12	2.61482e+05	4.09056e+29	3.85291e+01
8.45078e+00	9.45331e+11	1.84784e+05	2.57491e+29	3.42636e+01
9.48946e+00	6.68668e+11	1.60588e+05	2.13519e+29	3.26746e+01
1.06558e+01	4.72731e+11	1.32870e+05	1.65837e+29	3.06440e+01
1.19655e+01	3.33493e+11	9.49088e+04	1.05890e+29	2.73397e+01
1.34362e+01	2.35238e+11	6.65305e+04	6.59382e+28	2.42305e+01
1.50876e+01	1.65987e+11	4.74758e+04	4.20462e+28	2.15996e+01
1.69420e+01	1.17113e+11	3.32873e+04	2.61891e+28	1.91331e+01
1.90244e+01	8.26405e+10	2.33551e+04	1.63267e+28	1.69461e+01
