R	M	log_10_P0	g_surf_(m/s^2)
603513369.6933726	1.8834415695793372	20.0	343.2297055561405
212370646.54658198	0.3201353351149969	20.416666666666668	471.14350768860214
46065117.15265745	0.2987133936536652	20.833333333333332	9343.563198054124
24249223.00585795	0.3635204198397628	21.25	41032.16515550786
16471262.578411533	0.4488106756151246	21.666666666666668	109795.60319007294
12491070.069425812	0.551052507018317	22.083333333333332	234394.5999804471
10015541.836516114	0.6638222898078038	22.5	439165.6880200208
8254037.624656754	0.7820333289616531	22.916666666666668	761695.3656215455
6896038.323004419	0.8987192364334933	23.333333333333332	1253914.669721408
5795722.551328835	1.00498683240793	23.75	1984875.1029588708
4868929.046197051	1.0976086740381592	24.166666666666668	3071155.6978458734
4079383.3693805076	1.1752360401663962	24.583333333333336	4683567.703915268
3408692.230367562	1.235237488509587	25.0	7048881.776812618
2835724.1081088735	1.2727760890239397	25.416666666666668	10492001.562458618
2338550.7058653426	1.30122812858753	25.833333333333336	15767248.526327759
1915919.7131642003	1.3229341124975973	26.25	23873018.28739667
1569748.4029104016	1.3350791878135209	26.666666666666668	35872768.86247671
1283122.0454820304	1.3211275678161885	27.083333333333336	53100224.60771438
1033479.10992647	1.3109625608620579	27.5	81164647.99962743
826063.2975556494	1.305704011936878	27.916666666666668	126414227.49143896
657574.183017828	1.3029945008028836	28.333333333333336	198844648.41265082
522151.9643346581	1.3005896551694327	28.75	314303724.0896171
438571.1115752314	1.2439293334527532	29.166666666666668	425668933.3717376
359707.5292236778	1.1525344948995757	29.583333333333336	585645876.1420965
284824.70487035107	1.0783453058246348	30.0	872425596.418562
