R	M	log_10_P0
10507220.943004765	0.4032936658887012	21.5
9566110.771978932	0.48918194928649034	21.854166666666668
8672104.535586892	0.5841062925548248	22.208333333333332
7821286.825855751	0.6854448675059563	22.5625
7015755.794457866	0.7894220067204435	22.916666666666668
6257759.39154247	0.891687007769127	23.270833333333332
5549189.830808669	0.9881194420055692	23.625
4891311.258528915	1.0752606489536431	23.979166666666668
4285327.114374416	1.1507557838757123	24.333333333333332
3732436.0628637257	1.2140033388342613	24.6875
3232186.160728656	1.264985923906726	25.041666666666668
2783353.2070804383	1.3047296425074335	25.395833333333332
2383636.348871174	1.3346886330107246	25.75
2030641.2963781774	1.3563905975085901	26.104166666666668
1721201.9976815535	1.371325006068662	26.458333333333336
1451948.6927078918	1.38076147913712	26.8125
1219396.0813190895	1.3858463796802474	27.166666666666668
1020030.2240692632	1.3874791117088883	27.520833333333336
850119.9130040628	1.3860818462677031	27.875
706096.0687965759	1.3821035486868887	28.229166666666668
584820.4756621309	1.3756274560342878	28.583333333333336
483156.11542474094	1.3667450280966915	28.9375
398290.6294353076	1.3553054578889545	29.291666666666668
327671.9070540004	1.3410148116300702	29.645833333333336
269187.6631811754	1.3235603620907985	30.0
