R	M	log_10_P0	g_surf_(m/s^2)
10137973.63757285	0.3923878397539441	21.5	253381.01786166846
9267369.860072272	0.477551048638625	21.854166666666668	369021.1055551831
8431011.328389375	0.571425399167886	22.208333333333332	533486.8787681139
7625716.157046207	0.6710511907936692	22.5625	765758.7662380028
6853541.787649585	0.7734355049148645	22.916666666666668	1092596.1775668252
6123291.46641787	0.8743687267026018	23.270833333333332	1547219.8375067497
5437790.647406962	0.9684604999278669	23.625	2172795.7507027932
4796676.936753794	1.052458882022675	23.979166666666668	3034262.288768585
4203572.066087464	1.1261412710633023	24.333333333333332	4226905.5987273995
3661827.100285116	1.188448257629838	24.6875	5877309.143542783
3176136.689733365	1.2364812440862551	25.041666666666668	8126432.384749675
2738244.84177963	1.2685302758154304	25.395833333333332	11214296.512682656
2342832.809109289	1.2939394033945244	25.75	15621858.540758494
1992361.4322487405	1.3142475770257158	26.104166666666668	21933317.32072196
1685610.3467327703	1.3300833251878528	26.458333333333336	30999981.965353645
1433676.97882213	1.329038686061547	26.8125	42801063.11131402
1206461.1327371318	1.3176350437923185	27.166666666666668	59892925.650152534
1005745.4056035342	1.3097858052893232	27.520833333333336	85617126.77862847
833717.5993884584	1.3054163838214594	27.875	124081815.6497454
688650.4094680609	1.303035586699749	28.229166666666668	181357196.08479878
567498.1643869649	1.3012045066508982	28.583333333333336	266363961.94801533
474980.8850453034	1.2880141927990534	28.9375	375911712.284043
412249.8999700053	1.2153606992415478	29.291666666666668	470539078.1214916
345725.13059713354	1.1398857332477839	29.645833333333336	626843551.1171013
283220.9057227433	1.0781569289077597	30.0	882125279.9843504
