# M/Msun	Teff_K	Tcore_K
# 
7.50000e-01	4.54018e+04	6.01542e+07
7.50000e-01	4.65073e+04	6.07774e+07
7.50000e-01	4.76477e+04	6.14043e+07
7.50000e-01	4.88265e+04	6.20379e+07
7.50000e-01	5.00391e+04	6.26796e+07
7.50000e-01	5.12895e+04	6.33314e+07
7.50000e-01	5.25671e+04	6.39895e+07
7.50000e-01	5.38890e+04	6.46562e+07
7.50000e-01	5.52552e+04	6.53334e+07
7.50000e-01	5.66589e+04	6.60207e+07
7.50000e-01	5.81057e+04	6.67198e+07
7.50000e-01	5.95898e+04	6.74300e+07
7.50000e-01	6.11262e+04	6.81561e+07
7.50000e-01	6.26886e+04	6.88943e+07
7.50000e-01	6.43093e+04	6.96513e+07
7.50000e-01	6.59496e+04	7.04208e+07
7.50000e-01	6.76446e+04	7.12079e+07
7.50000e-01	6.94336e+04	7.20382e+07
7.50000e-01	7.13709e+04	7.29449e+07
7.50000e-01	7.35054e+04	7.39408e+07
7.50000e-01	7.58517e+04	7.50416e+07
7.50000e-01	7.84432e+04	7.62681e+07
7.50000e-01	8.13258e+04	7.76469e+07
7.50000e-01	8.45722e+04	7.92142e+07
7.50000e-01	8.83024e+04	8.10168e+07
7.50000e-01	9.25984e+04	8.31189e+07
7.50000e-01	9.75667e+04	8.56166e+07
7.50000e-01	1.03375e+05	8.86533e+07
7.50000e-01	1.10207e+05	9.24392e+07
7.50000e-01	1.18304e+05	9.73287e+07
7.50000e-01	1.28016e+05	1.03949e+08
7.50000e-01	1.40041e+05	1.13404e+08
8.00000e-01	1.49559e+03	7.44893e+04
8.00000e-01	1.53831e+03	7.93721e+04
8.00000e-01	1.58331e+03	8.46317e+04
8.00000e-01	1.63083e+03	9.03177e+04
8.00000e-01	1.68121e+03	9.65002e+04
8.00000e-01	1.73413e+03	1.03156e+05
8.00000e-01	1.78986e+03	1.10348e+05
8.00000e-01	1.84888e+03	1.18173e+05
8.00000e-01	1.91163e+03	1.26699e+05
8.00000e-01	1.96572e+03	1.34244e+05
8.00000e-01	2.01949e+03	1.41906e+05
8.00000e-01	2.07847e+03	1.50477e+05
8.00000e-01	2.13695e+03	1.59188e+05
8.00000e-01	2.20446e+03	1.69469e+05
8.00000e-01	2.27501e+03	1.80499e+05
8.00000e-01	2.34120e+03	1.91179e+05
8.00000e-01	2.42350e+03	2.04702e+05
8.00000e-01	2.49533e+03	2.17008e+05
8.00000e-01	2.58215e+03	2.32145e+05
8.00000e-01	2.65986e+03	2.46359e+05
8.00000e-01	2.74500e+03	2.62286e+05
8.00000e-01	2.83758e+03	2.80114e+05
8.00000e-01	2.92198e+03	2.97286e+05
8.00000e-01	3.01195e+03	3.16127e+05
8.00000e-01	3.10255e+03	3.35938e+05
8.00000e-01	3.19332e+03	3.56667e+05
8.00000e-01	3.28285e+03	3.78071e+05
8.00000e-01	3.37568e+03	4.01155e+05
8.00000e-01	3.46083e+03	4.23840e+05
8.00000e-01	3.54876e+03	4.48006e+05
8.00000e-01	3.63579e+03	4.73033e+05
8.00000e-01	3.72150e+03	4.98945e+05
8.00000e-01	3.80473e+03	5.25563e+05
8.00000e-01	3.88445e+03	5.52847e+05
8.00000e-01	3.96472e+03	5.81981e+05
8.00000e-01	4.03935e+03	6.11346e+05
8.00000e-01	4.11636e+03	6.42620e+05
8.00000e-01	4.19444e+03	6.75398e+05
8.00000e-01	4.27344e+03	7.09712e+05
8.00000e-01	4.35252e+03	7.45473e+05
8.00000e-01	4.43059e+03	7.82633e+05
8.00000e-01	4.50662e+03	8.21240e+05
8.00000e-01	4.58239e+03	8.62575e+05
8.00000e-01	4.65353e+03	9.05380e+05
8.00000e-01	4.72573e+03	9.51299e+05
8.00000e-01	4.79994e+03	1.00006e+06
8.00000e-01	4.87637e+03	1.05153e+06
8.00000e-01	4.95522e+03	1.10649e+06
8.00000e-01	5.03101e+03	1.16337e+06
8.00000e-01	5.10654e+03	1.22435e+06
8.00000e-01	5.17835e+03	1.28821e+06
8.00000e-01	5.25057e+03	1.35755e+06
8.00000e-01	5.32139e+03	1.43072e+06
8.00000e-01	5.39425e+03	1.50940e+06
8.00000e-01	5.46526e+03	1.59158e+06
8.00000e-01	5.53578e+03	1.67995e+06
8.00000e-01	5.60588e+03	1.77416e+06
8.00000e-01	5.67664e+03	1.87339e+06
8.00000e-01	5.75048e+03	1.97992e+06
8.00000e-01	5.82271e+03	2.08835e+06
8.00000e-01	5.89687e+03	2.20176e+06
8.00000e-01	5.95685e+03	2.29235e+06
8.00000e-01	5.99926e+03	2.35416e+06
8.00000e-01	6.04053e+03	2.41278e+06
8.00000e-01	6.08287e+03	2.47134e+06
8.00000e-01	6.12630e+03	2.52976e+06
8.00000e-01	6.16994e+03	2.58652e+06
8.00000e-01	6.21740e+03	2.64423e+06
8.00000e-01	6.26523e+03	2.70049e+06
8.00000e-01	6.31713e+03	2.75647e+06
8.00000e-01	6.37359e+03	2.81331e+06
8.00000e-01	6.43248e+03	2.86932e+06
8.00000e-01	6.50020e+03	2.92921e+06
8.00000e-01	6.56526e+03	2.98761e+06
8.00000e-01	6.64225e+03	3.05278e+06
8.00000e-01	6.71749e+03	3.11593e+06
8.00000e-01	6.79855e+03	3.18302e+06
8.00000e-01	6.89367e+03	3.26088e+06
8.00000e-01	6.99385e+03	3.34170e+06
8.00000e-01	7.10478e+03	3.43485e+06
8.00000e-01	7.22147e+03	3.53371e+06
8.00000e-01	7.34006e+03	3.63224e+06
8.00000e-01	7.46927e+03	3.74419e+06
8.00000e-01	7.59445e+03	3.85233e+06
8.00000e-01	7.72786e+03	3.96793e+06
8.00000e-01	7.85788e+03	4.08312e+06
8.00000e-01	8.00246e+03	4.21321e+06
8.00000e-01	8.14459e+03	4.34728e+06
8.00000e-01	8.28273e+03	4.47466e+06
8.00000e-01	8.42920e+03	4.61392e+06
8.00000e-01	8.57625e+03	4.76098e+06
8.00000e-01	8.71873e+03	4.89933e+06
8.00000e-01	8.86691e+03	5.05136e+06
8.00000e-01	9.01090e+03	5.19895e+06
8.00000e-01	9.15431e+03	5.33909e+06
8.00000e-01	9.30019e+03	5.46967e+06
8.00000e-01	9.45421e+03	5.58228e+06
8.00000e-01	9.61556e+03	5.74661e+06
8.00000e-01	9.78079e+03	5.91714e+06
8.00000e-01	9.91842e+03	6.06091e+06
8.00000e-01	1.00052e+04	6.15235e+06
8.00000e-01	1.00921e+04	6.24446e+06
8.00000e-01	1.01788e+04	6.33702e+06
8.00000e-01	1.02651e+04	6.42984e+06
8.00000e-01	1.03510e+04	6.52271e+06
8.00000e-01	1.04363e+04	6.61543e+06
8.00000e-01	1.05206e+04	6.70775e+06
8.00000e-01	1.06041e+04	6.79967e+06
8.00000e-01	1.06864e+04	6.89092e+06
8.00000e-01	1.07678e+04	6.98166e+06
8.00000e-01	1.08482e+04	7.07180e+06
8.00000e-01	1.09278e+04	7.16160e+06
8.00000e-01	1.10068e+04	7.25122e+06
8.00000e-01	1.10854e+04	7.34096e+06
8.00000e-01	1.11640e+04	7.43113e+06
8.00000e-01	1.12426e+04	7.52189e+06
8.00000e-01	1.13217e+04	7.61369e+06
8.00000e-01	1.14017e+04	7.70701e+06
8.00000e-01	1.14819e+04	7.80119e+06
8.00000e-01	1.15621e+04	7.89582e+06
8.00000e-01	1.16416e+04	7.99017e+06
8.00000e-01	1.17199e+04	8.08357e+06
8.00000e-01	1.17965e+04	8.17549e+06
8.00000e-01	1.18718e+04	8.26620e+06
8.00000e-01	1.19466e+04	8.35686e+06
8.00000e-01	1.20223e+04	8.44903e+06
8.00000e-01	1.20994e+04	8.54339e+06
8.00000e-01	1.21773e+04	8.63915e+06
8.00000e-01	1.22551e+04	8.73534e+06
8.00000e-01	1.23333e+04	8.83247e+06
8.00000e-01	1.24131e+04	8.93205e+06
8.00000e-01	1.24951e+04	9.03493e+06
8.00000e-01	1.25795e+04	9.14147e+06
8.00000e-01	1.26676e+04	9.25316e+06
8.00000e-01	1.27613e+04	9.37258e+06
8.00000e-01	1.28640e+04	9.50438e+06
8.00000e-01	1.29841e+04	9.65953e+06
8.00000e-01	1.31244e+04	9.84208e+06
8.00000e-01	1.32824e+04	1.00495e+07
8.00000e-01	1.34520e+04	1.02743e+07
8.00000e-01	1.36290e+04	1.05112e+07
8.00000e-01	1.38115e+04	1.07578e+07
8.00000e-01	1.39987e+04	1.10133e+07
8.00000e-01	1.41902e+04	1.12773e+07
8.00000e-01	1.43860e+04	1.15499e+07
8.00000e-01	1.45861e+04	1.18312e+07
8.00000e-01	1.47904e+04	1.21214e+07
8.00000e-01	1.49990e+04	1.24208e+07
8.00000e-01	1.52119e+04	1.27294e+07
8.00000e-01	1.54290e+04	1.30477e+07
8.00000e-01	1.56505e+04	1.33759e+07
8.00000e-01	1.58762e+04	1.37142e+07
8.00000e-01	1.61063e+04	1.40627e+07
8.00000e-01	1.63406e+04	1.44217e+07
8.00000e-01	1.65794e+04	1.47915e+07
8.00000e-01	1.68226e+04	1.51724e+07
8.00000e-01	1.70703e+04	1.55647e+07
8.00000e-01	1.73226e+04	1.59692e+07
8.00000e-01	1.75794e+04	1.63860e+07
8.00000e-01	1.78406e+04	1.68156e+07
8.00000e-01	1.81062e+04	1.72579e+07
8.00000e-01	1.83767e+04	1.77134e+07
8.00000e-01	1.86518e+04	1.81822e+07
8.00000e-01	1.89326e+04	1.86649e+07
8.00000e-01	1.92186e+04	1.91617e+07
8.00000e-01	1.95103e+04	1.96732e+07
8.00000e-01	1.98079e+04	2.02000e+07
8.00000e-01	2.01113e+04	2.07428e+07
8.00000e-01	2.04201e+04	2.13020e+07
8.00000e-01	2.07341e+04	2.18784e+07
8.00000e-01	2.10534e+04	2.24725e+07
8.00000e-01	2.13778e+04	2.30851e+07
8.00000e-01	2.17076e+04	2.37167e+07
8.00000e-01	2.20430e+04	2.43684e+07
8.00000e-01	2.23835e+04	2.50407e+07
8.00000e-01	2.27299e+04	2.57345e+07
8.00000e-01	2.30817e+04	2.64500e+07
8.00000e-01	2.34392e+04	2.71885e+07
8.00000e-01	2.38022e+04	2.79507e+07
8.00000e-01	2.41710e+04	2.87374e+07
8.00000e-01	2.45454e+04	2.95500e+07
8.00000e-01	2.49255e+04	3.03891e+07
8.00000e-01	2.53113e+04	3.12556e+07
8.00000e-01	2.57025e+04	3.21505e+07
8.00000e-01	2.60992e+04	3.30745e+07
8.00000e-01	2.65012e+04	3.40278e+07
8.00000e-01	2.69085e+04	3.50097e+07
8.00000e-01	2.73220e+04	3.60200e+07
8.00000e-01	2.77418e+04	3.70583e+07
8.00000e-01	2.81685e+04	3.81234e+07
8.00000e-01	2.86020e+04	3.92124e+07
8.00000e-01	2.90447e+04	4.03235e+07
8.00000e-01	2.94953e+04	4.14506e+07
8.00000e-01	2.99580e+04	4.25909e+07
8.00000e-01	3.04282e+04	4.37310e+07
8.00000e-01	3.09181e+04	4.48697e+07
8.00000e-01	3.14211e+04	4.59964e+07
8.00000e-01	3.19434e+04	4.71030e+07
8.00000e-01	3.24873e+04	4.81821e+07
8.00000e-01	3.30552e+04	4.92271e+07
8.00000e-01	3.36533e+04	5.02392e+07
8.00000e-01	3.42699e+04	5.12076e+07
8.00000e-01	3.49219e+04	5.21346e+07
8.00000e-01	3.56083e+04	5.30255e+07
8.00000e-01	3.63160e+04	5.38751e+07
8.00000e-01	3.70612e+04	5.46885e+07
8.00000e-01	3.78426e+04	5.54727e+07
8.00000e-01	3.86480e+04	5.62258e+07
8.00000e-01	3.94949e+04	5.69563e+07
8.00000e-01	4.03676e+04	5.76639e+07
8.00000e-01	4.12808e+04	5.83554e+07
8.00000e-01	4.22247e+04	5.90329e+07
8.00000e-01	4.32005e+04	5.96982e+07
8.00000e-01	4.42156e+04	6.03558e+07
8.00000e-01	4.52615e+04	6.10068e+07
8.00000e-01	4.63460e+04	6.16545e+07
8.00000e-01	4.74648e+04	6.23007e+07
8.00000e-01	4.86196e+04	6.29470e+07
8.00000e-01	4.98137e+04	6.35959e+07
8.00000e-01	5.10451e+04	6.42497e+07
8.00000e-01	5.23136e+04	6.49101e+07
8.00000e-01	5.36210e+04	6.55792e+07
8.00000e-01	5.49583e+04	6.62538e+07
8.00000e-01	5.63387e+04	6.69350e+07
8.00000e-01	5.77574e+04	6.76214e+07
8.00000e-01	5.92219e+04	6.83137e+07
8.00000e-01	6.07401e+04	6.90165e+07
8.00000e-01	6.22860e+04	6.97228e+07
8.00000e-01	6.38872e+04	7.04442e+07
8.00000e-01	6.55308e+04	7.11736e+07
8.00000e-01	6.72353e+04	7.19225e+07
8.00000e-01	6.91010e+04	7.27356e+07
8.00000e-01	7.11525e+04	7.36234e+07
8.00000e-01	7.34213e+04	7.45990e+07
8.00000e-01	7.59621e+04	7.56791e+07
8.00000e-01	7.87938e+04	7.68849e+07
8.00000e-01	8.19871e+04	7.82445e+07
8.00000e-01	8.56196e+04	7.97954e+07
8.00000e-01	8.97869e+04	8.15902e+07
8.00000e-01	9.47642e+04	8.37013e+07
8.00000e-01	1.00729e+05	8.62371e+07
8.00000e-01	1.07959e+05	8.93674e+07
8.00000e-01	1.16850e+05	9.33557e+07
8.00000e-01	1.28007e+05	9.86786e+07
8.00000e-01	1.42526e+05	1.06198e+08
8.50000e-01	1.46305e+03	6.36397e+04
8.50000e-01	1.50189e+03	6.78358e+04
8.50000e-01	1.54285e+03	7.22450e+04
8.50000e-01	1.58643e+03	7.69669e+04
8.50000e-01	1.63239e+03	8.20695e+04
8.50000e-01	1.68027e+03	8.75135e+04
8.50000e-01	1.73073e+03	9.33893e+04
8.50000e-01	1.78408e+03	9.97498e+04
8.50000e-01	1.84011e+03	1.06597e+05
8.50000e-01	1.89874e+03	1.13955e+05
8.50000e-01	1.96247e+03	1.22159e+05
8.50000e-01	2.02565e+03	1.30511e+05
8.50000e-01	2.08801e+03	1.38960e+05
8.50000e-01	2.15529e+03	1.48288e+05
8.50000e-01	2.21374e+03	1.56610e+05
8.50000e-01	2.27815e+03	1.65960e+05
8.50000e-01	2.34259e+03	1.75575e+05
8.50000e-01	2.40785e+03	1.85565e+05
8.50000e-01	2.49088e+03	1.98552e+05
8.50000e-01	2.57002e+03	2.11357e+05
8.50000e-01	2.64348e+03	2.23690e+05
8.50000e-01	2.72637e+03	2.37962e+05
8.50000e-01	2.81829e+03	2.54263e+05
8.50000e-01	2.89850e+03	2.69229e+05
8.50000e-01	2.98630e+03	2.86068e+05
8.50000e-01	3.08118e+03	3.04903e+05
8.50000e-01	3.16508e+03	3.22570e+05
8.50000e-01	3.25403e+03	3.41976e+05
8.50000e-01	3.34246e+03	3.62192e+05
8.50000e-01	3.42998e+03	3.83128e+05
8.50000e-01	3.51672e+03	4.04820e+05
8.50000e-01	3.60751e+03	4.28361e+05
8.50000e-01	3.68914e+03	4.51056e+05
8.50000e-01	3.77247e+03	4.75173e+05
8.50000e-01	3.85330e+03	5.00061e+05
8.50000e-01	3.93137e+03	5.25788e+05
8.50000e-01	4.00741e+03	5.52529e+05
8.50000e-01	4.08250e+03	5.80401e+05
8.50000e-01	4.16080e+03	6.10545e+05
8.50000e-01	4.23538e+03	6.40877e+05
8.50000e-01	4.31307e+03	6.73125e+05
8.50000e-01	4.39081e+03	7.06724e+05
8.50000e-01	4.46726e+03	7.41706e+05
8.50000e-01	4.54149e+03	7.78269e+05
8.50000e-01	4.61364e+03	8.16759e+05
8.50000e-01	4.68538e+03	8.57543e+05
8.50000e-01	4.76111e+03	9.01689e+05
8.50000e-01	4.83750e+03	9.47441e+05
8.50000e-01	4.91799e+03	9.96153e+05
8.50000e-01	4.99909e+03	1.04747e+06
8.50000e-01	5.07812e+03	1.10149e+06
8.50000e-01	5.15468e+03	1.15942e+06
8.50000e-01	5.22553e+03	1.21986e+06
8.50000e-01	5.29571e+03	1.28512e+06
8.50000e-01	5.36482e+03	1.35364e+06
8.50000e-01	5.43659e+03	1.42719e+06
8.50000e-01	5.50879e+03	1.50592e+06
8.50000e-01	5.57956e+03	1.59051e+06
8.50000e-01	5.64850e+03	1.67930e+06
8.50000e-01	5.71807e+03	1.77241e+06
8.50000e-01	5.78985e+03	1.87064e+06
8.50000e-01	5.86384e+03	1.97450e+06
8.50000e-01	5.92528e+03	2.06310e+06
8.50000e-01	5.96848e+03	2.12342e+06
8.50000e-01	6.00500e+03	2.17513e+06
8.50000e-01	6.04530e+03	2.22901e+06
8.50000e-01	6.09081e+03	2.28726e+06
8.50000e-01	6.13077e+03	2.33847e+06
8.50000e-01	6.17966e+03	2.39656e+06
8.50000e-01	6.22144e+03	2.44632e+06
8.50000e-01	6.27435e+03	2.50342e+06
8.50000e-01	6.32027e+03	2.55210e+06
8.50000e-01	6.37840e+03	2.60741e+06
8.50000e-01	6.43856e+03	2.66190e+06
8.50000e-01	6.49875e+03	2.71498e+06
8.50000e-01	6.56744e+03	2.77036e+06
8.50000e-01	6.63792e+03	2.82671e+06
8.50000e-01	6.71185e+03	2.88458e+06
8.50000e-01	6.78945e+03	2.94448e+06
8.50000e-01	6.88236e+03	3.01452e+06
8.50000e-01	6.97483e+03	3.08498e+06
8.50000e-01	7.08617e+03	3.16909e+06
8.50000e-01	7.19270e+03	3.25235e+06
8.50000e-01	7.30853e+03	3.34056e+06
8.50000e-01	7.43768e+03	3.44120e+06
8.50000e-01	7.56307e+03	3.54050e+06
8.50000e-01	7.69921e+03	3.65077e+06
8.50000e-01	7.83417e+03	3.76019e+06
8.50000e-01	7.96983e+03	3.87157e+06
8.50000e-01	8.11248e+03	3.98890e+06
8.50000e-01	8.25275e+03	4.10722e+06
8.50000e-01	8.40510e+03	4.23835e+06
8.50000e-01	8.55222e+03	4.36663e+06
8.50000e-01	8.69901e+03	4.49628e+06
8.50000e-01	8.85471e+03	4.63742e+06
8.50000e-01	9.00717e+03	4.77575e+06
8.50000e-01	9.16246e+03	4.92203e+06
8.50000e-01	9.32496e+03	5.07861e+06
8.50000e-01	9.48788e+03	5.24015e+06
8.50000e-01	9.63171e+03	5.38405e+06
8.50000e-01	9.78898e+03	5.53851e+06
8.50000e-01	9.94828e+03	5.70114e+06
8.50000e-01	1.01038e+04	5.85054e+06
8.50000e-01	1.02607e+04	5.98858e+06
8.50000e-01	1.04233e+04	6.10592e+06
8.50000e-01	1.05887e+04	6.27318e+06
8.50000e-01	1.07503e+04	6.43842e+06
8.50000e-01	1.09229e+04	6.61709e+06
8.50000e-01	1.10034e+04	6.70108e+06
8.50000e-01	1.10831e+04	6.78481e+06
8.50000e-01	1.11625e+04	6.86856e+06
8.50000e-01	1.12416e+04	6.95261e+06
8.50000e-01	1.13208e+04	7.03719e+06
8.50000e-01	1.14004e+04	7.12257e+06
8.50000e-01	1.14809e+04	7.20953e+06
8.50000e-01	1.15620e+04	7.29750e+06
8.50000e-01	1.16432e+04	7.38618e+06
8.50000e-01	1.17243e+04	7.47510e+06
8.50000e-01	1.18044e+04	7.56356e+06
8.50000e-01	1.18831e+04	7.65093e+06
8.50000e-01	1.19603e+04	7.73702e+06
8.50000e-01	1.20364e+04	7.82242e+06
8.50000e-01	1.21128e+04	7.90852e+06
8.50000e-01	1.21905e+04	7.99654e+06
8.50000e-01	1.22695e+04	8.08643e+06
8.50000e-01	1.23488e+04	8.17721e+06
8.50000e-01	1.24281e+04	8.26845e+06
8.50000e-01	1.25084e+04	8.36125e+06
8.50000e-01	1.25907e+04	8.45692e+06
8.50000e-01	1.26755e+04	8.55587e+06
8.50000e-01	1.27632e+04	8.65883e+06
8.50000e-01	1.28555e+04	8.76781e+06
8.50000e-01	1.29550e+04	8.88583e+06
8.50000e-01	1.30680e+04	9.02088e+06
8.50000e-01	1.32016e+04	9.18172e+06
8.50000e-01	1.33533e+04	9.36578e+06
8.50000e-01	1.35190e+04	9.56875e+06
8.50000e-01	1.36933e+04	9.78449e+06
8.50000e-01	1.38737e+04	1.00099e+07
8.50000e-01	1.40589e+04	1.02437e+07
8.50000e-01	1.42484e+04	1.04855e+07
8.50000e-01	1.44421e+04	1.07350e+07
8.50000e-01	1.46399e+04	1.09924e+07
8.50000e-01	1.48417e+04	1.12578e+07
8.50000e-01	1.50477e+04	1.15312e+07
8.50000e-01	1.52578e+04	1.18129e+07
8.50000e-01	1.54722e+04	1.21032e+07
8.50000e-01	1.56908e+04	1.24024e+07
8.50000e-01	1.59137e+04	1.27106e+07
8.50000e-01	1.61409e+04	1.30282e+07
8.50000e-01	1.63724e+04	1.33553e+07
8.50000e-01	1.66081e+04	1.36923e+07
8.50000e-01	1.68481e+04	1.40391e+07
8.50000e-01	1.70924e+04	1.43961e+07
8.50000e-01	1.73412e+04	1.47637e+07
8.50000e-01	1.75945e+04	1.51420e+07
8.50000e-01	1.78524e+04	1.55316e+07
8.50000e-01	1.81149e+04	1.59329e+07
8.50000e-01	1.83820e+04	1.63462e+07
8.50000e-01	1.86535e+04	1.67721e+07
8.50000e-01	1.89294e+04	1.72104e+07
8.50000e-01	1.92103e+04	1.76614e+07
8.50000e-01	1.94964e+04	1.81257e+07
8.50000e-01	1.97879e+04	1.86033e+07
8.50000e-01	2.00851e+04	1.90950e+07
8.50000e-01	2.03880e+04	1.96010e+07
8.50000e-01	2.06969e+04	2.01221e+07
8.50000e-01	2.10119e+04	2.06587e+07
8.50000e-01	2.13324e+04	2.12116e+07
8.50000e-01	2.16584e+04	2.17813e+07
8.50000e-01	2.19897e+04	2.23682e+07
8.50000e-01	2.23265e+04	2.29731e+07
8.50000e-01	2.26688e+04	2.35967e+07
8.50000e-01	2.30166e+04	2.42398e+07
8.50000e-01	2.33702e+04	2.49032e+07
8.50000e-01	2.37298e+04	2.55876e+07
8.50000e-01	2.40950e+04	2.62934e+07
8.50000e-01	2.44661e+04	2.70217e+07
8.50000e-01	2.48431e+04	2.77731e+07
8.50000e-01	2.52260e+04	2.85488e+07
8.50000e-01	2.56150e+04	2.93499e+07
8.50000e-01	2.60099e+04	3.01773e+07
8.50000e-01	2.64108e+04	3.10322e+07
8.50000e-01	2.68174e+04	3.19159e+07
8.50000e-01	2.72298e+04	3.28293e+07
8.50000e-01	2.76476e+04	3.37731e+07
8.50000e-01	2.80710e+04	3.47479e+07
8.50000e-01	2.85004e+04	3.57539e+07
8.50000e-01	2.89357e+04	3.67920e+07
8.50000e-01	2.93774e+04	3.78626e+07
8.50000e-01	2.98247e+04	3.89646e+07
8.50000e-01	3.02800e+04	4.00986e+07
8.50000e-01	3.07411e+04	4.12612e+07
8.50000e-01	3.12101e+04	4.24479e+07
8.50000e-01	3.16902e+04	4.36567e+07
8.50000e-01	3.21778e+04	4.48792e+07
8.50000e-01	3.26753e+04	4.61017e+07
8.50000e-01	3.31979e+04	4.73282e+07
8.50000e-01	3.37262e+04	4.85368e+07
8.50000e-01	3.42805e+04	4.97209e+07
8.50000e-01	3.48587e+04	5.08710e+07
8.50000e-01	3.54673e+04	5.19858e+07
8.50000e-01	3.60960e+04	5.30530e+07
8.50000e-01	3.67616e+04	5.40733e+07
8.50000e-01	3.74634e+04	5.50511e+07
8.50000e-01	3.81897e+04	5.59808e+07
8.50000e-01	3.89600e+04	5.68718e+07
8.50000e-01	3.97573e+04	5.77222e+07
8.50000e-01	4.05990e+04	5.85413e+07
8.50000e-01	4.14695e+04	5.93289e+07
8.50000e-01	4.23840e+04	6.00930e+07
8.50000e-01	4.33290e+04	6.08348e+07
8.50000e-01	4.43166e+04	6.15599e+07
8.50000e-01	4.53386e+04	6.22713e+07
8.50000e-01	4.63972e+04	6.29712e+07
8.50000e-01	4.74967e+04	6.36634e+07
8.50000e-01	4.86316e+04	6.43492e+07
8.50000e-01	4.98072e+04	6.50315e+07
8.50000e-01	5.10210e+04	6.57122e+07
8.50000e-01	5.22736e+04	6.63930e+07
8.50000e-01	5.35681e+04	6.70766e+07
8.50000e-01	5.49030e+04	6.77657e+07
8.50000e-01	5.62723e+04	6.84594e+07
8.50000e-01	5.76785e+04	6.91560e+07
8.50000e-01	5.91279e+04	6.98556e+07
8.50000e-01	6.06137e+04	7.05544e+07
8.50000e-01	6.21633e+04	7.12582e+07
8.50000e-01	6.37516e+04	7.19653e+07
8.50000e-01	6.53590e+04	7.26641e+07
8.50000e-01	6.71418e+04	7.34194e+07
8.50000e-01	6.90865e+04	7.42400e+07
8.50000e-01	7.12433e+04	7.51369e+07
8.50000e-01	7.36714e+04	7.61237e+07
8.50000e-01	7.63812e+04	7.72186e+07
8.50000e-01	7.94734e+04	7.84450e+07
8.50000e-01	8.30152e+04	7.98338e+07
8.50000e-01	8.71128e+04	8.14277e+07
8.50000e-01	9.19026e+04	8.32864e+07
8.50000e-01	9.76623e+04	8.54976e+07
8.50000e-01	1.04904e+05	8.81948e+07
8.50000e-01	1.14106e+05	9.15942e+07
8.50000e-01	1.26158e+05	9.60612e+07
8.50000e-01	1.42850e+05	1.02293e+08
9.00000e-01	1.46831e+03	5.74296e+04
9.00000e-01	1.50423e+03	6.10890e+04
9.00000e-01	1.54174e+03	6.49649e+04
9.00000e-01	1.58303e+03	6.92140e+04
9.00000e-01	1.62649e+03	7.36741e+04
9.00000e-01	1.67233e+03	7.84748e+04
9.00000e-01	1.72042e+03	8.36333e+04
9.00000e-01	1.77072e+03	8.91547e+04
9.00000e-01	1.82300e+03	9.50336e+04
9.00000e-01	1.87864e+03	1.01435e+05
9.00000e-01	1.93684e+03	1.08302e+05
9.00000e-01	1.99858e+03	1.15779e+05
9.00000e-01	2.06336e+03	1.23831e+05
9.00000e-01	2.13183e+03	1.32562e+05
9.00000e-01	2.20381e+03	1.41989e+05
9.00000e-01	2.26801e+03	1.50627e+05
9.00000e-01	2.33057e+03	1.59230e+05
9.00000e-01	2.39484e+03	1.68296e+05
9.00000e-01	2.47147e+03	1.79360e+05
9.00000e-01	2.53882e+03	1.89382e+05
9.00000e-01	2.61658e+03	2.01265e+05
9.00000e-01	2.69690e+03	2.13952e+05
9.00000e-01	2.77962e+03	2.27395e+05
9.00000e-01	2.85545e+03	2.40258e+05
9.00000e-01	2.94036e+03	2.55082e+05
9.00000e-01	3.03460e+03	2.72073e+05
9.00000e-01	3.11498e+03	2.87383e+05
9.00000e-01	3.20237e+03	3.04564e+05
9.00000e-01	3.29596e+03	3.23681e+05
9.00000e-01	3.37676e+03	3.41319e+05
9.00000e-01	3.46282e+03	3.60765e+05
9.00000e-01	3.54791e+03	3.80904e+05
9.00000e-01	3.63225e+03	4.01788e+05
9.00000e-01	3.71534e+03	4.23390e+05
9.00000e-01	3.80138e+03	4.46755e+05
9.00000e-01	3.87648e+03	4.68938e+05
9.00000e-01	3.95310e+03	4.92815e+05
9.00000e-01	4.02775e+03	5.17693e+05
9.00000e-01	4.10143e+03	5.43681e+05
9.00000e-01	4.17559e+03	5.70989e+05
9.00000e-01	4.25132e+03	5.99689e+05
9.00000e-01	4.32788e+03	6.29577e+05
9.00000e-01	4.40731e+03	6.61637e+05
9.00000e-01	4.48065e+03	6.93625e+05
9.00000e-01	4.55470e+03	7.27781e+05
9.00000e-01	4.62788e+03	7.63767e+05
9.00000e-01	4.70203e+03	8.01820e+05
9.00000e-01	4.77890e+03	8.42295e+05
9.00000e-01	4.85950e+03	8.85226e+05
9.00000e-01	4.94224e+03	9.30351e+05
9.00000e-01	5.02669e+03	9.78633e+05
9.00000e-01	5.10530e+03	1.02844e+06
9.00000e-01	5.18075e+03	1.08196e+06
9.00000e-01	5.25190e+03	1.13882e+06
9.00000e-01	5.32052e+03	1.19917e+06
9.00000e-01	5.39015e+03	1.26408e+06
9.00000e-01	5.45948e+03	1.33169e+06
9.00000e-01	5.53055e+03	1.40443e+06
9.00000e-01	5.59980e+03	1.48173e+06
9.00000e-01	5.67009e+03	1.56586e+06
9.00000e-01	5.74005e+03	1.65359e+06
9.00000e-01	5.81199e+03	1.74563e+06
