# M/Msun	Teff_K	Tcore_K
# 
5.00000e-01	7.93407e+03	6.83304e+06
5.00000e-01	8.00371e+03	6.93804e+06
5.00000e-01	8.07376e+03	7.04438e+06
5.00000e-01	8.14432e+03	7.15222e+06
5.00000e-01	8.21518e+03	7.26126e+06
5.00000e-01	8.28646e+03	7.37167e+06
5.00000e-01	8.35819e+03	7.48354e+06
5.00000e-01	8.43039e+03	7.59695e+06
5.00000e-01	8.50320e+03	7.71209e+06
5.00000e-01	8.57640e+03	7.82865e+06
5.00000e-01	8.65017e+03	7.94696e+06
5.00000e-01	8.72464e+03	8.06722e+06
5.00000e-01	8.79990e+03	8.18961e+06
5.00000e-01	8.87595e+03	8.31411e+06
5.00000e-01	8.95268e+03	8.44061e+06
5.00000e-01	9.03008e+03	8.56912e+06
5.00000e-01	9.10773e+03	8.69897e+06
5.00000e-01	9.18563e+03	8.83013e+06
5.00000e-01	9.26366e+03	8.96243e+06
5.00000e-01	9.34170e+03	9.09568e+06
5.00000e-01	9.41962e+03	9.22965e+06
5.00000e-01	9.49731e+03	9.36412e+06
5.00000e-01	9.57462e+03	9.49887e+06
5.00000e-01	9.65141e+03	9.63363e+06
5.00000e-01	9.72744e+03	9.76790e+06
5.00000e-01	9.80287e+03	9.90198e+06
5.00000e-01	9.87748e+03	1.00355e+07
5.00000e-01	9.95122e+03	1.01682e+07
5.00000e-01	1.00239e+04	1.02999e+07
5.00000e-01	1.00959e+04	1.04310e+07
5.00000e-01	1.01670e+04	1.05612e+07
5.00000e-01	1.02375e+04	1.06912e+07
5.00000e-01	1.03087e+04	1.08233e+07
5.00000e-01	1.03832e+04	1.09622e+07
5.00000e-01	1.04582e+04	1.11024e+07
5.00000e-01	1.05330e+04	1.12433e+07
5.00000e-01	1.06080e+04	1.13851e+07
5.00000e-01	1.06829e+04	1.15276e+07
5.00000e-01	1.07574e+04	1.16702e+07
5.00000e-01	1.08319e+04	1.18135e+07
5.00000e-01	1.09052e+04	1.19550e+07
5.00000e-01	1.09767e+04	1.20939e+07
5.00000e-01	1.10464e+04	1.22300e+07
5.00000e-01	1.11149e+04	1.23645e+07
5.00000e-01	1.11836e+04	1.24999e+07
5.00000e-01	1.12533e+04	1.26379e+07
5.00000e-01	1.13237e+04	1.27781e+07
5.00000e-01	1.13940e+04	1.29186e+07
5.00000e-01	1.14639e+04	1.30589e+07
5.00000e-01	1.15343e+04	1.32010e+07
5.00000e-01	1.16063e+04	1.33469e+07
5.00000e-01	1.16799e+04	1.34969e+07
5.00000e-01	1.17558e+04	1.36522e+07
5.00000e-01	1.18354e+04	1.38158e+07
5.00000e-01	1.19203e+04	1.39914e+07
5.00000e-01	1.20124e+04	1.41827e+07
5.00000e-01	1.21148e+04	1.43969e+07
5.00000e-01	1.22271e+04	1.46331e+07
5.00000e-01	1.23781e+04	1.49534e+07
5.00000e-01	1.25445e+04	1.53100e+07
5.00000e-01	1.27202e+04	1.56904e+07
5.00000e-01	1.29026e+04	1.60899e+07
5.00000e-01	1.30904e+04	1.65065e+07
5.00000e-01	1.32834e+04	1.69398e+07
5.00000e-01	1.34808e+04	1.73895e+07
5.00000e-01	1.36828e+04	1.78555e+07
5.00000e-01	1.38894e+04	1.83382e+07
5.00000e-01	1.41010e+04	1.88378e+07
5.00000e-01	1.43174e+04	1.93545e+07
5.00000e-01	1.45391e+04	1.98886e+07
5.00000e-01	1.47658e+04	2.04406e+07
5.00000e-01	1.49978e+04	2.10108e+07
5.00000e-01	1.52350e+04	2.15999e+07
5.00000e-01	1.54770e+04	2.22084e+07
5.00000e-01	1.57237e+04	2.28368e+07
5.00000e-01	1.59749e+04	2.34852e+07
5.00000e-01	1.62309e+04	2.41538e+07
5.00000e-01	1.64914e+04	2.48425e+07
5.00000e-01	1.67568e+04	2.55515e+07
5.00000e-01	1.70270e+04	2.62804e+07
5.00000e-01	1.73026e+04	2.70294e+07
5.00000e-01	1.75832e+04	2.77979e+07
5.00000e-01	1.78696e+04	2.85853e+07
5.00000e-01	1.81618e+04	2.93906e+07
5.00000e-01	1.84600e+04	3.02122e+07
5.00000e-01	1.87648e+04	3.10487e+07
5.00000e-01	1.90763e+04	3.18985e+07
5.00000e-01	1.93953e+04	3.27597e+07
5.00000e-01	1.97223e+04	3.36306e+07
5.00000e-01	2.00579e+04	3.45087e+07
5.00000e-01	2.04030e+04	3.53922e+07
5.00000e-01	2.07582e+04	3.62784e+07
5.00000e-01	2.11241e+04	3.71650e+07
5.00000e-01	2.15015e+04	3.80501e+07
5.00000e-01	2.18912e+04	3.89322e+07
5.00000e-01	2.22938e+04	3.98096e+07
5.00000e-01	2.27097e+04	4.06805e+07
5.00000e-01	2.31401e+04	4.15431e+07
5.00000e-01	2.35860e+04	4.23958e+07
5.00000e-01	2.40490e+04	4.32375e+07
5.00000e-01	2.45299e+04	4.40683e+07
5.00000e-01	2.50328e+04	4.48938e+07
5.00000e-01	2.55457e+04	4.57060e+07
5.00000e-01	2.60827e+04	4.65094e+07
5.00000e-01	2.66427e+04	4.73103e+07
5.00000e-01	2.72127e+04	4.81010e+07
5.00000e-01	2.78124e+04	4.88911e+07
5.00000e-01	2.84230e+04	4.96738e+07
5.00000e-01	2.90640e+04	5.04580e+07
5.00000e-01	2.97177e+04	5.12379e+07
5.00000e-01	3.04017e+04	5.20213e+07
5.00000e-01	3.11048e+04	5.28075e+07
5.00000e-01	3.18285e+04	5.35956e+07
5.00000e-01	3.25813e+04	5.43899e+07
5.00000e-01	3.33564e+04	5.51893e+07
5.00000e-01	3.41620e+04	5.59987e+07
5.00000e-01	3.49940e+04	5.68198e+07
5.00000e-01	3.58537e+04	5.76551e+07
5.00000e-01	3.67410e+04	5.85063e+07
5.00000e-01	3.76644e+04	5.93819e+07
5.00000e-01	3.86135e+04	6.02832e+07
5.00000e-01	3.95878e+04	6.12090e+07
5.00000e-01	4.05964e+04	6.21636e+07
5.00000e-01	4.16445e+04	6.31556e+07
5.00000e-01	4.27281e+04	6.41922e+07
5.00000e-01	4.38431e+04	6.52753e+07
5.00000e-01	4.50049e+04	6.64189e+07
5.00000e-01	4.62000e+04	6.76265e+07
5.00000e-01	4.74347e+04	6.89035e+07
5.00000e-01	4.87217e+04	7.02645e+07
5.00000e-01	5.00532e+04	7.17157e+07
5.00000e-01	5.14357e+04	7.32615e+07
5.00000e-01	5.28676e+04	7.48966e+07
5.00000e-01	5.43408e+04	7.65928e+07
5.00000e-01	5.58717e+04	7.83206e+07
5.00000e-01	5.74830e+04	8.00582e+07
5.00000e-01	5.91571e+04	8.17559e+07
5.00000e-01	6.06557e+04	8.31390e+07
5.00000e-01	6.24948e+04	8.46463e+07
5.00000e-01	6.49281e+04	8.62923e+07
5.00000e-01	6.86903e+04	8.80901e+07
5.00000e-01	7.74911e+04	9.00540e+07
5.50000e-01	1.49479e+03	1.24986e+05
5.50000e-01	1.52789e+03	1.30725e+05
5.50000e-01	1.56144e+03	1.36699e+05
5.50000e-01	1.60311e+03	1.44070e+05
5.50000e-01	1.63939e+03	1.50789e+05
5.50000e-01	1.68012e+03	1.58345e+05
5.50000e-01	1.72570e+03	1.66873e+05
5.50000e-01	1.76656e+03	1.74906e+05
5.50000e-01	1.81172e+03	1.83812e+05
5.50000e-01	1.85838e+03	1.93188e+05
5.50000e-01	1.90972e+03	2.03598e+05
5.50000e-01	1.95716e+03	2.13707e+05
5.50000e-01	2.00872e+03	2.24748e+05
5.50000e-01	2.06202e+03	2.36406e+05
5.50000e-01	2.11698e+03	2.48708e+05
5.50000e-01	2.17338e+03	2.61586e+05
5.50000e-01	2.23406e+03	2.75605e+05
5.50000e-01	2.29189e+03	2.89696e+05
5.50000e-01	2.35345e+03	3.04834e+05
5.50000e-01	2.41649e+03	3.20744e+05
5.50000e-01	2.48100e+03	3.37481e+05
5.50000e-01	2.54690e+03	3.55077e+05
5.50000e-01	2.61402e+03	3.73517e+05
5.50000e-01	2.68209e+03	3.92737e+05
5.50000e-01	2.75355e+03	4.13322e+05
5.50000e-01	2.82223e+03	4.34276e+05
5.50000e-01	2.89330e+03	4.56340e+05
5.50000e-01	2.96494e+03	4.79341e+05
5.50000e-01	3.03704e+03	5.03290e+05
5.50000e-01	3.10928e+03	5.28150e+05
5.50000e-01	3.18133e+03	5.53859e+05
5.50000e-01	3.25266e+03	5.80250e+05
5.50000e-01	3.32535e+03	6.07985e+05
5.50000e-01	3.39403e+03	6.36029e+05
5.50000e-01	3.46300e+03	6.65048e+05
5.50000e-01	3.53088e+03	6.94852e+05
5.50000e-01	3.59720e+03	7.25361e+05
5.50000e-01	3.66168e+03	7.56505e+05
5.50000e-01	3.72412e+03	7.88165e+05
5.50000e-01	3.78670e+03	8.21162e+05
5.50000e-01	3.84527e+03	8.54441e+05
5.50000e-01	3.90386e+03	8.88616e+05
5.50000e-01	3.96389e+03	9.24351e+05
5.50000e-01	4.02303e+03	9.60893e+05
5.50000e-01	4.08366e+03	9.98603e+05
5.50000e-01	4.14675e+03	1.03822e+06
5.50000e-01	4.21063e+03	1.08011e+06
5.50000e-01	4.27140e+03	1.12266e+06
5.50000e-01	4.33357e+03	1.16704e+06
5.50000e-01	4.39528e+03	1.21265e+06
5.50000e-01	4.46039e+03	1.26147e+06
5.50000e-01	4.52539e+03	1.31266e+06
5.50000e-01	4.58778e+03	1.36417e+06
5.50000e-01	4.65638e+03	1.42017e+06
5.50000e-01	4.72268e+03	1.47762e+06
5.50000e-01	4.78764e+03	1.53707e+06
5.50000e-01	4.85064e+03	1.59860e+06
5.50000e-01	4.91022e+03	1.66171e+06
5.50000e-01	4.96860e+03	1.72869e+06
5.50000e-01	5.02394e+03	1.79955e+06
5.50000e-01	5.07410e+03	1.87172e+06
5.50000e-01	5.12170e+03	1.94665e+06
5.50000e-01	5.17002e+03	2.02778e+06
5.50000e-01	5.21855e+03	2.11449e+06
5.50000e-01	5.26429e+03	2.20149e+06
5.50000e-01	5.31117e+03	2.29520e+06
5.50000e-01	5.35996e+03	2.39655e+06
5.50000e-01	5.40747e+03	2.49646e+06
5.50000e-01	5.45684e+03	2.59954e+06
5.50000e-01	5.50800e+03	2.70706e+06
5.50000e-01	5.55941e+03	2.81587e+06
5.50000e-01	5.61076e+03	2.92817e+06
5.50000e-01	5.66175e+03	3.04260e+06
5.50000e-01	5.71451e+03	3.16037e+06
5.50000e-01	5.77494e+03	3.29149e+06
5.50000e-01	5.84714e+03	3.43614e+06
5.50000e-01	5.93916e+03	3.57158e+06
5.50000e-01	6.00193e+03	3.68986e+06
5.50000e-01	6.06807e+03	3.80678e+06
5.50000e-01	6.14120e+03	3.92359e+06
5.50000e-01	6.22278e+03	4.04140e+06
5.50000e-01	6.31170e+03	4.16070e+06
5.50000e-01	6.38351e+03	4.25318e+06
5.50000e-01	6.43475e+03	4.31770e+06
5.50000e-01	6.47054e+03	4.36209e+06
5.50000e-01	6.50798e+03	4.40810e+06
5.50000e-01	6.54730e+03	4.45602e+06
5.50000e-01	6.58874e+03	4.50626e+06
5.50000e-01	6.63237e+03	4.55900e+06
5.50000e-01	6.67827e+03	4.61442e+06
5.50000e-01	6.72640e+03	4.67259e+06
5.50000e-01	6.77653e+03	4.73333e+06
5.50000e-01	6.82857e+03	4.79661e+06
5.50000e-01	6.88235e+03	4.86228e+06
5.50000e-01	6.93779e+03	4.93033e+06
5.50000e-01	6.99474e+03	5.00059e+06
5.50000e-01	7.05313e+03	5.07305e+06
5.50000e-01	7.11279e+03	5.14752e+06
5.50000e-01	7.17370e+03	5.22403e+06
5.50000e-01	7.23566e+03	5.30238e+06
5.50000e-01	7.29862e+03	5.38252e+06
5.50000e-01	7.36254e+03	5.46444e+06
5.50000e-01	7.42723e+03	5.54793e+06
5.50000e-01	7.49270e+03	5.63299e+06
5.50000e-01	7.55888e+03	5.71959e+06
5.50000e-01	7.62578e+03	5.80776e+06
5.50000e-01	7.69323e+03	5.89726e+06
5.50000e-01	7.76129e+03	5.98820e+06
5.50000e-01	7.82989e+03	6.08051e+06
5.50000e-01	7.89908e+03	6.17423e+06
5.50000e-01	7.96863e+03	6.26910e+06
5.50000e-01	8.03863e+03	6.36521e+06
5.50000e-01	8.10906e+03	6.46258e+06
5.50000e-01	8.17994e+03	6.56121e+06
5.50000e-01	8.25143e+03	6.66132e+06
5.50000e-01	8.32336e+03	6.76270e+06
5.50000e-01	8.39577e+03	6.86545e+06
5.50000e-01	8.46869e+03	6.96959e+06
5.50000e-01	8.54214e+03	7.07517e+06
5.50000e-01	8.61630e+03	7.18251e+06
5.50000e-01	8.69110e+03	7.29149e+06
5.50000e-01	8.76673e+03	7.40242e+06
5.50000e-01	8.84318e+03	7.51531e+06
5.50000e-01	8.92037e+03	7.63010e+06
5.50000e-01	8.99824e+03	7.74669e+06
5.50000e-01	9.07664e+03	7.86490e+06
5.50000e-01	9.15547e+03	7.98458e+06
5.50000e-01	9.23477e+03	8.10582e+06
5.50000e-01	9.31419e+03	8.22809e+06
5.50000e-01	9.39373e+03	8.35141e+06
5.50000e-01	9.47330e+03	8.47559e+06
5.50000e-01	9.55275e+03	8.60049e+06
5.50000e-01	9.63195e+03	8.72584e+06
5.50000e-01	9.71075e+03	8.85138e+06
5.50000e-01	9.78886e+03	8.97669e+06
5.50000e-01	9.86642e+03	9.10192e+06
5.50000e-01	9.94317e+03	9.22667e+06
5.50000e-01	1.00190e+04	9.35074e+06
5.50000e-01	1.00938e+04	9.47384e+06
5.50000e-01	1.01677e+04	9.59630e+06
5.50000e-01	1.02405e+04	9.71778e+06
5.50000e-01	1.03158e+04	9.84414e+06
5.50000e-01	1.03921e+04	9.97275e+06
5.50000e-01	1.04681e+04	1.01016e+07
5.50000e-01	1.05438e+04	1.02306e+07
5.50000e-01	1.06194e+04	1.03602e+07
5.50000e-01	1.06950e+04	1.04906e+07
5.50000e-01	1.07707e+04	1.06217e+07
5.50000e-01	1.08461e+04	1.07531e+07
5.50000e-01	1.09219e+04	1.08859e+07
5.50000e-01	1.09968e+04	1.10178e+07
5.50000e-01	1.10703e+04	1.11479e+07
5.50000e-01	1.11420e+04	1.12755e+07
5.50000e-01	1.12121e+04	1.14008e+07
5.50000e-01	1.12815e+04	1.15255e+07
5.50000e-01	1.13515e+04	1.16518e+07
5.50000e-01	1.14226e+04	1.17808e+07
5.50000e-01	1.14943e+04	1.19113e+07
5.50000e-01	1.15657e+04	1.20419e+07
5.50000e-01	1.16370e+04	1.21728e+07
5.50000e-01	1.17093e+04	1.23065e+07
5.50000e-01	1.17835e+04	1.24439e+07
5.50000e-01	1.18595e+04	1.25855e+07
5.50000e-01	1.19383e+04	1.27330e+07
5.50000e-01	1.20216e+04	1.28897e+07
5.50000e-01	1.21112e+04	1.30591e+07
5.50000e-01	1.22099e+04	1.32469e+07
5.50000e-01	1.23246e+04	1.34663e+07
5.50000e-01	1.24506e+04	1.37093e+07
5.50000e-01	1.26106e+04	1.40203e+07
5.50000e-01	1.27821e+04	1.43570e+07
5.50000e-01	1.29611e+04	1.47122e+07
5.50000e-01	1.31459e+04	1.50831e+07
5.50000e-01	1.33359e+04	1.54686e+07
5.50000e-01	1.35306e+04	1.58685e+07
5.50000e-01	1.37302e+04	1.62832e+07
5.50000e-01	1.39345e+04	1.67131e+07
5.50000e-01	1.41433e+04	1.71585e+07
5.50000e-01	1.43564e+04	1.76194e+07
5.50000e-01	1.45742e+04	1.80963e+07
5.50000e-01	1.47965e+04	1.85890e+07
5.50000e-01	1.50238e+04	1.90979e+07
5.50000e-01	1.52562e+04	1.96234e+07
5.50000e-01	1.54936e+04	2.01659e+07
5.50000e-01	1.57363e+04	2.07258e+07
5.50000e-01	1.59841e+04	2.13038e+07
5.50000e-01	1.62368e+04	2.19006e+07
5.50000e-01	1.64941e+04	2.25166e+07
5.50000e-01	1.67560e+04	2.31523e+07
5.50000e-01	1.70224e+04	2.38081e+07
5.50000e-01	1.72935e+04	2.44844e+07
5.50000e-01	1.75693e+04	2.51811e+07
5.50000e-01	1.78499e+04	2.58986e+07
5.50000e-01	1.81354e+04	2.66367e+07
5.50000e-01	1.84261e+04	2.73954e+07
5.50000e-01	1.87220e+04	2.81745e+07
5.50000e-01	1.90234e+04	2.89734e+07
5.50000e-01	1.93305e+04	2.97913e+07
5.50000e-01	1.96436e+04	3.06268e+07
5.50000e-01	1.99630e+04	3.14784e+07
5.50000e-01	2.02892e+04	3.23444e+07
5.50000e-01	2.06227e+04	3.32228e+07
5.50000e-01	2.09641e+04	3.41112e+07
5.50000e-01	2.13143e+04	3.50070e+07
5.50000e-01	2.16740e+04	3.59077e+07
5.50000e-01	2.20441e+04	3.68101e+07
5.50000e-01	2.24252e+04	3.77116e+07
5.50000e-01	2.28181e+04	3.86093e+07
5.50000e-01	2.32233e+04	3.94996e+07
5.50000e-01	2.36423e+04	4.03788e+07
5.50000e-01	2.40773e+04	4.12445e+07
5.50000e-01	2.45318e+04	4.20991e+07
5.50000e-01	2.50010e+04	4.29390e+07
5.50000e-01	2.54883e+04	4.37634e+07
5.50000e-01	2.59945e+04	4.45719e+07
5.50000e-01	2.65201e+04	4.53643e+07
5.50000e-01	2.70659e+04	4.61413e+07
5.50000e-01	2.76363e+04	4.69095e+07
5.50000e-01	2.82166e+04	4.76610e+07
5.50000e-01	2.88233e+04	4.84001e+07
5.50000e-01	2.94559e+04	4.91329e+07
5.50000e-01	3.00999e+04	4.98530e+07
5.50000e-01	3.07757e+04	5.05684e+07
5.50000e-01	3.14695e+04	5.12783e+07
5.50000e-01	3.21829e+04	5.19808e+07
5.50000e-01	3.29280e+04	5.26818e+07
5.50000e-01	3.36944e+04	5.33812e+07
5.50000e-01	3.44842e+04	5.40780e+07
5.50000e-01	3.53063e+04	5.47768e+07
5.50000e-01	3.61541e+04	5.54787e+07
5.50000e-01	3.70298e+04	5.61848e+07
5.50000e-01	3.79370e+04	5.68984e+07
5.50000e-01	3.88706e+04	5.76196e+07
5.50000e-01	3.98376e+04	5.83518e+07
5.50000e-01	4.08367e+04	5.90979e+07
5.50000e-01	4.18624e+04	5.98565e+07
5.50000e-01	4.29211e+04	6.06277e+07
5.50000e-01	4.40172e+04	6.14141e+07
5.50000e-01	4.51574e+04	6.22229e+07
5.50000e-01	4.63270e+04	6.30525e+07
5.50000e-01	4.75440e+04	6.39109e+07
5.50000e-01	4.87920e+04	6.47972e+07
5.50000e-01	5.00770e+04	6.57116e+07
5.50000e-01	5.14151e+04	6.66636e+07
5.50000e-01	5.27913e+04	6.76542e+07
5.50000e-01	5.42171e+04	6.86877e+07
5.50000e-01	5.56950e+04	6.97688e+07
5.50000e-01	5.72257e+04	7.09005e+07
5.50000e-01	5.88063e+04	7.20795e+07
5.50000e-01	6.04413e+04	7.32988e+07
5.50000e-01	6.21761e+04	7.45731e+07
5.50000e-01	6.40064e+04	7.59063e+07
5.50000e-01	6.59322e+04	7.72967e+07
5.50000e-01	6.79595e+04	7.87368e+07
5.50000e-01	7.00934e+04	8.02127e+07
5.50000e-01	7.23343e+04	8.16992e+07
5.50000e-01	7.46855e+04	8.31666e+07
5.50000e-01	7.70817e+04	8.45388e+07
5.50000e-01	7.99404e+04	8.59961e+07
5.50000e-01	8.35477e+04	8.75367e+07
5.50000e-01	8.86089e+04	8.91475e+07
5.50000e-01	9.81153e+04	9.07936e+07
6.00000e-01	1.49624e+03	1.12492e+05
6.00000e-01	1.52726e+03	1.17426e+05
6.00000e-01	1.56294e+03	1.23149e+05
6.00000e-01	1.59979e+03	1.29163e+05
6.00000e-01	1.63840e+03	1.35581e+05
6.00000e-01	1.67410e+03	1.41693e+05
6.00000e-01	1.71905e+03	1.49343e+05
6.00000e-01	1.75760e+03	1.56203e+05
6.00000e-01	1.80135e+03	1.64012e+05
6.00000e-01	1.85055e+03	1.72872e+05
6.00000e-01	1.89396e+03	1.81072e+05
6.00000e-01	1.94235e+03	1.90256e+05
6.00000e-01	1.99248e+03	1.99961e+05
6.00000e-01	2.04405e+03	2.10143e+05
6.00000e-01	2.10060e+03	2.21405e+05
6.00000e-01	2.15256e+03	2.32318e+05
6.00000e-01	2.20915e+03	2.44285e+05
6.00000e-01	2.26728e+03	2.56848e+05
6.00000e-01	2.32689e+03	2.70044e+05
6.00000e-01	2.38793e+03	2.83876e+05
6.00000e-01	2.45350e+03	2.98943e+05
6.00000e-01	2.51525e+03	3.13938e+05
6.00000e-01	2.58071e+03	3.30024e+05
6.00000e-01	2.64753e+03	3.46921e+05
6.00000e-01	2.71554e+03	3.64608e+05
6.00000e-01	2.78455e+03	3.83079e+05
6.00000e-01	2.85445e+03	4.02356e+05
6.00000e-01	2.92492e+03	4.22363e+05
6.00000e-01	2.99846e+03	4.43679e+05
6.00000e-01	3.06822e+03	4.65162e+05
6.00000e-01	3.13990e+03	4.87677e+05
6.00000e-01	3.21133e+03	5.10944e+05
6.00000e-01	3.28209e+03	5.34883e+05
6.00000e-01	3.35200e+03	5.59513e+05
6.00000e-01	3.42091e+03	5.84839e+05
6.00000e-01	3.48885e+03	6.10896e+05
6.00000e-01	3.55527e+03	6.37476e+05
6.00000e-01	3.62244e+03	6.65310e+05
6.00000e-01	3.68470e+03	6.93188e+05
6.00000e-01	3.74665e+03	7.21883e+05
6.00000e-01	3.80695e+03	7.51239e+05
6.00000e-01	3.86623e+03	7.81444e+05
6.00000e-01	3.92502e+03	8.12533e+05
6.00000e-01	3.98385e+03	8.44578e+05
6.00000e-01	4.04534e+03	8.78527e+05
6.00000e-01	4.10477e+03	9.13047e+05
6.00000e-01	4.16558e+03	9.48731e+05
6.00000e-01	4.22814e+03	9.86107e+05
6.00000e-01	4.28959e+03	1.02432e+06
6.00000e-01	4.35207e+03	1.06375e+06
6.00000e-01	4.41672e+03	1.10545e+06
6.00000e-01	4.47876e+03	1.14803e+06
6.00000e-01	4.54358e+03	1.19365e+06
6.00000e-01	4.60527e+03	1.24014e+06
6.00000e-01	4.66892e+03	1.28904e+06
6.00000e-01	4.73232e+03	1.33987e+06
6.00000e-01	4.79438e+03	1.39249e+06
6.00000e-01	4.85419e+03	1.44697e+06
6.00000e-01	4.91039e+03	1.50278e+06
6.00000e-01	4.96619e+03	1.56268e+06
6.00000e-01	5.01740e+03	1.62419e+06
6.00000e-01	5.06678e+03	1.68842e+06
6.00000e-01	5.11489e+03	1.75575e+06
6.00000e-01	5.16170e+03	1.82595e+06
6.00000e-01	5.21013e+03	1.90183e+06
6.00000e-01	5.25944e+03	1.98238e+06
6.00000e-01	5.30749e+03	2.06449e+06
6.00000e-01	5.35576e+03	2.14949e+06
6.00000e-01	5.40716e+03	2.24205e+06
6.00000e-01	5.46040e+03	2.33866e+06
6.00000e-01	5.51640e+03	2.44096e+06
6.00000e-01	5.57181e+03	2.54387e+06
6.00000e-01	5.62673e+03	2.64885e+06
6.00000e-01	5.68293e+03	2.76027e+06
6.00000e-01	5.74038e+03	2.87697e+06
6.00000e-01	5.79675e+03	2.98923e+06
6.00000e-01	5.85796e+03	3.10829e+06
6.00000e-01	5.92017e+03	3.22737e+06
6.00000e-01	5.98094e+03	3.34258e+06
6.00000e-01	6.04283e+03	3.45728e+06
6.00000e-01	6.10637e+03	3.56881e+06
6.00000e-01	6.17428e+03	3.67585e+06
6.00000e-01	6.24670e+03	3.77347e+06
6.00000e-01	6.32595e+03	3.84676e+06
6.00000e-01	6.41806e+03	3.93819e+06
6.00000e-01	6.52447e+03	4.06064e+06
6.00000e-01	6.65044e+03	4.20107e+06
6.00000e-01	6.78911e+03	4.35448e+06
6.00000e-01	6.88874e+03	4.46533e+06
6.00000e-01	6.95856e+03	4.54355e+06
6.00000e-01	7.01503e+03	4.60718e+06
6.00000e-01	7.07290e+03	4.67277e+06
6.00000e-01	7.13211e+03	4.74027e+06
6.00000e-01	7.19260e+03	4.80967e+06
6.00000e-01	7.25421e+03	4.88078e+06
6.00000e-01	7.31693e+03	4.95363e+06
6.00000e-01	7.38057e+03	5.02805e+06
6.00000e-01	7.44511e+03	5.10403e+06
6.00000e-01	7.51048e+03	5.18151e+06
6.00000e-01	7.57670e+03	5.26051e+06
6.00000e-01	7.64357e+03	5.34087e+06
6.00000e-01	7.71111e+03	5.42259e+06
6.00000e-01	7.77934e+03	5.50574e+06
6.00000e-01	7.84811e+03	5.59013e+06
6.00000e-01	7.91749e+03	5.67588e+06
6.00000e-01	7.98741e+03	5.76291e+06
6.00000e-01	8.05786e+03	5.85121e+06
6.00000e-01	8.12891e+03	5.94087e+06
6.00000e-01	8.20036e+03	6.03168e+06
6.00000e-01	8.27228e+03	6.12370e+06
6.00000e-01	8.34471e+03	6.21700e+06
6.00000e-01	8.41767e+03	6.31161e+06
6.00000e-01	8.49126e+03	6.40768e+06
6.00000e-01	8.56532e+03	6.50501e+06
6.00000e-01	8.64004e+03	6.60383e+06
6.00000e-01	8.71555e+03	6.70434e+06
6.00000e-01	8.79189e+03	6.80663e+06
6.00000e-01	8.86905e+03	6.91068e+06
6.00000e-01	8.94703e+03	7.01656e+06
6.00000e-01	9.02554e+03	7.12385e+06
6.00000e-01	9.10464e+03	7.23269e+06
6.00000e-01	9.18424e+03	7.34296e+06
6.00000e-01	9.26425e+03	7.45456e+06
6.00000e-01	9.34459e+03	7.56741e+06
6.00000e-01	9.42517e+03	7.68136e+06
6.00000e-01	9.50588e+03	7.79629e+06
6.00000e-01	9.58661e+03	7.91205e+06
6.00000e-01	9.66723e+03	8.02844e+06
6.00000e-01	9.74758e+03	8.14522e+06
6.00000e-01	9.82752e+03	8.26221e+06
6.00000e-01	9.90689e+03	8.37911e+06
6.00000e-01	9.98555e+03	8.49574e+06
6.00000e-01	1.00632e+04	8.61168e+06
6.00000e-01	1.01401e+04	8.72714e+06
6.00000e-01	1.02163e+04	8.84227e+06
6.00000e-01	1.02949e+04	8.96184e+06
6.00000e-01	1.03733e+04	9.08184e+06
6.00000e-01	1.04510e+04	9.20138e+06
6.00000e-01	1.05281e+04	9.32071e+06
6.00000e-01	1.06047e+04	9.44004e+06
6.00000e-01	1.06810e+04	9.55961e+06
6.00000e-01	1.07572e+04	9.67968e+06
6.00000e-01	1.08335e+04	9.80061e+06
6.00000e-01	1.09095e+04	9.92177e+06
6.00000e-01	1.09863e+04	1.00449e+07
6.00000e-01	1.10629e+04	1.01682e+07
6.00000e-01	1.11385e+04	1.02906e+07
6.00000e-01	1.12127e+04	1.04114e+07
6.00000e-01	1.12851e+04	1.05299e+07
6.00000e-01	1.13560e+04	1.06465e+07
6.00000e-01	1.14264e+04	1.07627e+07
6.00000e-01	1.14975e+04	1.08809e+07
6.00000e-01	1.15699e+04	1.10015e+07
6.00000e-01	1.16427e+04	1.11235e+07
6.00000e-01	1.17153e+04	1.12457e+07
6.00000e-01	1.17879e+04	1.13685e+07
6.00000e-01	1.18620e+04	1.14943e+07
6.00000e-01	1.19378e+04	1.16237e+07
6.00000e-01	1.20158e+04	1.17573e+07
6.00000e-01	1.20968e+04	1.18968e+07
6.00000e-01	1.21826e+04	1.20454e+07
6.00000e-01	1.22754e+04	1.22068e+07
6.00000e-01	1.23797e+04	1.23891e+07
6.00000e-01	1.25038e+04	1.26077e+07
6.00000e-01	1.26528e+04	1.28720e+07
6.00000e-01	1.28178e+04	1.31676e+07
6.00000e-01	1.29922e+04	1.34832e+07
6.00000e-01	1.31733e+04	1.38142e+07
6.00000e-01	1.33597e+04	1.41587e+07
6.00000e-01	1.35510e+04	1.45160e+07
6.00000e-01	1.37469e+04	1.48862e+07
6.00000e-01	1.39475e+04	1.52694e+07
6.00000e-01	1.41527e+04	1.56661e+07
6.00000e-01	1.43626e+04	1.60766e+07
6.00000e-01	1.45771e+04	1.65016e+07
6.00000e-01	1.47960e+04	1.69410e+07
6.00000e-01	1.50193e+04	1.73953e+07
6.00000e-01	1.52469e+04	1.78644e+07
