R	M	log_10_P0	g_surf_(m/s^2)
14023861.947118245	0.14955163260314502	20.0	50472.25772576405
12931213.758241804	0.19974744983862863	20.416666666666668	79285.42428820762
11837132.654134749	0.2621489564653494	20.833333333333332	124175.86712318334
10761006.564104574	0.3389865823398392	21.25	194288.37235904273
9719758.633753968	0.4310001401669444	21.666666666666668	302775.0384920276
8719300.334939083	0.5374762838611424	22.083333333333332	469166.9931123974
7762068.52482225	0.6531176888370361	22.5	719348.0122167383
6852166.485140545	0.7734035676741294	22.916666666666668	1092989.6204061625
5997414.083917004	0.8916593960823752	23.333333333333332	1644714.9738959407
5205385.323212591	0.9991643665475503	23.75	2446219.0845407285
4476091.087203367	1.0928189262083878	24.166666666666668	3617824.912121947
3815415.898360964	1.171309463753164	24.583333333333336	5335859.105653546
3229866.282193737	1.2320204704664148	25.0	7830142.988819558
2713650.525648764	1.2701696294967308	25.416666666666668	11433086.121316088
2256100.9820846333	1.299139397292775	25.833333333333336	16912577.269811805
1860887.051103513	1.3212705687457595	26.25	25272625.250771083
1532606.6219822087	1.3337405700810776	26.666666666666668	37592616.298269734
1257691.9290924908	1.3200679193513922	27.083333333333336	55221672.75589775
1016810.092024433	1.3101356112825213	27.5	83789741.00274691
815301.3648529941	1.3050598576986336	27.916666666666668	129701824.86838804
650645.2585077616	1.3024932457047795	28.333333333333336	203011918.32158065
517737.33992976183	1.3001992343001467	28.75	319571114.4494451
435307.00353975483	1.2436038827103253	29.166666666666668	431937091.4763725
357347.6307213075	1.152281933892735	29.583333333333336	593240320.4976634
283220.9057227433	1.0781561038892764	30.0	882124612.6489214
