R	M	log_10_P0
11532070.607060693	0.39798257678522364	21.5
10212671.459891202	0.4827232996347121	21.854166666666668
9079968.983853368	0.576537795575963	22.208333333333332
8076914.62918161	0.6767397686019553	22.5625
7174045.268843366	0.7748453734756046	22.916666666666668
6345552.499681672	0.8759077707830061	23.270833333333332
5593560.691994095	0.9715908331783328	23.625
4908954.945639531	1.0582012474030502	23.979166666666668
4291458.742995937	1.1307467989231017	24.333333333333332
3727805.9669569316	1.1891762023613555	24.6875
3219894.610071794	1.2365889312747587	25.041666666666668
2765393.3949699313	1.2742723299540402	25.395833333333332
2361637.9187386795	1.3040666524192406	25.75
2017077.5649937312	1.3124650304915726	26.104166666666668
1709167.4106700944	1.3180709364188976	26.458333333333336
1436939.784873159	1.3216704849033198	26.8125
1200178.4434258952	1.3280968634967936	27.166666666666668
999466.3645196973	1.3328582131906588	27.520833333333336
830783.8522376999	1.3345387692578001	27.875
708248.455337107	1.3041129669825684	28.229166666666668
594155.2767381925	1.2576524108519733	28.583333333333336
494519.68565215915	1.2125051923256884	28.9375
407180.11514894594	1.167065391858727	29.291666666666668
324899.02631371527	1.1475500846427371	29.645833333333336
264777.2155252541	1.1207658344196385	30.0
