R	M	log_10_P0	g_surf_(m/s^2)
14021350.060686735	0.14954223168461803	20.0	50487.16923620559
12929079.894585328	0.1997385802034059	20.416666666666668	79308.0753648563
11835319.923253564	0.262140783653691	20.833333333333332	124210.03477565169
10761006.564104574	0.3389793502556099	21.25	194284.2277138583
9718450.456279708	0.4309936038687737	21.666666666666668	302851.95794608915
8718189.029772764	0.5374703333449118	22.083333333333332	469281.4043895537
7762068.52482225	0.6531121186902227	22.5	719341.8787466278
6852166.485140545	0.7733986060270186	22.916666666666668	1092982.610844511
5996732.791847946	0.8916544656086953	23.333333333333332	1645079.534325405
5205385.323212591	0.9991603871771626	23.75	2446209.347515261
4476091.087203367	1.0928156990863138	24.166666666666668	3617814.2363039004
3815415.898360964	1.1713069106373442	24.583333333333336	5335847.485581494
3229866.282193737	1.2320182662070018	25.0	7830128.995386817
2713650.525648764	1.2701682181673082	25.416666666666668	11433073.435208589
2256100.9820846333	1.2991381997713551	25.833333333333336	16912561.706691697
1860887.051103513	1.3212696220698719	26.25	25272607.18127227
1532606.6219822087	1.3337398937332587	26.666666666666668	37592597.283963956
1257691.9290924908	1.3200672854341116	27.083333333333336	55221646.32006539
1016810.092024433	1.310134825575103	27.5	83789690.94481629
815301.3648529941	1.3050593284175585	27.916666666666668	129701772.51633704
650645.2585077616	1.30249294167779	28.333333333333336	203011871.2165915
517737.33992976183	1.3001988000148876	28.75	319571008.5058966
435237.55443261703	1.2436035854303693	29.166666666666668	432074258.19068784
357347.6307213075	1.1522817555486145	29.583333333333336	593240229.5621034
283220.9057227433	1.0781560102233974	30.0	882124536.8850912
