R	M	log_10_P0
17088363.39355976	0.41419230709228777	21.5
13579908.30981055	0.4967682623092657	21.854166666666668
11233493.270700363	0.5890507569962584	22.208333333333332
9509046.298417527	0.6881989428077719	22.5625
8161719.261909915	0.7854603004461453	22.916666666666668
7035673.007965779	0.8858392188201101	23.270833333333332
6089192.652044065	0.9818500355843224	23.625
5265838.616740625	1.0670867261851638	23.979166666666668
4553756.189583242	1.139002460703694	24.333333333333332
3922848.757030632	1.197106210630837	24.6875
3363459.9217439434	1.2424681511593672	25.041666666666668
2870646.2473384836	1.2797111442021758	25.395833333333332
2439696.864370111	1.309232268183054	25.75
2075853.7343263312	1.3174827449093685	26.104166666666668
1748855.9423036296	1.3165038292589544	26.458333333333336
1462389.6720711843	1.319121110314739	26.8125
1216254.7366634712	1.3249966779168043	27.166666666666668
1010140.73436222	1.331347432033919	27.520833333333336
838918.332973894	1.335767498308365	27.875
708248.455337107	1.2835134002029027	28.229166666666668
584146.8302236522	1.2181755131087009	28.583333333333336
478496.23410846153	1.1677167809563151	28.9375
393776.4374713506	1.146831710268088	29.291666666666668
316403.39170518203	1.1441514617550355	29.645833333333336
260767.7176562355	1.1320983924228811	30.0
