R	M	log_10_P0
15402887.598017031	0.409511653278743	21.5
12626071.255365716	0.49286188978143186	21.854166666666668
10653419.388721375	0.5857926817433665	22.208333333333332
9137924.005636988	0.6854172868021081	22.5625
7914473.719274713	0.7830631579587498	22.916666666666668
6867865.927851608	0.883759282182544	23.270833333333332
5973073.164260929	0.9800774606428049	23.625
5184036.067409588	1.0655347700771087	23.979166666666668
4494483.779575202	1.1376734641320565	24.333333333333332
3881756.6558578345	1.1962565892141162	24.6875
3329043.5799047295	1.2395022319779523	25.041666666666668
2845168.3743445086	1.277654064203975	25.395833333333332
2421956.194908422	1.3085303358402527	25.75
2063495.6679538358	1.3172674678829888	26.104166666666668
1739894.0158057346	1.3161675112817957	26.458333333333336
1456081.5803725284	1.3188066110079808	26.8125
1211819.8971496571	1.3247152168688656	27.166666666666668
1007629.1179286853	1.3323009048587942	27.520833333333336
837318.1072552984	1.336283685135438	27.875
706889.0533115084	1.2834919831162506	28.229166666666668
583280.7146598939	1.218318528332396	28.583333333333336
477923.9679819009	1.1676474043892084	28.9375
393359.7428285238	1.1467549049644352	29.291666666666668
316108.40439238574	1.1440799875016698	29.645833333333336
260517.12403942193	1.1320362244090783	30.0
