R	M	log_10_P0	g_surf_(m/s^2)
10338924.55209362	0.39307622567727457	21.5	244055.03763535508
9406070.997743221	0.47817063553627287	21.854166666666668	358683.73436243326
8527086.065092145	0.5719850854678634	22.208333333333332	522044.89744519297
7691932.997666761	0.6715552369991817	22.5625	753198.1437435903
6901944.354197217	0.7738864770012167	22.916666666666668	1077955.877711727
6156630.62140744	0.8747700400547622	23.270833333333332	1531213.9838249865
5461392.169314103	0.9688149438336728	23.625	2154849.6084329598
4814320.6238644095	1.0527689957719173	23.979166666666668	3012957.0169700063
4216516.615399565	1.1264105189861353	24.333333333333332	4202006.384590898
3671087.2920987043	1.1886795576344558	24.6875	5848847.08658889
3183019.958101208	1.2366792735540395	25.041666666666668	8092638.161406134
2743256.882368609	1.2686974198198215	25.395833333333332	11174854.194351114
2346380.943001627	1.2940796271895525	25.75	15576371.915440427
1994772.762272642	1.3143642501685777	26.104166666666668	21882312.609162595
1687402.7320323493	1.3301796147790668	26.458333333333336	30936470.610695448
1434982.1012425416	1.3291193602443248	26.8125	42725935.95660917
1207385.057635843	1.3177013832379079	27.166666666666668	59804446.457054645
1006530.2857390138	1.3098393913965078	27.520833333333336	85487393.71128264
834251.0079613236	1.3054596367454057	27.875	123927649.12551317
688990.2599744606	1.3030717536663572	28.229166666666668	181183831.0233403
567690.6345122445	1.3012340825843474	28.583333333333336	266190000.69213524
475144.38965289213	1.2880387272458143	28.9375	375661184.3059445
412388.7981842809	1.2153811190112966	29.291666666666668	470231385.9186978
345784.1280596928	1.139901785785908	29.645833333333336	626639455.4835278
283321.1431694688	1.0781693264347765	30.0	881514776.4488918
