R	M	log_10_P0
16912531.343354218	0.4287843788270812	21.5
13513758.53645979	0.511089008777571	21.854166666666668
11209927.769244967	0.6031341786565154	22.208333333333332
9499806.739261165	0.7020211019540173	22.5625
8157794.729487134	0.8009344986765928	22.916666666666668
7039006.923464736	0.8991239447899305	23.270833333333332
6085416.408538923	0.993532906378097	23.625
5260224.7162963385	1.0804607772909167	23.979166666666668
4557162.649928532	1.146631047621272	24.333333333333332
3918218.661123838	1.2043362104250033	24.6875
3359526.6255337475	1.2507061073092938	25.041666666666668
2872734.5975838914	1.2870909680457572	25.395833333333332
2458501.973999501	1.2957593133838536	25.75
2080374.9781211466	1.3034156052185941	26.104166666666668
1746295.3918756596	1.3108640164449918	26.458333333333336
1458691.8252133515	1.3188700867664906	26.8125
1234733.2346376965	1.3183294799614076	27.166666666666668
1057547.4945451887	1.2643892151405822	27.520833333333336
876790.341647322	1.221402954665053	27.875
711193.8263925705	1.199885706738738	28.229166666666668
573945.9135838322	1.2026449176126979	28.583333333333336
468277.1961341646	1.200637170108313	28.9375
400096.3062208904	1.167918774401526	29.291666666666668
377229.7756037776	1.0602040698118875	29.645833333333336
359301.12778738636	0.9265745952360943	30.0
