R	M	log_10_P0	g_surf_(m/s^2)
10203282.6847921	0.392656491676304	21.5	250319.15232500125
9312180.99685827	0.47779504347834634	21.854166666666668	365665.0916238155
8463640.484250693	0.5716469582121284	22.208333333333332	529587.0195206765
7647275.128411039	0.6712517191298916	22.5625	761675.2839126533
6869239.917340709	0.7736155732111477	22.916666666666668	1087862.0670309286
6134404.51808106	0.8745289217661482	23.270833333333332	1541902.549606267
5445343.134417247	0.9686027027447318	23.625	2167092.3283367865
4802290.8371980805	1.0525834937147311	23.979166666666668	3027532.7838008734
4207659.8185018115	1.1262503223036857	24.333333333333332	4219108.134415713
3664720.9102268624	1.1885419644510617	24.6875	5868497.578554652
3178594.9998647375	1.2365613502946533	25.041666666666668	8114399.640579289
2739915.5219759564	1.268596967014581	25.395833333333332	11201222.121378655
2343897.2492769905	1.2939953763173933	25.75	15608358.605766738
1993265.6810077035	1.3142938144959417	26.104166666666668	21914210.509798434
1686378.5118611613	1.3301217563346437	26.458333333333336	30972672.454387706
1434112.0196289339	1.3290710306650886	26.8125	42776173.256505564
1206830.7026966163	1.3176615607773825	27.166666666666668	59857509.04904455
1006059.357657726	1.3098068416501216	27.520833333333336	85565171.60350297
833850.9515316747	1.305433580008576	27.875	124043850.2857156
688763.6929701942	1.3030504839633597	28.229166666666668	181299772.71191767
567594.3994496047	1.3012167773651866	28.583333333333336	266276447.91583627
475062.63734909776	1.2880244026712657	28.9375	375785820.9977308
412319.3490771431	1.2153691863396223	29.291666666666668	470384532.73133534
345725.13059713354	1.139892108470297	29.645833333333336	626847022.4829152
283271.02444610605	1.0781618244581925	30.0	881818894.3337532
