# r[m]	m[Msun]	rho[g/cm^3]	P[Pa]	ne[pm^-3]	np[pm^-3]	muF_e[MeV]	B
1.882212986053517615e-04	4.142462495689519006e-32	2.949840015468224417e+06	1.338616496613669575e+22	8.669038202498117185e-01	1.104061427157177339e-01	2.635965226135152939e-01	9.999999999024685726e-01
1.912827348528334259e-04	4.347900593317063117e-32	2.949840015468224417e+06	1.338616496613669575e+22	8.669038202498117185e-01	1.104061427157177339e-01	2.635965226135152939e-01	9.999999999024685726e-01
1.943939656345511683e-04	4.563527029885682700e-32	2.949840015468224417e+06	1.338616496613669575e+22	8.669038202498117185e-01	1.104061427157177339e-01	2.635965226135152939e-01	9.999999999024685726e-01
1.975558008630559680e-04	4.789847078037511376e-32	2.949840015468224417e+06	1.338616496613669575e+22	8.669038202498117185e-01	1.104061427157177339e-01	2.635965226135152939e-01	9.999999999024685726e-01
2.007690636241981426e-04	5.027391068517269697e-32	2.949840015468224417e+06	1.338616496613669575e+22	8.669038202498117185e-01	1.104061427157177339e-01	2.635965226135152939e-01	9.999999999024685726e-01
2.040345903913936697e-04	5.276715632884627278e-32	2.949840015468224417e+06	1.338616496613669575e+22	8.669038202498117185e-01	1.104061427157177339e-01	2.635965226135152939e-01	9.999999999024685726e-01
2.073532312433728304e-04	5.538405007856482627e-32	2.949840015468224417e+06	1.338616496613669575e+22	8.669038202498117185e-01	1.104061427157177339e-01	2.635965226135152939e-01	9.999999999024685726e-01
2.107258500854724864e-04	5.813072404335941621e-32	2.949840015468224417e+06	1.338616496613669575e+22	8.669038202498117185e-01	1.104061427157177339e-01	2.635965226135152939e-01	9.999999999024685726e-01
2.141533248745275831e-04	6.101361444335849275e-32	2.949840015468224417e+06	1.338616496613669575e+22	8.669038202498117185e-01	1.104061427157177339e-01	2.635965226135152939e-01	9.999999999024685726e-01
2.176365478474186904e-04	6.403947669163864938e-32	2.949840015468224417e+06	1.338616496613669575e+22	8.669038202498117185e-01	1.104061427157177339e-01	2.635965226135152939e-01	9.999999999024685726e-01
2.211764257533398485e-04	6.721540122403542103e-32	2.949840015468224417e+06	1.338616496613669575e+22	8.669038202498117185e-01	1.104061427157177339e-01	2.635965226135152939e-01	9.999999999024685726e-01
2.247738800898410898e-04	7.054883011400286392e-32	2.949840015468224417e+06	1.338616496613669575e+22	8.669038202498117185e-01	1.104061427157177339e-01	2.635965226135152939e-01	9.999999999024685726e-01
2.284298473427124796e-04	7.404757451145967721e-32	2.949840015468224417e+06	1.338616496613669575e+22	8.669038202498117185e-01	1.104061427157177339e-01	2.635965226135152939e-01	9.999999999024685726e-01
2.321452792297699561e-04	7.771983294648412390e-32	2.949840015468224417e+06	1.338616496613669575e+22	8.669038202498117185e-01	1.104061427157177339e-01	2.635965226135152939e-01	9.999999999024685726e-01
2.359211429486037664e-04	8.157421054074589154e-32	2.949840015468224417e+06	1.338616496613669575e+22	8.669038202498117185e-01	1.104061427157177339e-01	2.635965226135152939e-01	9.999999999024685726e-01
2.397584214283603795e-04	8.561973917169857980e-32	2.949840015468224417e+06	1.338616496613669575e+22	8.669038202498117185e-01	1.104061427157177339e-01	2.635965226135152939e-01	9.999999999024685726e-01
2.436581135856160957e-04	8.986589863677607081e-32	2.949840015468224417e+06	1.338616496613669575e+22	8.669038202498117185e-01	1.104061427157177339e-01	2.635965226135152939e-01	9.999999999024685726e-01
2.476212345844144543e-04	9.432263886719182891e-32	2.949840015468224417e+06	1.338616496613669575e+22	8.669038202498117185e-01	1.104061427157177339e-01	2.635965226135152939e-01	9.999999999024685726e-01
2.516488161005337636e-04	9.900040324339299639e-32	2.949840015468224417e+06	1.338616496613669575e+22	8.669038202498117185e-01	1.104061427157177339e-01	2.635965226135152939e-01	9.999999999024685726e-01
2.557419065900503490e-04	1.039101530668001866e-31	2.949840015468224417e+06	1.338616496613669575e+22	8.669038202498117185e-01	1.104061427157177339e-01	2.635965226135152939e-01	9.999999999024685726e-01
2.599015715622723282e-04	1.090633932451825922e-31	2.949840015468224417e+06	1.338616496613669575e+22	8.669038202498117185e-01	1.104061427157177339e-01	2.635965226135152939e-01	9.999999999024685726e-01
2.641288938571125975e-04	1.144721992518536517e-31	2.949840015468224417e+06	1.338616496613669575e+22	8.669038202498117185e-01	1.104061427157177339e-01	2.635965226135152939e-01	9.999999999024685726e-01
2.684249739269712058e-04	1.201492454218579955e-31	2.949840015468224417e+06	1.338616496613669575e+22	8.669038202498117185e-01	1.104061427157177339e-01	2.635965226135152939e-01	9.999999999024685726e-01
2.727909301232058002e-04	1.261078346514613924e-31	2.949840015468224417e+06	1.338616496613669575e+22	8.669038202498117185e-01	1.104061427157177339e-01	2.635965226135152939e-01	9.999999999024685726e-01
2.772278989872580153e-04	1.323619295705302718e-31	2.949840015468224417e+06	1.338616496613669575e+22	8.669038202498117185e-01	1.104061427157177339e-01	2.635965226135152939e-01	9.999999999024685726e-01
2.817370355465177180e-04	1.389261852608532055e-31	2.949840015468224417e+06	1.338616496613669575e+22	8.669038202498117185e-01	1.104061427157177339e-01	2.635965226135152939e-01	9.999999999024685726e-01
2.863195136149993209e-04	1.458159835970699344e-31	2.949840015468224417e+06	1.338616496613669575e+22	8.669038202498117185e-01	1.104061427157177339e-01	2.635965226135152939e-01	9.999999999024685726e-01
2.909765260989058953e-04	1.530474692906738700e-31	2.949840015468224417e+06	1.338616496613669575e+22	8.669038202498117185e-01	1.104061427157177339e-01	2.635965226135152939e-01	9.999999999024685726e-01
