xWS	rho[g/cm^3]	n_e[pm^-3]	P[N/m^2]	mu_F_e[MeV]
1.00000e-03	1.69648e+24	1.20788e+07	7.35904e+36	1.39557e+02
1.02332e-03	1.58311e+24	1.20788e+07	6.86726e+36	1.39557e+02
1.04719e-03	1.47732e+24	1.20788e+07	6.40835e+36	1.39557e+02
1.07161e-03	1.37859e+24	1.20788e+07	5.98011e+36	1.39557e+02
1.09660e-03	1.28647e+24	1.20788e+07	5.58049e+36	1.39557e+02
1.12218e-03	1.20050e+24	1.20788e+07	5.20757e+36	1.39557e+02
1.14835e-03	1.12027e+24	1.20788e+07	4.85957e+36	1.39557e+02
1.17513e-03	1.04541e+24	1.20788e+07	4.53483e+36	1.39557e+02
1.20254e-03	9.75547e+23	1.20788e+07	4.23179e+36	1.39557e+02
1.23059e-03	9.10355e+23	1.20788e+07	3.94899e+36	1.39557e+02
1.25929e-03	8.49519e+23	1.20788e+07	3.68510e+36	1.39557e+02
1.28866e-03	7.92749e+23	1.20788e+07	3.43884e+36	1.39557e+02
1.31871e-03	7.39773e+23	1.20788e+07	3.20904e+36	1.39557e+02
1.34947e-03	6.90336e+23	1.20788e+07	2.99460e+36	1.39557e+02
1.38094e-03	6.44204e+23	1.20788e+07	2.79449e+36	1.39557e+02
1.41315e-03	6.01154e+23	1.20788e+07	2.60775e+36	1.39557e+02
1.44611e-03	5.60981e+23	1.20788e+07	2.43348e+36	1.39557e+02
1.47983e-03	5.23493e+23	1.20788e+07	2.27087e+36	1.39557e+02
1.51435e-03	4.88509e+23	1.20788e+07	2.11912e+36	1.39557e+02
1.54966e-03	4.55864e+23	1.20788e+07	1.97751e+36	1.39557e+02
1.58581e-03	4.25400e+23	1.20788e+07	1.84536e+36	1.39557e+02
1.62279e-03	3.96972e+23	1.20788e+07	1.72205e+36	1.39557e+02
1.66064e-03	3.70444e+23	1.20788e+07	1.60698e+36	1.39557e+02
1.69937e-03	3.45689e+23	1.20788e+07	1.49959e+36	1.39557e+02
1.73900e-03	3.22588e+23	1.20788e+07	1.39938e+36	1.39557e+02
1.77956e-03	3.01030e+23	1.20788e+07	1.30587e+36	1.39557e+02
1.82106e-03	2.80913e+23	1.20788e+07	1.21861e+36	1.39557e+02
1.86354e-03	2.62141e+23	1.20788e+07	1.13718e+36	1.39557e+02
1.90700e-03	2.44623e+23	1.20788e+07	1.06119e+36	1.39557e+02
1.95147e-03	2.28276e+23	1.20788e+07	9.90280e+35	1.39557e+02
1.99699e-03	2.13021e+23	1.20788e+07	9.24107e+35	1.39557e+02
2.04356e-03	1.98786e+23	1.20788e+07	8.62357e+35	1.39557e+02
2.09122e-03	1.85501e+23	1.20788e+07	8.04734e+35	1.39557e+02
2.14000e-03	1.73105e+23	1.20788e+07	7.50961e+35	1.39557e+02
2.18991e-03	1.61537e+23	1.20788e+07	7.00781e+35	1.39557e+02
2.24098e-03	1.50742e+23	1.20788e+07	6.53955e+35	1.39557e+02
2.29325e-03	1.40669e+23	1.20788e+07	6.10258e+35	1.39557e+02
2.34673e-03	1.31268e+23	1.20788e+07	5.69481e+35	1.39557e+02
2.40146e-03	1.22496e+23	1.20788e+07	5.31429e+35	1.39557e+02
2.45747e-03	1.14310e+23	1.20788e+07	4.95921e+35	1.39557e+02
2.51478e-03	1.06671e+23	1.20788e+07	4.62784e+35	1.39557e+02
2.57343e-03	9.95427e+22	1.20788e+07	4.31863e+35	1.39557e+02
2.63345e-03	9.28906e+22	1.20788e+07	4.03007e+35	1.39557e+02
2.69487e-03	8.66831e+22	1.20788e+07	3.76080e+35	1.39557e+02
2.75772e-03	8.08904e+22	1.20788e+07	3.50953e+35	1.39557e+02
2.82204e-03	7.54847e+22	1.20788e+07	3.27505e+35	1.39557e+02
2.88786e-03	7.04404e+22	1.20788e+07	3.05623e+35	1.39557e+02
2.95521e-03	6.57331e+22	1.20788e+07	2.85204e+35	1.39557e+02
3.02413e-03	6.13404e+22	1.20788e+07	2.66149e+35	1.39557e+02
3.09466e-03	5.72412e+22	1.20788e+07	2.48368e+35	1.39557e+02
3.16684e-03	5.34160e+22	1.20788e+07	2.31775e+35	1.39557e+02
3.24070e-03	4.98464e+22	1.20788e+07	2.16291e+35	1.39557e+02
3.31628e-03	4.65154e+22	1.20788e+07	2.01841e+35	1.39557e+02
3.39362e-03	4.34069e+22	1.20788e+07	1.88358e+35	1.39557e+02
3.47277e-03	4.05062e+22	1.20788e+07	1.75775e+35	1.39557e+02
3.55376e-03	3.77993e+22	1.20788e+07	1.64033e+35	1.39557e+02
3.63664e-03	3.52733e+22	1.20788e+07	1.53076e+35	1.39557e+02
3.72146e-03	3.29161e+22	1.20788e+07	1.42851e+35	1.39557e+02
3.80825e-03	3.07165e+22	1.20788e+07	1.33309e+35	1.39557e+02
3.89707e-03	2.86638e+22	1.20788e+07	1.24405e+35	1.39557e+02
3.98796e-03	2.67483e+22	1.20788e+07	1.16096e+35	1.39557e+02
4.08097e-03	2.49608e+22	1.20788e+07	1.08342e+35	1.39557e+02
4.17615e-03	2.32928e+22	1.20788e+07	1.01107e+35	1.39557e+02
4.27355e-03	2.17362e+22	1.20788e+07	9.43547e+34	1.39557e+02
4.37322e-03	2.02836e+22	1.20788e+07	8.80539e+34	1.39557e+02
4.47521e-03	1.89282e+22	1.20788e+07	8.21741e+34	1.39557e+02
4.57958e-03	1.76633e+22	1.20788e+07	7.66872e+34	1.39557e+02
4.68639e-03	1.64829e+22	1.20788e+07	7.15670e+34	1.39557e+02
4.79569e-03	1.53814e+22	1.20788e+07	6.67890e+34	1.39557e+02
4.90754e-03	1.43535e+22	1.20788e+07	6.23302e+34	1.39557e+02
5.02199e-03	1.33943e+22	1.20788e+07	5.81695e+34	1.39557e+02
5.13912e-03	1.24992e+22	1.20788e+07	5.42867e+34	1.39557e+02
5.25898e-03	1.16639e+22	1.20788e+07	5.06635e+34	1.39557e+02
5.38163e-03	1.08845e+22	1.20788e+07	4.72823e+34	1.39557e+02
5.50714e-03	1.01571e+22	1.20788e+07	4.41272e+34	1.39557e+02
5.63558e-03	9.47835e+21	1.20788e+07	4.11828e+34	1.39557e+02
5.76702e-03	8.84495e+21	1.20788e+07	3.84353e+34	1.39557e+02
5.90152e-03	8.25387e+21	1.20788e+07	3.58713e+34	1.39557e+02
6.03916e-03	7.70229e+21	1.20788e+07	3.34787e+34	1.39557e+02
6.18000e-03	7.18758e+21	1.20788e+07	3.12460e+34	1.39557e+02
6.32414e-03	6.70726e+21	1.20788e+07	2.91624e+34	1.39557e+02
6.47163e-03	6.25904e+21	1.20788e+07	2.72181e+34	1.39557e+02
6.62257e-03	5.84077e+21	1.20788e+07	2.54038e+34	1.39557e+02
6.77702e-03	5.45045e+21	1.20788e+07	2.37107e+34	1.39557e+02
6.93508e-03	5.08622e+21	1.20788e+07	2.21307e+34	1.39557e+02
7.09682e-03	4.74632e+21	1.20788e+07	2.06563e+34	1.39557e+02
7.26234e-03	4.42914e+21	1.20788e+07	1.92804e+34	1.39557e+02
7.43171e-03	4.13316e+21	1.20788e+07	1.79965e+34	1.39557e+02
7.60504e-03	3.85696e+21	1.20788e+07	1.67984e+34	1.39557e+02
7.78241e-03	3.59921e+21	1.20788e+07	1.56804e+34	1.39557e+02
7.96391e-03	3.35869e+21	1.20788e+07	1.46370e+34	1.39557e+02
8.14965e-03	3.13424e+21	1.20788e+07	1.36634e+34	1.39557e+02
8.33972e-03	2.92479e+21	1.20788e+07	1.27549e+34	1.39557e+02
8.53422e-03	2.72934e+21	1.20788e+07	1.19070e+34	1.39557e+02
8.73326e-03	2.54694e+21	1.20788e+07	1.11159e+34	1.39557e+02
8.93694e-03	2.37674e+21	1.20788e+07	1.03776e+34	1.39557e+02
9.14537e-03	2.21791e+21	1.20788e+07	9.68859e+33	1.39557e+02
9.35867e-03	2.06970e+21	1.20788e+07	9.04567e+33	1.39557e+02
9.57693e-03	1.93139e+21	1.20788e+07	8.44571e+33	1.39557e+02
9.80029e-03	1.80232e+21	1.20788e+07	7.88584e+33	1.39557e+02
1.00289e-02	1.68188e+21	1.20788e+07	7.36339e+33	1.39557e+02
1.02628e-02	1.56948e+21	1.20788e+07	6.87585e+33	1.39557e+02
1.05021e-02	1.46460e+21	1.20788e+07	6.42089e+33	1.39557e+02
1.07470e-02	1.36673e+21	1.20788e+07	5.99633e+33	1.39557e+02
1.09977e-02	1.27539e+21	1.20788e+07	5.60015e+33	1.39557e+02
1.12542e-02	1.19016e+21	1.20788e+07	5.23044e+33	1.39557e+02
1.15167e-02	1.11063e+21	1.20788e+07	4.88544e+33	1.39557e+02
1.17853e-02	1.03641e+21	1.20788e+07	4.56349e+33	1.39557e+02
1.20601e-02	9.67150e+20	1.20788e+07	4.26305e+33	1.39557e+02
1.23414e-02	9.02519e+20	1.20788e+07	3.98270e+33	1.39557e+02
1.26292e-02	8.42207e+20	1.20788e+07	3.72108e+33	1.39557e+02
1.29238e-02	7.85925e+20	1.20788e+07	3.47694e+33	1.39557e+02
1.32252e-02	7.33404e+20	1.20788e+07	3.24912e+33	1.39557e+02
1.35336e-02	6.84394e+20	1.20788e+07	3.03652e+33	1.39557e+02
1.38493e-02	6.38658e+20	1.20788e+07	2.83813e+33	1.39557e+02
1.41723e-02	5.95979e+20	1.20788e+07	2.65299e+33	1.39557e+02
1.45028e-02	5.56152e+20	1.20788e+07	2.48023e+33	1.39557e+02
1.48410e-02	5.18986e+20	1.20788e+07	2.31902e+33	1.39557e+02
1.51872e-02	4.84304e+20	1.20788e+07	2.16857e+33	1.39557e+02
1.55414e-02	4.51940e+20	1.20788e+07	2.02818e+33	1.39557e+02
1.59038e-02	4.21738e+20	1.20788e+07	1.89718e+33	1.39557e+02
1.62748e-02	3.93555e+20	1.20788e+07	1.77492e+33	1.39557e+02
1.66543e-02	3.67255e+20	1.20788e+07	1.66084e+33	1.39557e+02
1.70427e-02	3.42713e+20	1.20788e+07	1.55438e+33	1.39557e+02
1.74402e-02	3.19811e+20	1.20788e+07	1.45504e+33	1.39557e+02
1.78470e-02	2.98439e+20	1.20788e+07	1.36233e+33	1.39557e+02
1.82632e-02	2.78495e+20	1.20788e+07	1.27582e+33	1.39557e+02
1.86891e-02	2.59884e+20	1.20788e+07	1.19509e+33	1.39557e+02
1.91250e-02	2.42517e+20	1.20788e+07	1.11975e+33	1.39557e+02
1.95711e-02	2.26311e+20	1.20788e+07	1.04945e+33	1.39557e+02
2.00275e-02	2.11187e+20	1.20788e+07	9.83850e+32	1.39557e+02
2.04946e-02	1.97074e+20	1.20788e+07	9.22631e+32	1.39557e+02
2.09726e-02	1.83905e+20	1.20788e+07	8.65504e+32	1.39557e+02
2.14617e-02	1.71615e+20	1.20788e+07	8.12194e+32	1.39556e+02
2.19623e-02	1.60147e+20	1.20788e+07	7.62446e+32	1.39556e+02
2.24745e-02	1.49445e+20	1.20788e+07	7.16023e+32	1.39556e+02
2.29986e-02	1.39458e+20	1.20788e+07	6.72702e+32	1.39556e+02
2.35350e-02	1.30138e+20	1.20788e+07	6.32276e+32	1.39556e+02
2.40839e-02	1.21442e+20	1.20788e+07	5.94552e+32	1.39556e+02
2.46456e-02	1.13326e+20	1.20788e+07	5.59349e+32	1.39556e+02
2.52204e-02	1.05753e+20	1.20788e+07	5.26498e+32	1.39556e+02
2.58086e-02	9.86858e+19	1.20788e+07	4.95842e+32	1.39556e+02
2.64105e-02	9.20910e+19	1.20788e+07	4.67235e+32	1.39556e+02
2.70265e-02	8.59369e+19	1.20788e+07	4.40540e+32	1.39556e+02
2.76568e-02	8.01940e+19	1.20788e+07	4.15629e+32	1.39556e+02
2.83018e-02	7.48350e+19	1.20787e+07	3.92382e+32	1.39556e+02
2.89619e-02	6.98340e+19	1.20787e+07	3.70689e+32	1.39556e+02
2.96374e-02	6.51673e+19	1.20787e+07	3.50446e+32	1.39556e+02
3.03286e-02	6.08124e+19	1.20787e+07	3.31555e+32	1.39556e+02
3.10359e-02	5.67485e+19	1.20787e+07	3.13927e+32	1.39556e+02
3.17598e-02	5.29562e+19	1.20787e+07	2.97477e+32	1.39556e+02
3.25005e-02	4.94173e+19	1.20787e+07	2.82126e+32	1.39556e+02
3.32585e-02	4.61149e+19	1.20787e+07	2.67801e+32	1.39556e+02
3.40341e-02	4.30332e+19	1.20787e+07	2.54433e+32	1.39556e+02
3.48279e-02	4.01575e+19	1.20787e+07	2.41959e+32	1.39556e+02
3.56402e-02	3.74739e+19	1.20787e+07	2.30318e+32	1.39556e+02
3.64714e-02	3.49697e+19	1.20787e+07	2.19455e+32	1.39556e+02
3.73220e-02	3.26328e+19	1.20787e+07	2.09318e+32	1.39556e+02
3.81924e-02	3.04520e+19	1.20787e+07	1.99858e+32	1.39556e+02
3.90832e-02	2.84170e+19	1.20787e+07	1.91031e+32	1.39556e+02
3.99947e-02	2.65180e+19	1.20787e+07	1.82793e+32	1.39556e+02
4.09275e-02	2.47459e+19	1.20787e+07	1.75106e+32	1.39556e+02
4.18820e-02	2.30922e+19	1.20787e+07	1.67933e+32	1.39556e+02
4.28588e-02	2.15491e+19	1.20787e+07	1.61239e+32	1.39556e+02
4.38584e-02	2.01090e+19	1.20786e+07	1.54992e+32	1.39556e+02
4.48813e-02	1.87652e+19	1.20786e+07	1.49163e+32	1.39556e+02
4.59280e-02	1.75112e+19	1.20786e+07	1.43723e+32	1.39556e+02
4.69992e-02	1.63410e+19	1.20786e+07	1.38647e+32	1.39556e+02
4.80953e-02	1.52490e+19	1.20786e+07	1.33910e+32	1.39556e+02
4.92170e-02	1.42300e+19	1.20786e+07	1.29490e+32	1.39556e+02
5.03649e-02	1.32790e+19	1.20786e+07	1.25365e+32	1.39556e+02
5.15395e-02	1.23916e+19	1.20786e+07	1.21515e+32	1.39556e+02
5.27415e-02	1.15635e+19	1.20786e+07	1.17923e+32	1.39556e+02
5.39716e-02	1.07908e+19	1.20786e+07	1.14571e+32	1.39556e+02
5.52303e-02	1.00697e+19	1.20785e+07	1.11443e+32	1.39556e+02
5.65184e-02	9.39676e+18	1.20785e+07	1.08524e+32	1.39556e+02
5.78366e-02	8.76881e+18	1.20785e+07	1.05800e+32	1.39555e+02
5.91855e-02	8.18282e+18	1.20785e+07	1.03258e+32	1.39555e+02
6.05658e-02	7.63599e+18	1.20785e+07	1.00886e+32	1.39555e+02
6.19784e-02	7.12571e+18	1.20785e+07	9.86720e+31	1.39555e+02
6.34239e-02	6.64952e+18	1.20785e+07	9.66063e+31	1.39555e+02
6.49031e-02	6.20516e+18	1.20784e+07	9.46786e+31	1.39555e+02
6.64168e-02	5.79049e+18	1.20784e+07	9.28797e+31	1.39555e+02
6.79658e-02	5.40353e+18	1.20784e+07	9.12011e+31	1.39555e+02
6.95509e-02	5.04244e+18	1.20784e+07	8.96346e+31	1.39555e+02
7.11730e-02	4.70547e+18	1.20784e+07	8.81727e+31	1.39555e+02
