xWS	rho[g/cm^3]	n_e[pm^-3]	P[N/m^2]	mu_F_e[MeV]
1.00000e-03	5.65446e+23	1.20788e+07	1.17309e+34	1.39557e+02
1.12291e-03	3.99353e+23	1.20788e+07	8.30502e+33	1.39557e+02
1.26093e-03	2.82048e+23	1.20788e+07	5.88542e+33	1.39557e+02
1.41591e-03	1.99199e+23	1.20788e+07	4.17655e+33	1.39557e+02
1.58993e-03	1.40687e+23	1.20788e+07	2.96964e+33	1.39557e+02
1.78535e-03	9.93617e+22	1.20788e+07	2.11725e+33	1.39557e+02
2.00479e-03	7.01753e+22	1.20788e+07	1.51524e+33	1.39557e+02
2.25120e-03	4.95621e+22	1.20788e+07	1.09006e+33	1.39557e+02
2.52789e-03	3.50038e+22	1.20788e+07	7.89771e+32	1.39557e+02
2.83860e-03	2.47219e+22	1.20788e+07	5.77690e+32	1.39557e+02
3.18749e-03	1.74601e+22	1.20788e+07	4.27905e+32	1.39557e+02
3.57926e-03	1.23314e+22	1.20788e+07	3.22118e+32	1.39557e+02
4.01918e-03	8.70919e+21	1.20788e+07	2.47405e+32	1.39557e+02
4.51318e-03	6.15096e+21	1.20788e+07	1.94638e+32	1.39557e+02
5.06789e-03	4.34419e+21	1.20788e+07	1.57370e+32	1.39557e+02
5.69079e-03	3.06813e+21	1.20788e+07	1.31050e+32	1.39557e+02
6.39024e-03	2.16690e+21	1.20788e+07	1.12460e+32	1.39557e+02
7.17566e-03	1.53040e+21	1.20788e+07	9.93316e+31	1.39557e+02
8.05762e-03	1.08086e+21	1.20788e+07	9.00592e+31	1.39557e+02
9.04798e-03	7.63372e+20	1.20788e+07	8.35104e+31	1.39557e+02
1.01601e-02	5.39140e+20	1.20788e+07	7.88853e+31	1.39557e+02
1.14088e-02	3.80774e+20	1.20788e+07	7.56187e+31	1.39557e+02
1.28111e-02	2.68926e+20	1.20788e+07	7.33117e+31	1.39557e+02
1.43857e-02	1.89932e+20	1.20788e+07	7.16823e+31	1.39557e+02
1.61538e-02	1.34142e+20	1.20788e+07	7.05315e+31	1.39557e+02
1.81393e-02	9.47391e+19	1.20788e+07	6.97187e+31	1.39557e+02
2.03688e-02	6.69106e+19	1.20788e+07	6.91446e+31	1.39557e+02
