xWS	rho[g/cm^3]	n_e[pm^-3]	P[N/m^2]	mu_F_e[MeV]
1.00000e-03	1.69648e+24	1.20788e+07	2.13852e+35	1.39557e+02
1.02332e-03	1.58311e+24	1.20788e+07	1.99565e+35	1.39557e+02
1.04719e-03	1.47732e+24	1.20788e+07	1.86234e+35	1.39557e+02
1.07161e-03	1.37859e+24	1.20788e+07	1.73793e+35	1.39557e+02
1.09660e-03	1.28647e+24	1.20788e+07	1.62183e+35	1.39557e+02
1.12218e-03	1.20050e+24	1.20788e+07	1.51350e+35	1.39557e+02
1.14835e-03	1.12027e+24	1.20788e+07	1.41240e+35	1.39557e+02
1.17513e-03	1.04541e+24	1.20788e+07	1.31806e+35	1.39557e+02
1.20254e-03	9.75547e+23	1.20788e+07	1.23002e+35	1.39557e+02
1.23059e-03	9.10355e+23	1.20788e+07	1.14787e+35	1.39557e+02
1.25929e-03	8.49519e+23	1.20788e+07	1.07121e+35	1.39557e+02
1.28866e-03	7.92749e+23	1.20788e+07	9.99669e+34	1.39557e+02
1.31871e-03	7.39773e+23	1.20788e+07	9.32910e+34	1.39557e+02
1.34947e-03	6.90336e+23	1.20788e+07	8.70613e+34	1.39557e+02
1.38094e-03	6.44204e+23	1.20788e+07	8.12478e+34	1.39557e+02
1.41315e-03	6.01154e+23	1.20788e+07	7.58228e+34	1.39557e+02
1.44611e-03	5.60981e+23	1.20788e+07	7.07604e+34	1.39557e+02
1.47983e-03	5.23492e+23	1.20788e+07	6.60363e+34	1.39557e+02
1.51435e-03	4.88509e+23	1.20788e+07	6.16278e+34	1.39557e+02
1.54966e-03	4.55864e+23	1.20788e+07	5.75140e+34	1.39557e+02
1.58581e-03	4.25400e+23	1.20788e+07	5.36751e+34	1.39557e+02
1.62279e-03	3.96972e+23	1.20788e+07	5.00927e+34	1.39557e+02
1.66064e-03	3.70444e+23	1.20788e+07	4.67497e+34	1.39557e+02
1.69937e-03	3.45689e+23	1.20788e+07	4.36301e+34	1.39557e+02
1.73900e-03	3.22588e+23	1.20788e+07	4.07190e+34	1.39557e+02
1.77956e-03	3.01030e+23	1.20788e+07	3.80024e+34	1.39557e+02
1.82106e-03	2.80913e+23	1.20788e+07	3.54674e+34	1.39557e+02
1.86354e-03	2.62141e+23	1.20788e+07	3.31018e+34	1.39557e+02
1.90700e-03	2.44623e+23	1.20788e+07	3.08942e+34	1.39557e+02
1.95147e-03	2.28276e+23	1.20788e+07	2.88342e+34	1.39557e+02
1.99699e-03	2.13021e+23	1.20788e+07	2.69118e+34	1.39557e+02
2.04356e-03	1.98786e+23	1.20788e+07	2.51180e+34	1.39557e+02
2.09122e-03	1.85501e+23	1.20788e+07	2.34439e+34	1.39557e+02
2.14000e-03	1.73105e+23	1.20788e+07	2.18818e+34	1.39557e+02
2.18991e-03	1.61537e+23	1.20788e+07	2.04240e+34	1.39557e+02
2.24098e-03	1.50742e+23	1.20788e+07	1.90637e+34	1.39557e+02
2.29325e-03	1.40669e+23	1.20788e+07	1.77943e+34	1.39557e+02
2.34673e-03	1.31268e+23	1.20788e+07	1.66097e+34	1.39557e+02
2.40146e-03	1.22496e+23	1.20788e+07	1.55042e+34	1.39557e+02
2.45747e-03	1.14310e+23	1.20788e+07	1.44727e+34	1.39557e+02
2.51478e-03	1.06671e+23	1.20788e+07	1.35100e+34	1.39557e+02
2.57343e-03	9.95427e+22	1.20788e+07	1.26117e+34	1.39557e+02
2.63345e-03	9.28906e+22	1.20788e+07	1.17735e+34	1.39557e+02
2.69487e-03	8.66831e+22	1.20788e+07	1.09912e+34	1.39557e+02
2.75772e-03	8.08903e+22	1.20788e+07	1.02613e+34	1.39557e+02
2.82204e-03	7.54847e+22	1.20788e+07	9.58006e+33	1.39557e+02
2.88786e-03	7.04404e+22	1.20788e+07	8.94439e+33	1.39557e+02
2.95521e-03	6.57331e+22	1.20788e+07	8.35120e+33	1.39557e+02
3.02413e-03	6.13404e+22	1.20788e+07	7.79764e+33	1.39557e+02
3.09466e-03	5.72412e+22	1.20788e+07	7.28108e+33	1.39557e+02
3.16684e-03	5.34160e+22	1.20788e+07	6.79904e+33	1.39557e+02
3.24070e-03	4.98464e+22	1.20788e+07	6.34922e+33	1.39557e+02
3.31628e-03	4.65154e+22	1.20788e+07	5.92945e+33	1.39557e+02
3.39362e-03	4.34069e+22	1.20788e+07	5.53773e+33	1.39557e+02
3.47277e-03	4.05062e+22	1.20788e+07	5.17220e+33	1.39557e+02
3.55376e-03	3.77993e+22	1.20788e+07	4.83109e+33	1.39557e+02
3.63664e-03	3.52733e+22	1.20788e+07	4.51277e+33	1.39557e+02
3.72146e-03	3.29161e+22	1.20788e+07	4.21573e+33	1.39557e+02
3.80825e-03	3.07165e+22	1.20788e+07	3.93853e+33	1.39557e+02
3.89707e-03	2.86638e+22	1.20788e+07	3.67986e+33	1.39557e+02
3.98796e-03	2.67483e+22	1.20788e+07	3.43848e+33	1.39557e+02
4.08097e-03	2.49608e+22	1.20788e+07	3.21323e+33	1.39557e+02
4.17615e-03	2.32928e+22	1.20788e+07	3.00303e+33	1.39557e+02
4.27355e-03	2.17362e+22	1.20788e+07	2.80687e+33	1.39557e+02
4.37322e-03	2.02836e+22	1.20788e+07	2.62383e+33	1.39557e+02
4.47521e-03	1.89282e+22	1.20788e+07	2.45302e+33	1.39557e+02
4.57958e-03	1.76633e+22	1.20788e+07	2.29362e+33	1.39557e+02
4.68639e-03	1.64829e+22	1.20788e+07	2.14487e+33	1.39557e+02
4.79569e-03	1.53814e+22	1.20788e+07	2.00607e+33	1.39557e+02
4.90754e-03	1.43535e+22	1.20788e+07	1.87654e+33	1.39557e+02
5.02199e-03	1.33943e+22	1.20788e+07	1.75566e+33	1.39557e+02
5.13912e-03	1.24992e+22	1.20788e+07	1.64287e+33	1.39557e+02
5.25898e-03	1.16639e+22	1.20788e+07	1.53761e+33	1.39557e+02
5.38163e-03	1.08845e+22	1.20788e+07	1.43939e+33	1.39557e+02
5.50714e-03	1.01571e+22	1.20788e+07	1.34772e+33	1.39557e+02
5.63558e-03	9.47835e+21	1.20788e+07	1.26219e+33	1.39557e+02
5.76702e-03	8.84495e+21	1.20788e+07	1.18237e+33	1.39557e+02
5.90152e-03	8.25387e+21	1.20788e+07	1.10789e+33	1.39557e+02
6.03916e-03	7.70229e+21	1.20788e+07	1.03838e+33	1.39557e+02
6.18000e-03	7.18758e+21	1.20788e+07	9.73516e+32	1.39557e+02
6.32414e-03	6.70726e+21	1.20788e+07	9.12988e+32	1.39557e+02
6.47163e-03	6.25904e+21	1.20788e+07	8.56504e+32	1.39557e+02
6.62257e-03	5.84077e+21	1.20788e+07	8.03796e+32	1.39557e+02
6.77702e-03	5.45045e+21	1.20788e+07	7.54609e+32	1.39557e+02
6.93508e-03	5.08622e+21	1.20788e+07	7.08710e+32	1.39557e+02
7.09682e-03	4.74632e+21	1.20788e+07	6.65878e+32	1.39557e+02
7.26234e-03	4.42914e+21	1.20788e+07	6.25908e+32	1.39557e+02
7.43171e-03	4.13316e+21	1.20788e+07	5.88610e+32	1.39557e+02
7.60504e-03	3.85696e+21	1.20788e+07	5.53803e+32	1.39557e+02
7.78241e-03	3.59921e+21	1.20788e+07	5.21323e+32	1.39557e+02
7.96391e-03	3.35869e+21	1.20788e+07	4.91014e+32	1.39557e+02
8.14965e-03	3.13424e+21	1.20788e+07	4.62729e+32	1.39557e+02
8.33972e-03	2.92479e+21	1.20788e+07	4.36335e+32	1.39557e+02
8.53422e-03	2.72934e+21	1.20788e+07	4.11705e+32	1.39557e+02
8.73326e-03	2.54694e+21	1.20788e+07	3.88721e+32	1.39557e+02
8.93694e-03	2.37674e+21	1.20788e+07	3.67272e+32	1.39557e+02
9.14537e-03	2.21791e+21	1.20788e+07	3.47257e+32	1.39557e+02
9.35867e-03	2.06970e+21	1.20788e+07	3.28580e+32	1.39557e+02
9.57693e-03	1.93139e+21	1.20788e+07	3.11151e+32	1.39557e+02
9.80029e-03	1.80232e+21	1.20788e+07	2.94886e+32	1.39557e+02
1.00289e-02	1.68188e+21	1.20788e+07	2.79708e+32	1.39557e+02
1.02628e-02	1.56948e+21	1.20788e+07	2.65545e+32	1.39557e+02
1.05021e-02	1.46460e+21	1.20788e+07	2.52328e+32	1.39557e+02
1.07470e-02	1.36673e+21	1.20788e+07	2.39994e+32	1.39557e+02
1.09977e-02	1.27539e+21	1.20788e+07	2.28485e+32	1.39557e+02
1.12542e-02	1.19016e+21	1.20788e+07	2.17744e+32	1.39557e+02
1.15167e-02	1.11063e+21	1.20788e+07	2.07722e+32	1.39557e+02
1.17853e-02	1.03641e+21	1.20788e+07	1.98369e+32	1.39557e+02
1.20601e-02	9.67150e+20	1.20788e+07	1.89641e+32	1.39557e+02
1.23414e-02	9.02519e+20	1.20788e+07	1.81497e+32	1.39557e+02
1.26292e-02	8.42207e+20	1.20788e+07	1.73896e+32	1.39557e+02
1.29238e-02	7.85925e+20	1.20788e+07	1.66804e+32	1.39557e+02
1.32252e-02	7.33404e+20	1.20788e+07	1.60185e+32	1.39557e+02
1.35336e-02	6.84394e+20	1.20788e+07	1.54009e+32	1.39557e+02
