xWS	rho[g/cm^3]	n_e[pm^-3]	P[N/m^2]	mu_F_e[MeV]
1.00000e-03	5.65447e+23	1.20788e+07	1.94554e+37	1.39557e+02
1.02332e-03	5.27660e+23	1.20788e+07	1.81553e+37	1.39557e+02
1.04719e-03	4.92398e+23	1.20788e+07	1.69420e+37	1.39557e+02
1.07161e-03	4.59493e+23	1.20788e+07	1.58099e+37	1.39557e+02
1.09660e-03	4.28787e+23	1.20788e+07	1.47534e+37	1.39557e+02
1.12218e-03	4.00133e+23	1.20788e+07	1.37675e+37	1.39557e+02
1.14835e-03	3.73393e+23	1.20788e+07	1.28474e+37	1.39557e+02
1.17513e-03	3.48441e+23	1.20788e+07	1.19889e+37	1.39557e+02
1.20254e-03	3.25156e+23	1.20788e+07	1.11877e+37	1.39557e+02
1.23059e-03	3.03427e+23	1.20788e+07	1.04401e+37	1.39557e+02
1.25929e-03	2.83150e+23	1.20788e+07	9.74242e+36	1.39557e+02
1.28866e-03	2.64228e+23	1.20788e+07	9.09137e+36	1.39557e+02
1.31871e-03	2.46570e+23	1.20788e+07	8.48383e+36	1.39557e+02
1.34947e-03	2.30093e+23	1.20788e+07	7.91689e+36	1.39557e+02
1.38094e-03	2.14717e+23	1.20788e+07	7.38784e+36	1.39557e+02
1.41315e-03	2.00368e+23	1.20788e+07	6.89414e+36	1.39557e+02
1.44611e-03	1.86978e+23	1.20788e+07	6.43344e+36	1.39557e+02
1.47983e-03	1.74483e+23	1.20788e+07	6.00352e+36	1.39557e+02
1.51435e-03	1.62823e+23	1.20788e+07	5.60233e+36	1.39557e+02
1.54966e-03	1.51942e+23	1.20788e+07	5.22795e+36	1.39557e+02
1.58581e-03	1.41788e+23	1.20788e+07	4.87859e+36	1.39557e+02
1.62279e-03	1.32313e+23	1.20788e+07	4.55258e+36	1.39557e+02
1.66064e-03	1.23471e+23	1.20788e+07	4.24835e+36	1.39557e+02
1.69937e-03	1.15220e+23	1.20788e+07	3.96445e+36	1.39557e+02
1.73900e-03	1.07520e+23	1.20788e+07	3.69953e+36	1.39557e+02
1.77956e-03	1.00335e+23	1.20788e+07	3.45230e+36	1.39557e+02
1.82106e-03	9.36301e+22	1.20788e+07	3.22160e+36	1.39557e+02
1.86354e-03	8.73731e+22	1.20788e+07	3.00632e+36	1.39557e+02
1.90700e-03	8.15343e+22	1.20788e+07	2.80542e+36	1.39557e+02
1.95147e-03	7.60856e+22	1.20788e+07	2.61795e+36	1.39557e+02
1.99699e-03	7.10011e+22	1.20788e+07	2.44301e+36	1.39557e+02
2.04356e-03	6.62564e+22	1.20788e+07	2.27976e+36	1.39557e+02
2.09122e-03	6.18287e+22	1.20788e+07	2.12741e+36	1.39557e+02
2.14000e-03	5.76969e+22	1.20788e+07	1.98525e+36	1.39557e+02
2.18991e-03	5.38412e+22	1.20788e+07	1.85259e+36	1.39557e+02
2.24098e-03	5.02432e+22	1.20788e+07	1.72879e+36	1.39557e+02
2.29325e-03	4.68856e+22	1.20788e+07	1.61327e+36	1.39557e+02
2.34673e-03	4.37524e+22	1.20788e+07	1.50546e+36	1.39557e+02
2.40146e-03	4.08286e+22	1.20788e+07	1.40486e+36	1.39557e+02
2.45747e-03	3.81002e+22	1.20788e+07	1.31098e+36	1.39557e+02
2.51478e-03	3.55541e+22	1.20788e+07	1.22338e+36	1.39557e+02
2.57343e-03	3.31781e+22	1.20788e+07	1.14163e+36	1.39557e+02
2.63345e-03	3.09610e+22	1.20788e+07	1.06534e+36	1.39557e+02
2.69487e-03	2.88920e+22	1.20788e+07	9.94156e+35	1.39557e+02
2.75772e-03	2.69612e+22	1.20788e+07	9.27724e+35	1.39557e+02
2.82204e-03	2.51595e+22	1.20788e+07	8.65732e+35	1.39557e+02
2.88786e-03	2.34782e+22	1.20788e+07	8.07883e+35	1.39557e+02
2.95521e-03	2.19092e+22	1.20788e+07	7.53900e+35	1.39557e+02
3.02413e-03	2.04451e+22	1.20788e+07	7.03524e+35	1.39557e+02
3.09466e-03	1.90788e+22	1.20788e+07	6.56514e+35	1.39557e+02
3.16684e-03	1.78039e+22	1.20788e+07	6.12647e+35	1.39557e+02
3.24070e-03	1.66141e+22	1.20788e+07	5.71710e+35	1.39557e+02
3.31628e-03	1.55038e+22	1.20788e+07	5.33509e+35	1.39557e+02
3.39362e-03	1.44678e+22	1.20788e+07	4.97861e+35	1.39557e+02
3.47277e-03	1.35009e+22	1.20788e+07	4.64596e+35	1.39557e+02
3.55376e-03	1.25987e+22	1.20788e+07	4.33553e+35	1.39557e+02
3.63664e-03	1.17568e+22	1.20788e+07	4.04585e+35	1.39557e+02
3.72146e-03	1.09711e+22	1.20788e+07	3.77552e+35	1.39557e+02
3.80825e-03	1.02380e+22	1.20788e+07	3.52326e+35	1.39557e+02
3.89707e-03	9.55380e+21	1.20788e+07	3.28786e+35	1.39557e+02
3.98796e-03	8.91536e+21	1.20788e+07	3.06819e+35	1.39557e+02
4.08097e-03	8.31958e+21	1.20788e+07	2.86320e+35	1.39557e+02
4.17615e-03	7.76361e+21	1.20788e+07	2.67191e+35	1.39557e+02
4.27355e-03	7.24480e+21	1.20788e+07	2.49340e+35	1.39557e+02
4.37322e-03	6.76065e+21	1.20788e+07	2.32682e+35	1.39557e+02
4.47521e-03	6.30886e+21	1.20788e+07	2.17137e+35	1.39557e+02
4.57958e-03	5.88726e+21	1.20788e+07	2.02631e+35	1.39557e+02
4.68639e-03	5.49384e+21	1.20788e+07	1.89095e+35	1.39557e+02
4.79569e-03	5.12671e+21	1.20788e+07	1.76463e+35	1.39557e+02
4.90754e-03	4.78411e+21	1.20788e+07	1.64675e+35	1.39557e+02
5.02199e-03	4.46440e+21	1.20788e+07	1.53675e+35	1.39557e+02
5.13912e-03	4.16606e+21	1.20788e+07	1.43410e+35	1.39557e+02
