xWS	rho[g/cm^3]	n_e[pm^-3]	P[N/m^2]	mu_F_e[MeV]
1.00000e-03	2.26009e+24	1.20788e+07	5.41358e+37	1.39557e+02
1.02332e-03	2.10906e+24	1.20788e+07	5.05181e+37	1.39557e+02
1.04719e-03	1.96812e+24	1.20788e+07	4.71421e+37	1.39557e+02
1.07161e-03	1.83659e+24	1.20788e+07	4.39918e+37	1.39557e+02
1.09660e-03	1.71386e+24	1.20788e+07	4.10520e+37	1.39557e+02
1.12218e-03	1.59933e+24	1.20788e+07	3.83086e+37	1.39557e+02
1.14835e-03	1.49245e+24	1.20788e+07	3.57486e+37	1.39557e+02
1.17513e-03	1.39272e+24	1.20788e+07	3.33597e+37	1.39557e+02
1.20254e-03	1.29965e+24	1.20788e+07	3.11304e+37	1.39557e+02
1.23059e-03	1.21280e+24	1.20788e+07	2.90500e+37	1.39557e+02
1.25929e-03	1.13175e+24	1.20788e+07	2.71087e+37	1.39557e+02
1.28866e-03	1.05612e+24	1.20788e+07	2.52972e+37	1.39557e+02
1.31871e-03	9.85542e+23	1.20788e+07	2.36067e+37	1.39557e+02
1.34947e-03	9.19682e+23	1.20788e+07	2.20291e+37	1.39557e+02
1.38094e-03	8.58223e+23	1.20788e+07	2.05570e+37	1.39557e+02
1.41315e-03	8.00871e+23	1.20788e+07	1.91832e+37	1.39557e+02
1.44611e-03	7.47352e+23	1.20788e+07	1.79013e+37	1.39557e+02
1.47983e-03	6.97409e+23	1.20788e+07	1.67050e+37	1.39557e+02
1.51435e-03	6.50804e+23	1.20788e+07	1.55887e+37	1.39557e+02
1.54966e-03	6.07313e+23	1.20788e+07	1.45470e+37	1.39557e+02
1.58581e-03	5.66728e+23	1.20788e+07	1.35748e+37	1.39557e+02
1.62279e-03	5.28856e+23	1.20788e+07	1.26677e+37	1.39557e+02
1.66064e-03	4.93514e+23	1.20788e+07	1.18212e+37	1.39557e+02
1.69937e-03	4.60535e+23	1.20788e+07	1.10312e+37	1.39557e+02
1.73900e-03	4.29759e+23	1.20788e+07	1.02940e+37	1.39557e+02
1.77956e-03	4.01040e+23	1.20788e+07	9.60612e+36	1.39557e+02
1.82106e-03	3.74240e+23	1.20788e+07	8.96418e+36	1.39557e+02
1.86354e-03	3.49230e+23	1.20788e+07	8.36514e+36	1.39557e+02
1.90700e-03	3.25893e+23	1.20788e+07	7.80614e+36	1.39557e+02
1.95147e-03	3.04114e+23	1.20788e+07	7.28449e+36	1.39557e+02
1.99699e-03	2.83792e+23	1.20788e+07	6.79769e+36	1.39557e+02
2.04356e-03	2.64827e+23	1.20788e+07	6.34343e+36	1.39557e+02
2.09122e-03	2.47129e+23	1.20788e+07	5.91953e+36	1.39557e+02
2.14000e-03	2.30615e+23	1.20788e+07	5.52395e+36	1.39557e+02
2.18991e-03	2.15203e+23	1.20788e+07	5.15481e+36	1.39557e+02
2.24098e-03	2.00822e+23	1.20788e+07	4.81034e+36	1.39557e+02
2.29325e-03	1.87402e+23	1.20788e+07	4.48889e+36	1.39557e+02
2.34673e-03	1.74879e+23	1.20788e+07	4.18891e+36	1.39557e+02
2.40146e-03	1.63192e+23	1.20788e+07	3.90899e+36	1.39557e+02
2.45747e-03	1.52287e+23	1.20788e+07	3.64777e+36	1.39557e+02
2.51478e-03	1.42110e+23	1.20788e+07	3.40401e+36	1.39557e+02
2.57343e-03	1.32613e+23	1.20788e+07	3.17653e+36	1.39557e+02
2.63345e-03	1.23751e+23	1.20788e+07	2.96426e+36	1.39557e+02
2.69487e-03	1.15481e+23	1.20788e+07	2.76618e+36	1.39557e+02
2.75772e-03	1.07764e+23	1.20788e+07	2.58133e+36	1.39557e+02
2.82204e-03	1.00563e+23	1.20788e+07	2.40883e+36	1.39557e+02
2.88786e-03	9.38423e+22	1.20788e+07	2.24786e+36	1.39557e+02
2.95521e-03	8.75712e+22	1.20788e+07	2.09765e+36	1.39557e+02
3.02413e-03	8.17191e+22	1.20788e+07	1.95748e+36	1.39557e+02
3.09466e-03	7.62581e+22	1.20788e+07	1.82667e+36	1.39557e+02
3.16684e-03	7.11621e+22	1.20788e+07	1.70460e+36	1.39557e+02
3.24070e-03	6.64066e+22	1.20788e+07	1.59070e+36	1.39557e+02
3.31628e-03	6.19689e+22	1.20788e+07	1.48440e+36	1.39557e+02
3.39362e-03	5.78277e+22	1.20788e+07	1.38521e+36	1.39557e+02
3.47277e-03	5.39633e+22	1.20788e+07	1.29264e+36	1.39557e+02
3.55376e-03	5.03571e+22	1.20788e+07	1.20627e+36	1.39557e+02
3.63664e-03	4.69919e+22	1.20788e+07	1.12566e+36	1.39557e+02
3.72146e-03	4.38516e+22	1.20788e+07	1.05044e+36	1.39557e+02
3.80825e-03	4.09212e+22	1.20788e+07	9.80248e+35	1.39557e+02
3.89707e-03	3.81866e+22	1.20788e+07	9.14746e+35	1.39557e+02
3.98796e-03	3.56347e+22	1.20788e+07	8.53622e+35	1.39557e+02
4.08097e-03	3.32534e+22	1.20788e+07	7.96582e+35	1.39557e+02
4.17615e-03	3.10312e+22	1.20788e+07	7.43354e+35	1.39557e+02
4.27355e-03	2.89575e+22	1.20788e+07	6.93682e+35	1.39557e+02
4.37322e-03	2.70223e+22	1.20788e+07	6.47331e+35	1.39557e+02
4.47521e-03	2.52165e+22	1.20788e+07	6.04076e+35	1.39557e+02
4.57958e-03	2.35314e+22	1.20788e+07	5.63713e+35	1.39557e+02
4.68639e-03	2.19589e+22	1.20788e+07	5.26046e+35	1.39557e+02
4.79569e-03	2.04915e+22	1.20788e+07	4.90897e+35	1.39557e+02
4.90754e-03	1.91221e+22	1.20788e+07	4.58097e+35	1.39557e+02
5.02199e-03	1.78442e+22	1.20788e+07	4.27488e+35	1.39557e+02
5.13912e-03	1.66518e+22	1.20788e+07	3.98925e+35	1.39557e+02
5.25898e-03	1.55390e+22	1.20788e+07	3.72271e+35	1.39557e+02
5.38163e-03	1.45006e+22	1.20788e+07	3.47398e+35	1.39557e+02
5.50714e-03	1.35315e+22	1.20788e+07	3.24187e+35	1.39557e+02
5.63558e-03	1.26273e+22	1.20788e+07	3.02528e+35	1.39557e+02
5.76702e-03	1.17834e+22	1.20788e+07	2.82315e+35	1.39557e+02
5.90152e-03	1.09960e+22	1.20788e+07	2.63454e+35	1.39557e+02
6.03916e-03	1.02612e+22	1.20788e+07	2.45853e+35	1.39557e+02
6.18000e-03	9.57546e+21	1.20788e+07	2.29428e+35	1.39557e+02
6.32414e-03	8.93557e+21	1.20788e+07	2.14100e+35	1.39557e+02
6.47163e-03	8.33844e+21	1.20788e+07	1.99797e+35	1.39557e+02
6.62257e-03	7.78121e+21	1.20788e+07	1.86450e+35	1.39557e+02
6.77702e-03	7.26122e+21	1.20788e+07	1.73995e+35	1.39557e+02
6.93508e-03	6.77598e+21	1.20788e+07	1.62372e+35	1.39557e+02
7.09682e-03	6.32316e+21	1.20788e+07	1.51526e+35	1.39557e+02
7.26234e-03	5.90061e+21	1.20788e+07	1.41404e+35	1.39557e+02
7.43171e-03	5.50629e+21	1.20788e+07	1.31959e+35	1.39557e+02
7.60504e-03	5.13833e+21	1.20788e+07	1.23146e+35	1.39557e+02
7.78241e-03	4.79495e+21	1.20788e+07	1.14921e+35	1.39557e+02
7.96391e-03	4.47452e+21	1.20788e+07	1.07245e+35	1.39557e+02
8.14965e-03	4.17551e+21	1.20788e+07	1.00083e+35	1.39557e+02
8.33972e-03	3.89647e+21	1.20788e+07	9.33995e+34	1.39557e+02
8.53422e-03	3.63609e+21	1.20788e+07	8.71625e+34	1.39557e+02
8.73326e-03	3.39310e+21	1.20788e+07	8.13423e+34	1.39557e+02
8.93694e-03	3.16635e+21	1.20788e+07	7.59110e+34	1.39557e+02
9.14537e-03	2.95475e+21	1.20788e+07	7.08427e+34	1.39557e+02
9.35867e-03	2.75730e+21	1.20788e+07	6.61130e+34	1.39557e+02
9.57693e-03	2.57304e+21	1.20788e+07	6.16995e+34	1.39557e+02
9.80029e-03	2.40109e+21	1.20788e+07	5.75808e+34	1.39557e+02
1.00289e-02	2.24064e+21	1.20788e+07	5.37374e+34	1.39557e+02
1.02628e-02	2.09090e+21	1.20788e+07	5.01509e+34	1.39557e+02
1.05021e-02	1.95117e+21	1.20788e+07	4.68040e+34	1.39557e+02
1.07470e-02	1.82078e+21	1.20788e+07	4.36808e+34	1.39557e+02
1.09977e-02	1.69911e+21	1.20788e+07	4.07663e+34	1.39557e+02
1.12542e-02	1.58556e+21	1.20788e+07	3.80466e+34	1.39557e+02
