R	M	log_10_P0	g_surf_(m/s^2)
14016326.287823716	0.1495319954160853	20.0	50519.9084205674
12926946.030928852	0.19972902669521594	20.416666666666668	79330.4654625443
11833507.19237238	0.26213199970787837	20.833333333333332	124243.92789456052
10759466.637578513	0.3389709818525608	21.25	194335.0449332804
9718450.456279708	0.43098610977774876	21.666666666666668	302846.6926643158
8718189.029772764	0.5374634224222078	22.083333333333332	469275.37135560595
7762068.52482225	0.6531058403187984	22.5	719334.9654272958
6852166.485140545	0.7733930954441973	22.916666666666668	1092974.8257744864
5997414.083917004	0.8916499051187362	23.333333333333332	1644697.474981855
5205385.323212591	0.9991564860716468	23.75	2446199.801994179
4476091.087203367	1.0928120430171575	24.166666666666668	3617802.141462626
3815415.898360964	1.171303125630855	24.583333333333336	5335830.258768675
3229866.282193737	1.2320152063769643	25.0	7830109.570483476
2713650.525648764	1.270166326487367	25.416666666666668	11433056.431343442
2256100.9820846333	1.2991366866878558	25.833333333333336	16912542.042492017
1860887.051103513	1.3212682138764327	26.25	25272580.302643474
1532606.6219822087	1.3337383286053177	26.666666666666668	37592553.28319903
1257691.9290924908	1.3200660561544924	27.083333333333336	55221595.056231625
1016810.092024433	1.3101340007304532	27.5	83789638.39342692
815301.3648529941	1.3050584481194083	27.916666666666668	129701685.44461647
650645.2585077616	1.3024923806327495	28.333333333333336	203011784.29003063
517737.33992976183	1.30019849642726	28.75	319570934.44593257
435307.00353975483	1.2436034019170024	29.166666666666668	431936925.9052378
357347.6307213075	1.1522816558350806	29.583333333333336	593240178.7193506
283220.9057227433	1.0781559619013499	30.0	882124497.7986764
