R	M	log_10_P0
13797792.168282378	0.416799927494429	21.5
11689305.11017269	0.5009581879444772	21.854166666666668
10073345.506742386	0.5944276522615808	22.208333333333332
8762181.933278268	0.6943348138159617	22.5625
7663303.644216729	0.7911110011905736	22.916666666666668
6694502.321905842	0.8910009051359273	23.270833333333332
5843736.824209794	0.9870397659471511	23.625
5094213.660300998	1.0735644256525765	23.979166666666668
4433848.785429046	1.1364087676632446	24.333333333333332
3825616.7429879564	1.19658500605073	24.6875
3290202.2798290453	1.2456676269072546	25.041666666666668
2822196.521645023	1.2836387881932247	25.395833333333332
2421246.5681299544	1.2931791953932565	25.75
2050233.3528223773	1.306027751008843	26.104166666666668
1727347.3187086815	1.3131772105051225	26.458333333333336
1445205.560202432	1.3226513139414249	26.8125
1216254.7366634712	1.3262823422337624	27.166666666666668
1042477.7959439802	1.281383189146743	27.520833333333336
872389.7209211843	1.2366663722378912	27.875
711307.1098947037	1.209753770091392	28.229166666666668
571732.5071431166	1.2126571626346745	28.583333333333336
465334.11319756706	1.220416573710623	28.9375
400513.00086371717	1.183670347100012	29.291666666666668
378409.7248549628	1.0682799170979078	29.645833333333336
360654.3333181804	0.9362096728917884	30.0
