xWS	rho[g/cm^3]	n_e[pm^-3]	P[N/m^2]	mu_F_e[MeV]
1.00000e-03	1.69648e+24	1.20788e+07	1.94554e+37	1.39557e+02
1.02332e-03	1.58311e+24	1.20788e+07	1.81553e+37	1.39557e+02
1.04719e-03	1.47732e+24	1.20788e+07	1.69420e+37	1.39557e+02
1.07161e-03	1.37859e+24	1.20788e+07	1.58099e+37	1.39557e+02
1.09660e-03	1.28647e+24	1.20788e+07	1.47534e+37	1.39557e+02
1.12218e-03	1.20050e+24	1.20788e+07	1.37675e+37	1.39557e+02
1.14835e-03	1.12027e+24	1.20788e+07	1.28474e+37	1.39557e+02
1.17513e-03	1.04541e+24	1.20788e+07	1.19889e+37	1.39557e+02
1.20254e-03	9.75548e+23	1.20788e+07	1.11877e+37	1.39557e+02
1.23059e-03	9.10355e+23	1.20788e+07	1.04401e+37	1.39557e+02
1.25929e-03	8.49520e+23	1.20788e+07	9.74242e+36	1.39557e+02
1.28866e-03	7.92749e+23	1.20788e+07	9.09137e+36	1.39557e+02
1.31871e-03	7.39773e+23	1.20788e+07	8.48383e+36	1.39557e+02
1.34947e-03	6.90336e+23	1.20788e+07	7.91689e+36	1.39557e+02
1.38094e-03	6.44204e+23	1.20788e+07	7.38784e+36	1.39557e+02
1.41315e-03	6.01154e+23	1.20788e+07	6.89414e+36	1.39557e+02
1.44611e-03	5.60981e+23	1.20788e+07	6.43344e+36	1.39557e+02
1.47983e-03	5.23493e+23	1.20788e+07	6.00352e+36	1.39557e+02
1.51435e-03	4.88509e+23	1.20788e+07	5.60233e+36	1.39557e+02
1.54966e-03	4.55864e+23	1.20788e+07	5.22795e+36	1.39557e+02
1.58581e-03	4.25400e+23	1.20788e+07	4.87859e+36	1.39557e+02
1.62279e-03	3.96972e+23	1.20788e+07	4.55258e+36	1.39557e+02
1.66064e-03	3.70444e+23	1.20788e+07	4.24835e+36	1.39557e+02
1.69937e-03	3.45689e+23	1.20788e+07	3.96445e+36	1.39557e+02
1.73900e-03	3.22588e+23	1.20788e+07	3.69953e+36	1.39557e+02
1.77956e-03	3.01030e+23	1.20788e+07	3.45230e+36	1.39557e+02
1.82106e-03	2.80914e+23	1.20788e+07	3.22160e+36	1.39557e+02
1.86354e-03	2.62141e+23	1.20788e+07	3.00632e+36	1.39557e+02
1.90700e-03	2.44623e+23	1.20788e+07	2.80542e+36	1.39557e+02
1.95147e-03	2.28276e+23	1.20788e+07	2.61795e+36	1.39557e+02
1.99699e-03	2.13021e+23	1.20788e+07	2.44301e+36	1.39557e+02
2.04356e-03	1.98786e+23	1.20788e+07	2.27976e+36	1.39557e+02
2.09122e-03	1.85501e+23	1.20788e+07	2.12741e+36	1.39557e+02
2.14000e-03	1.73105e+23	1.20788e+07	1.98525e+36	1.39557e+02
2.18991e-03	1.61537e+23	1.20788e+07	1.85259e+36	1.39557e+02
2.24098e-03	1.50742e+23	1.20788e+07	1.72879e+36	1.39557e+02
2.29325e-03	1.40669e+23	1.20788e+07	1.61327e+36	1.39557e+02
2.34673e-03	1.31268e+23	1.20788e+07	1.50546e+36	1.39557e+02
2.40146e-03	1.22496e+23	1.20788e+07	1.40486e+36	1.39557e+02
2.45747e-03	1.14310e+23	1.20788e+07	1.31098e+36	1.39557e+02
2.51478e-03	1.06671e+23	1.20788e+07	1.22338e+36	1.39557e+02
2.57343e-03	9.95427e+22	1.20788e+07	1.14163e+36	1.39557e+02
2.63345e-03	9.28906e+22	1.20788e+07	1.06534e+36	1.39557e+02
2.69487e-03	8.66831e+22	1.20788e+07	9.94156e+35	1.39557e+02
2.75772e-03	8.08904e+22	1.20788e+07	9.27724e+35	1.39557e+02
2.82204e-03	7.54848e+22	1.20788e+07	8.65732e+35	1.39557e+02
2.88786e-03	7.04404e+22	1.20788e+07	8.07883e+35	1.39557e+02
2.95521e-03	6.57331e+22	1.20788e+07	7.53900e+35	1.39557e+02
3.02413e-03	6.13404e+22	1.20788e+07	7.03524e+35	1.39557e+02
3.09466e-03	5.72412e+22	1.20788e+07	6.56514e+35	1.39557e+02
3.16684e-03	5.34160e+22	1.20788e+07	6.12647e+35	1.39557e+02
3.24070e-03	4.98464e+22	1.20788e+07	5.71710e+35	1.39557e+02
3.31628e-03	4.65154e+22	1.20788e+07	5.33509e+35	1.39557e+02
3.39362e-03	4.34069e+22	1.20788e+07	4.97861e+35	1.39557e+02
3.47277e-03	4.05062e+22	1.20788e+07	4.64596e+35	1.39557e+02
3.55376e-03	3.77993e+22	1.20788e+07	4.33553e+35	1.39557e+02
3.63664e-03	3.52733e+22	1.20788e+07	4.04585e+35	1.39557e+02
3.72146e-03	3.29161e+22	1.20788e+07	3.77552e+35	1.39557e+02
3.80825e-03	3.07165e+22	1.20788e+07	3.52326e+35	1.39557e+02
3.89707e-03	2.86638e+22	1.20788e+07	3.28786e+35	1.39557e+02
3.98796e-03	2.67483e+22	1.20788e+07	3.06819e+35	1.39557e+02
4.08097e-03	2.49608e+22	1.20788e+07	2.86320e+35	1.39557e+02
4.17615e-03	2.32928e+22	1.20788e+07	2.67191e+35	1.39557e+02
4.27355e-03	2.17362e+22	1.20788e+07	2.49340e+35	1.39557e+02
4.37322e-03	2.02836e+22	1.20788e+07	2.32682e+35	1.39557e+02
4.47521e-03	1.89282e+22	1.20788e+07	2.17137e+35	1.39557e+02
4.57958e-03	1.76633e+22	1.20788e+07	2.02631e+35	1.39557e+02
4.68639e-03	1.64829e+22	1.20788e+07	1.89095e+35	1.39557e+02
4.79569e-03	1.53814e+22	1.20788e+07	1.76463e+35	1.39557e+02
4.90754e-03	1.43535e+22	1.20788e+07	1.64675e+35	1.39557e+02
5.02199e-03	1.33943e+22	1.20788e+07	1.53675e+35	1.39557e+02
5.13912e-03	1.24992e+22	1.20788e+07	1.43410e+35	1.39557e+02
5.25898e-03	1.16639e+22	1.20788e+07	1.33831e+35	1.39557e+02
5.38163e-03	1.08845e+22	1.20788e+07	1.24892e+35	1.39557e+02
5.50714e-03	1.01571e+22	1.20788e+07	1.16550e+35	1.39557e+02
5.63558e-03	9.47835e+21	1.20788e+07	1.08766e+35	1.39557e+02
5.76702e-03	8.84495e+21	1.20788e+07	1.01502e+35	1.39557e+02
5.90152e-03	8.25387e+21	1.20788e+07	9.47238e+34	1.39557e+02
6.03916e-03	7.70230e+21	1.20788e+07	8.83982e+34	1.39557e+02
6.18000e-03	7.18758e+21	1.20788e+07	8.24954e+34	1.39557e+02
6.32414e-03	6.70726e+21	1.20788e+07	7.69871e+34	1.39557e+02
6.47163e-03	6.25904e+21	1.20788e+07	7.18469e+34	1.39557e+02
6.62257e-03	5.84077e+21	1.20788e+07	6.70501e+34	1.39557e+02
6.77702e-03	5.45045e+21	1.20788e+07	6.25739e+34	1.39557e+02
6.93508e-03	5.08622e+21	1.20788e+07	5.83969e+34	1.39557e+02
7.09682e-03	4.74632e+21	1.20788e+07	5.44989e+34	1.39557e+02
7.26234e-03	4.42914e+21	1.20788e+07	5.08615e+34	1.39557e+02
7.43171e-03	4.13316e+21	1.20788e+07	4.74671e+34	1.39557e+02
7.60504e-03	3.85696e+21	1.20788e+07	4.42996e+34	1.39557e+02
7.78241e-03	3.59921e+21	1.20788e+07	4.13438e+34	1.39557e+02
7.96391e-03	3.35869e+21	1.20788e+07	3.85854e+34	1.39557e+02
8.14965e-03	3.13424e+21	1.20788e+07	3.60114e+34	1.39557e+02
8.33972e-03	2.92479e+21	1.20788e+07	3.36095e+34	1.39557e+02
8.53422e-03	2.72934e+21	1.20788e+07	3.13680e+34	1.39557e+02
8.73326e-03	2.54694e+21	1.20788e+07	2.92763e+34	1.39557e+02
8.93694e-03	2.37674e+21	1.20788e+07	2.73244e+34	1.39557e+02
9.14537e-03	2.21791e+21	1.20788e+07	2.55029e+34	1.39557e+02
9.35867e-03	2.06970e+21	1.20788e+07	2.38032e+34	1.39557e+02
9.57693e-03	1.93139e+21	1.20788e+07	2.22170e+34	1.39557e+02
9.80029e-03	1.80232e+21	1.20788e+07	2.07369e+34	1.39557e+02
1.00289e-02	1.68188e+21	1.20788e+07	1.93556e+34	1.39557e+02
1.02628e-02	1.56948e+21	1.20788e+07	1.80667e+34	1.39557e+02
1.05021e-02	1.46460e+21	1.20788e+07	1.68639e+34	1.39557e+02
1.07470e-02	1.36673e+21	1.20788e+07	1.57415e+34	1.39557e+02
1.09977e-02	1.27539e+21	1.20788e+07	1.46941e+34	1.39557e+02
1.12542e-02	1.19016e+21	1.20788e+07	1.37166e+34	1.39557e+02
1.15167e-02	1.11063e+21	1.20788e+07	1.28045e+34	1.39557e+02
1.17853e-02	1.03641e+21	1.20788e+07	1.19534e+34	1.39557e+02
1.20601e-02	9.67150e+20	1.20788e+07	1.11591e+34	1.39557e+02
1.23414e-02	9.02519e+20	1.20788e+07	1.04179e+34	1.39557e+02
1.26292e-02	8.42207e+20	1.20788e+07	9.72625e+33	1.39557e+02
1.29238e-02	7.85925e+20	1.20788e+07	9.08081e+33	1.39557e+02
1.32252e-02	7.33405e+20	1.20788e+07	8.47850e+33	1.39557e+02
1.35336e-02	6.84394e+20	1.20788e+07	7.91644e+33	1.39557e+02
1.38493e-02	6.38658e+20	1.20788e+07	7.39194e+33	1.39557e+02
1.41723e-02	5.95979e+20	1.20788e+07	6.90249e+33	1.39557e+02
1.45028e-02	5.56152e+20	1.20788e+07	6.44575e+33	1.39557e+02
1.48410e-02	5.18986e+20	1.20788e+07	6.01954e+33	1.39557e+02
1.51872e-02	4.84304e+20	1.20788e+07	5.62180e+33	1.39557e+02
1.55414e-02	4.51940e+20	1.20788e+07	5.25065e+33	1.39557e+02
1.59038e-02	4.21738e+20	1.20788e+07	4.90429e+33	1.39557e+02
1.62748e-02	3.93555e+20	1.20788e+07	4.58108e+33	1.39557e+02
1.66543e-02	3.67255e+20	1.20788e+07	4.27948e+33	1.39557e+02
1.70427e-02	3.42713e+20	1.20788e+07	3.99802e+33	1.39557e+02
1.74402e-02	3.19811e+20	1.20788e+07	3.73538e+33	1.39557e+02
1.78470e-02	2.98439e+20	1.20788e+07	3.49028e+33	1.39557e+02
1.82632e-02	2.78495e+20	1.20788e+07	3.26157e+33	1.39557e+02
1.86891e-02	2.59884e+20	1.20788e+07	3.04814e+33	1.39557e+02
1.91250e-02	2.42517e+20	1.20788e+07	2.84897e+33	1.39557e+02
1.95711e-02	2.26311e+20	1.20788e+07	2.66311e+33	1.39557e+02
2.00275e-02	2.11187e+20	1.20788e+07	2.48968e+33	1.39557e+02
2.04946e-02	1.97074e+20	1.20788e+07	2.32783e+33	1.39557e+02
2.09726e-02	1.83905e+20	1.20788e+07	2.17680e+33	1.39557e+02
2.14617e-02	1.71615e+20	1.20788e+07	2.03586e+33	1.39556e+02
2.19623e-02	1.60147e+20	1.20788e+07	1.90434e+33	1.39556e+02
2.24745e-02	1.49445e+20	1.20788e+07	1.78161e+33	1.39556e+02
2.29986e-02	1.39458e+20	1.20788e+07	1.66708e+33	1.39556e+02
2.35350e-02	1.30138e+20	1.20788e+07	1.56020e+33	1.39556e+02
2.40839e-02	1.21442e+20	1.20788e+07	1.46047e+33	1.39556e+02
2.46456e-02	1.13326e+20	1.20788e+07	1.36740e+33	1.39556e+02
2.52204e-02	1.05753e+20	1.20788e+07	1.28055e+33	1.39556e+02
2.58086e-02	9.86858e+19	1.20788e+07	1.19950e+33	1.39556e+02
2.64105e-02	9.20910e+19	1.20788e+07	1.12387e+33	1.39556e+02
2.70265e-02	8.59369e+19	1.20788e+07	1.05329e+33	1.39556e+02
2.76568e-02	8.01940e+19	1.20788e+07	9.87435e+32	1.39556e+02
2.83018e-02	7.48350e+19	1.20787e+07	9.25977e+32	1.39556e+02
2.89619e-02	6.98340e+19	1.20787e+07	8.68626e+32	1.39556e+02
2.96374e-02	6.51673e+19	1.20787e+07	8.15107e+32	1.39556e+02
3.03286e-02	6.08124e+19	1.20787e+07	7.65165e+32	1.39556e+02
3.10359e-02	5.67485e+19	1.20787e+07	7.18560e+32	1.39556e+02
3.17598e-02	5.29562e+19	1.20787e+07	6.75070e+32	1.39556e+02
3.25005e-02	4.94173e+19	1.20787e+07	6.34486e+32	1.39556e+02
3.32585e-02	4.61149e+19	1.20787e+07	5.96614e+32	1.39556e+02
3.40341e-02	4.30333e+19	1.20787e+07	5.61272e+32	1.39556e+02
3.48279e-02	4.01575e+19	1.20787e+07	5.28293e+32	1.39556e+02
3.56402e-02	3.74739e+19	1.20787e+07	4.97518e+32	1.39556e+02
3.64714e-02	3.49697e+19	1.20787e+07	4.68799e+32	1.39556e+02
3.73220e-02	3.26328e+19	1.20787e+07	4.41999e+32	1.39556e+02
3.81924e-02	3.04520e+19	1.20787e+07	4.16990e+32	1.39556e+02
3.90832e-02	2.84170e+19	1.20787e+07	3.93652e+32	1.39556e+02
3.99947e-02	2.65180e+19	1.20787e+07	3.71874e+32	1.39556e+02
4.09275e-02	2.47459e+19	1.20787e+07	3.51552e+32	1.39556e+02
4.18820e-02	2.30923e+19	1.20787e+07	3.32587e+32	1.39556e+02
4.28588e-02	2.15491e+19	1.20787e+07	3.14890e+32	1.39556e+02
4.38584e-02	2.01090e+19	1.20786e+07	2.98375e+32	1.39556e+02
4.48813e-02	1.87652e+19	1.20786e+07	2.82964e+32	1.39556e+02
4.59280e-02	1.75112e+19	1.20786e+07	2.68583e+32	1.39556e+02
4.69992e-02	1.63410e+19	1.20786e+07	2.55163e+32	1.39556e+02
4.80953e-02	1.52490e+19	1.20786e+07	2.42640e+32	1.39556e+02
4.92170e-02	1.42300e+19	1.20786e+07	2.30953e+32	1.39556e+02
5.03649e-02	1.32790e+19	1.20786e+07	2.20048e+32	1.39556e+02
5.15395e-02	1.23916e+19	1.20786e+07	2.09871e+32	1.39556e+02
5.27415e-02	1.15635e+19	1.20786e+07	2.00374e+32	1.39556e+02
5.39716e-02	1.07908e+19	1.20786e+07	1.91512e+32	1.39556e+02
5.52303e-02	1.00697e+19	1.20785e+07	1.83243e+32	1.39556e+02
5.65184e-02	9.39676e+18	1.20785e+07	1.75525e+32	1.39556e+02
5.78366e-02	8.76881e+18	1.20785e+07	1.68324e+32	1.39555e+02
5.91855e-02	8.18282e+18	1.20785e+07	1.61604e+32	1.39555e+02
6.05658e-02	7.63599e+18	1.20785e+07	1.55332e+32	1.39555e+02
6.19784e-02	7.12571e+18	1.20785e+07	1.49480e+32	1.39555e+02
6.34239e-02	6.64952e+18	1.20785e+07	1.44019e+32	1.39555e+02
6.49031e-02	6.20516e+18	1.20784e+07	1.38923e+32	1.39555e+02
6.64168e-02	5.79049e+18	1.20784e+07	1.34168e+32	1.39555e+02
6.79658e-02	5.40353e+18	1.20784e+07	1.29730e+32	1.39555e+02
6.95509e-02	5.04244e+18	1.20784e+07	1.25589e+32	1.39555e+02
7.11730e-02	4.70547e+18	1.20784e+07	1.21724e+32	1.39555e+02
7.28330e-02	4.39102e+18	1.20783e+07	1.18118e+32	1.39555e+02
7.45316e-02	4.09758e+18	1.20783e+07	1.14752e+32	1.39555e+02
